# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-a" "Peve_lncRNA_for_counts.gtf" "-t" "lncRNA" "-g" "gene_id" "-o" "lncRNA_counts_matrix.txt" "RNA-POR-71.sorted.bam" "RNA-POR-73.sorted.bam" "RNA-POR-76.sorted.bam" "RNA-POR-79.sorted.bam" "RNA-POR-82.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	RNA-POR-71.sorted.bam	RNA-POR-73.sorted.bam	RNA-POR-76.sorted.bam	RNA-POR-79.sorted.bam	RNA-POR-82.sorted.bam
lncRNA_1317	Porites_evermani_scaffold_163	147271	147653	+	383	25	3	57	14	4
lncRNA_1318	Porites_evermani_scaffold_163	156971	157291	+	321	4	0	85	0	4
lncRNA_1319	Porites_evermani_scaffold_1631	1847	5252	+	3406	4	68	68	100	7
lncRNA_1320	Porites_evermani_scaffold_1633	80020	83728	+	3709	222	14	731	234	313
lncRNA_1321	Porites_evermani_scaffold_1634	41185	42166	+	982	32	17	157	16	38
lncRNA_1322	Porites_evermani_scaffold_1634	41916	42340	+	425	9	1	10	4	10
lncRNA_1323	Porites_evermani_scaffold_1634	42999	43737	+	739	10	3	118	4	46
lncRNA_1324	Porites_evermani_scaffold_1637	490	4103	+	3614	148	7	0	6	0
lncRNA_1325	Porites_evermani_scaffold_1637	9075	9528	+	454	233	16	2	1	0
lncRNA_1326	Porites_evermani_scaffold_1638	73724	74785	+	1062	2	0	0	0	1
lncRNA_1327	Porites_evermani_scaffold_164	279869	283893	+	4025	251	135	618	307	521
lncRNA_1328	Porites_evermani_scaffold_164	184995	193281	+	8287	116	24	208	102	82
lncRNA_1329	Porites_evermani_scaffold_1640	63698	64547	+	850	0	23	232	0	127
lncRNA_1330	Porites_evermani_scaffold_1640	65014	65257	+	244	0	3	32	0	38
lncRNA_1331	Porites_evermani_scaffold_1642	14710	14933	+	224	2	1	0	2	42
lncRNA_1332	Porites_evermani_scaffold_1643	1	1186	+	1186	330	153	34	299	486
lncRNA_1333	Porites_evermani_scaffold_1643	96524	97270	+	747	72	0	142	0	1
lncRNA_1334	Porites_evermani_scaffold_1644	16872	21282	+	4411	0	0	0	0	0
lncRNA_1335	Porites_evermani_scaffold_1644	16909	21282	+	4374	0	0	0	0	0
lncRNA_1336	Porites_evermani_scaffold_1645	109265	109728	+	464	390	1	152	93	27
lncRNA_1337	Porites_evermani_scaffold_1648	6045	8863	+	2819	163	135	214	82	278
lncRNA_1338	Porites_evermani_scaffold_1649	4859	6495	+	1637	16	0	42	6	39
lncRNA_1339	Porites_evermani_scaffold_165	32882	33116	+	235	4	0	43	2	12
lncRNA_1340	Porites_evermani_scaffold_165	33514	33964	+	451	4	0	76	7	0
lncRNA_1341	Porites_evermani_scaffold_165	48968	49182	+	215	0	0	26	0	10
lncRNA_1342	Porites_evermani_scaffold_165	52869	53197	+	329	2	1	44	6	16
lncRNA_1343	Porites_evermani_scaffold_165	67481	67710	+	230	2	0	30	4	8
lncRNA_1344	Porites_evermani_scaffold_165	134756	135127	+	372	44	0	8	2	4
lncRNA_1345	Porites_evermani_scaffold_1651	38	2735	+	2698	390	37	329	0	0
lncRNA_1346	Porites_evermani_scaffold_1651	13902	14700	+	799	45	0	107	2	0
lncRNA_1347	Porites_evermani_scaffold_1651	16591	16902	+	312	5	0	49	1	0
lncRNA_1348	Porites_evermani_scaffold_1652	108687	110947	+	2261	119	37	58	5	285
lncRNA_1349	Porites_evermani_scaffold_1653	6855	9032	+	2178	34	55	85	3	52
lncRNA_1350	Porites_evermani_scaffold_1653	110844	112135	+	1292	29	29	56	21	83
lncRNA_1351	Porites_evermani_scaffold_1654	1	3946	+	3946	72	9	166	129	79
lncRNA_1352	Porites_evermani_scaffold_1655	102332	102662	+	331	86	0	0	8	81
lncRNA_1353	Porites_evermani_scaffold_1656	101402	103382	+	1981	26	20	56	15	14
lncRNA_1354	Porites_evermani_scaffold_1656	13543	15454	+	1912	198	78	214	75	229
lncRNA_1355	Porites_evermani_scaffold_1656	39851	40079	+	229	168	0	105	54	0
lncRNA_1356	Porites_evermani_scaffold_1658	85096	85985	+	890	3	4	40	8	104
lncRNA_1357	Porites_evermani_scaffold_1659	64458	71468	+	7011	624	334	604	336	881
lncRNA_1358	Porites_evermani_scaffold_1659	100493	105605	+	5113	26	18	0	18	71
lncRNA_1359	Porites_evermani_scaffold_166	311	1744	+	1434	23	5	73	9	19
lncRNA_1360	Porites_evermani_scaffold_166	284557	286896	+	2340	16	9	57	63	17
lncRNA_1361	Porites_evermani_scaffold_166	348428	348640	+	213	22	4	28	0	18
lncRNA_1362	Porites_evermani_scaffold_166	382777	385727	+	2951	85	72	103	24	123
lncRNA_1363	Porites_evermani_scaffold_166	279552	280384	+	833	11	30	336	26	36
lncRNA_1364	Porites_evermani_scaffold_166	280861	282113	+	1253	43	45	496	31	33
lncRNA_1365	Porites_evermani_scaffold_166	282398	283716	+	1319	64	36	564	45	30
lncRNA_1366	Porites_evermani_scaffold_1660	36051	44025	+	7975	1119	13	4	4	3256
lncRNA_1367	Porites_evermani_scaffold_1661	2035	2590	+	556	0	18	131	33	28
lncRNA_1368	Porites_evermani_scaffold_1663	28434	56821	+	28388	0	0	0	0	0
lncRNA_1369	Porites_evermani_scaffold_1663	28439	56821	+	28383	0	0	0	0	0
lncRNA_1370	Porites_evermani_scaffold_1664	23538	23781	+	244	0	1	38	0	2
lncRNA_1371	Porites_evermani_scaffold_1665	93550	94209	+	660	58	2	62	0	47
lncRNA_1372	Porites_evermani_scaffold_1666	59486	65276	+	5791	1051	28	165	60	109
lncRNA_1373	Porites_evermani_scaffold_1666	104644	105967	+	1324	36	52	2	2	25
lncRNA_1374	Porites_evermani_scaffold_1669	4088	8266	+	4179	7	2	0	0	4
lncRNA_1375	Porites_evermani_scaffold_1669	2480	2756	+	277	56	4	26	0	0
lncRNA_1376	Porites_evermani_scaffold_1669	15543	16080	+	538	65	12	60	3	6
lncRNA_1377	Porites_evermani_scaffold_1669	25176	25964	+	789	136	79	2	5	40
lncRNA_1378	Porites_evermani_scaffold_167	264602	265550	+	949	180	38	185	127	114
lncRNA_1379	Porites_evermani_scaffold_167	277270	278815	+	1546	5700	2242	4171	2913	9702
lncRNA_1380	Porites_evermani_scaffold_167	397036	397289	+	254	59	33	46	31	31
lncRNA_1381	Porites_evermani_scaffold_167	401570	401832	+	263	74038	14593	3532	17553	6567
lncRNA_1382	Porites_evermani_scaffold_1671	61415	61659	+	245	22	0	29	2	12
lncRNA_1383	Porites_evermani_scaffold_1672	47152	48628	+	1477	2	0	34	18	2
lncRNA_1384	Porites_evermani_scaffold_1672	45631	46132	+	502	37	19	106	28	40
lncRNA_1385	Porites_evermani_scaffold_1674	73217	74269	+	1053	146	0	114	41	2
lncRNA_1386	Porites_evermani_scaffold_1674	72112	72622	+	511	231	37	168	81	303
lncRNA_1387	Porites_evermani_scaffold_1674	40204	40835	+	632	4	12	0	13	103
lncRNA_1388	Porites_evermani_scaffold_1677	54057	54654	+	598	34	3	74	0	0
lncRNA_1389	Porites_evermani_scaffold_1679	46183	46476	+	294	0	0	27	0	8
lncRNA_1390	Porites_evermani_scaffold_1679	107959	108222	+	264	5	1	38	0	9
lncRNA_1391	Porites_evermani_scaffold_168	1526	2869	+	1344	47	0	14	34	177
lncRNA_1392	Porites_evermani_scaffold_168	115416	116301	+	886	373	220	772	335	455
lncRNA_1393	Porites_evermani_scaffold_168	298028	300327	+	2300	988	12	423	444	751
lncRNA_1394	Porites_evermani_scaffold_168	384589	385357	+	769	187	319	138	239	841
lncRNA_1395	Porites_evermani_scaffold_168	373640	380118	+	6479	642	22	366	77	26
lncRNA_1396	Porites_evermani_scaffold_168	111509	111735	+	227	0	0	23	0	4
lncRNA_1397	Porites_evermani_scaffold_168	345570	345829	+	260	56	13	65	23	57
lncRNA_1398	Porites_evermani_scaffold_168	346452	346776	+	325	2	0	32	0	3
lncRNA_1399	Porites_evermani_scaffold_168	347181	347533	+	353	46	0	0	8	6
lncRNA_1400	Porites_evermani_scaffold_1680	18076	21464	+	3389	468	98	823	323	701
lncRNA_1401	Porites_evermani_scaffold_1683	3548	6815	+	3268	69	8	113	47	65
lncRNA_1402	Porites_evermani_scaffold_1685	60355	60934	+	580	102	23	68	70	67
lncRNA_1403	Porites_evermani_scaffold_1685	104672	106926	+	2255	0	0	0	0	0
lncRNA_1404	Porites_evermani_scaffold_1686	9	4671	+	4663	100	30	405	78	154
lncRNA_1405	Porites_evermani_scaffold_1686	7177	9576	+	2400	224	70	320	40	365
lncRNA_1406	Porites_evermani_scaffold_1687	54669	56324	+	1656	62	19	0	23	123
lncRNA_1407	Porites_evermani_scaffold_1688	109952	110575	+	624	13	4	21	0	44
lncRNA_1408	Porites_evermani_scaffold_1689	18096	22109	+	4014	167	0	88	75	207
lncRNA_1409	Porites_evermani_scaffold_1689	6987	7206	+	220	3	38	9	109	91
lncRNA_1410	Porites_evermani_scaffold_169	406953	407842	+	890	14	2	45	30	6
lncRNA_1411	Porites_evermani_scaffold_169	126011	126814	+	804	1	0	143	0	148
lncRNA_1412	Porites_evermani_scaffold_169	136264	137004	+	741	1	4	27	0	6
lncRNA_1413	Porites_evermani_scaffold_169	1196	1433	+	238	0	0	24	0	0
lncRNA_1414	Porites_evermani_scaffold_169	136578	136823	+	246	0	0	0	0	0
lncRNA_1415	Porites_evermani_scaffold_1690	86658	87552	+	895	3	2	4	0	41
lncRNA_1416	Porites_evermani_scaffold_1690	88529	89261	+	733	0	2	69	2	0
lncRNA_1417	Porites_evermani_scaffold_1690	83746	83956	+	211	0	0	32	0	0
lncRNA_1418	Porites_evermani_scaffold_1690	102720	103003	+	284	3	0	27	0	34
lncRNA_1419	Porites_evermani_scaffold_1691	92603	96741	+	4139	84	0	401	0	4
lncRNA_1420	Porites_evermani_scaffold_1691	28335	28646	+	312	2	0	28	0	0
lncRNA_1421	Porites_evermani_scaffold_1691	31099	31352	+	254	0	0	24	0	0
lncRNA_1422	Porites_evermani_scaffold_1691	34192	34507	+	316	0	0	28	0	0
lncRNA_1423	Porites_evermani_scaffold_1691	49560	50056	+	497	27	0	87	0	0
lncRNA_1424	Porites_evermani_scaffold_1691	78312	79032	+	721	6	0	80	2	33
lncRNA_1425	Porites_evermani_scaffold_1692	107732	109110	+	1379	38	0	2	0	0
lncRNA_1426	Porites_evermani_scaffold_1693	70095	83564	+	13470	47	37	102	37	52
lncRNA_1427	Porites_evermani_scaffold_1695	68653	73006	+	4354	1073	4	558	365	2257
lncRNA_1428	Porites_evermani_scaffold_1695	40108	41179	+	1072	30	5	106	1	42
lncRNA_1429	Porites_evermani_scaffold_1697	13734	14021	+	288	0	0	26	2	4
lncRNA_1430	Porites_evermani_scaffold_1699	58104	59097	+	994	57	20	28	108	252
lncRNA_1431	Porites_evermani_scaffold_1699	61413	62369	+	957	35970	36891	46298	33403	55933
lncRNA_1432	Porites_evermani_scaffold_1699	41846	42216	+	371	9	8	55	25	21
lncRNA_1433	Porites_evermani_scaffold_17	786112	786319	+	208	60	4	9	17	26
lncRNA_1434	Porites_evermani_scaffold_17	514467	514798	+	332	34	4	7	14	52
lncRNA_1435	Porites_evermani_scaffold_17	775559	775904	+	346	21	17	46	35	11
lncRNA_1436	Porites_evermani_scaffold_17	776224	776459	+	236	24	0	33	21	40
lncRNA_1437	Porites_evermani_scaffold_17	777583	778171	+	589	40	11	1	77	19
lncRNA_1438	Porites_evermani_scaffold_170	81298	81665	+	368	2183	565	1333	592	1633
lncRNA_1439	Porites_evermani_scaffold_170	7360	9515	+	2156	409	107	356	137	322
lncRNA_1440	Porites_evermani_scaffold_1700	8943	24809	+	15867	431	139	854	337	648
lncRNA_1441	Porites_evermani_scaffold_1700	5539	5774	+	236	41	10	40	49	10
lncRNA_1442	Porites_evermani_scaffold_1700	78310	78524	+	215	0	1	26	0	0
lncRNA_1443	Porites_evermani_scaffold_1701	789	1562	+	774	80	25	45	31	144
lncRNA_1444	Porites_evermani_scaffold_1701	45425	45931	+	507	112	38	124	72	97
lncRNA_1445	Porites_evermani_scaffold_1703	37598	37880	+	283	1	2	43	0	6
lncRNA_1446	Porites_evermani_scaffold_1704	107496	108597	+	1102	49	0	112	2	6
lncRNA_1447	Porites_evermani_scaffold_1705	100194	109491	+	9298	396	128	188	147	287
lncRNA_1448	Porites_evermani_scaffold_1706	79949	80268	+	320	2	0	33	0	0
lncRNA_1449	Porites_evermani_scaffold_1706	108010	109234	+	1225	17	0	2	168	0
lncRNA_1450	Porites_evermani_scaffold_1709	108705	109037	+	333	0	0	50	0	0
lncRNA_1451	Porites_evermani_scaffold_171	336739	337662	+	924	67	7	310	140	119
lncRNA_1452	Porites_evermani_scaffold_171	338249	338456	+	208	23	18	164	66	115
lncRNA_1453	Porites_evermani_scaffold_171	44503	58130	+	13628	12481	4674	1775	2147	8352
lncRNA_1454	Porites_evermani_scaffold_171	51445	58130	+	6686	0	0	0	0	0
lncRNA_1455	Porites_evermani_scaffold_171	112827	113888	+	1062	0	0	31	7	10
lncRNA_1456	Porites_evermani_scaffold_1711	102837	103392	+	556	26	5	21	4	38
lncRNA_1457	Porites_evermani_scaffold_1711	67371	67587	+	217	0	0	32	0	9
lncRNA_1458	Porites_evermani_scaffold_1714	100756	100963	+	208	8	5	24	10	16
lncRNA_1459	Porites_evermani_scaffold_1714	103704	104034	+	331	0	123	21	0	3
lncRNA_1460	Porites_evermani_scaffold_1717	56922	57340	+	419	23	0	0	11	115
lncRNA_1461	Porites_evermani_scaffold_1717	64087	64416	+	330	0	2	46	0	0
lncRNA_1462	Porites_evermani_scaffold_1719	2345	2686	+	342	25	33	18	17	33
lncRNA_1463	Porites_evermani_scaffold_172	145535	150307	+	4773	95	28	402	54	81
lncRNA_1464	Porites_evermani_scaffold_172	60033	60243	+	211	0	0	28	0	0
lncRNA_1465	Porites_evermani_scaffold_1723	58327	59144	+	818	26	0	54	40	48
lncRNA_1466	Porites_evermani_scaffold_1724	6828	8157	+	1330	2	2	60	4	77
lncRNA_1467	Porites_evermani_scaffold_1724	23190	23551	+	362	4	0	40	9	0
lncRNA_1468	Porites_evermani_scaffold_1724	23837	24113	+	277	0	0	52	0	0
lncRNA_1469	Porites_evermani_scaffold_1726	37292	38865	+	1574	0	0	0	0	0
lncRNA_1470	Porites_evermani_scaffold_1726	37292	43078	+	5787	1	3	11	4	1
lncRNA_1471	Porites_evermani_scaffold_1726	27784	28079	+	296	4	4	32	0	0
lncRNA_1472	Porites_evermani_scaffold_1729	11971	16076	+	4106	22	33	40	4	3
lncRNA_1473	Porites_evermani_scaffold_1729	59399	64251	+	4853	35	19	141	19	114
lncRNA_1474	Porites_evermani_scaffold_1729	90489	90791	+	303	0	1	38	0	2
lncRNA_1475	Porites_evermani_scaffold_173	129488	130897	+	1410	89	28	146	49	72
lncRNA_1476	Porites_evermani_scaffold_1730	99107	101300	+	2194	58	85	0	28	49
lncRNA_1477	Porites_evermani_scaffold_1730	11873	12189	+	317	0	2	54	0	0
lncRNA_1478	Porites_evermani_scaffold_1730	13209	13716	+	508	55	0	0	0	12
lncRNA_1479	Porites_evermani_scaffold_1730	49307	49517	+	211	0	0	26	2	0
lncRNA_1480	Porites_evermani_scaffold_1732	82480	85419	+	2940	85	30	171	58	65
lncRNA_1481	Porites_evermani_scaffold_1733	55246	59173	+	3928	74	30	102	28	196
lncRNA_1482	Porites_evermani_scaffold_1733	83237	84328	+	1092	0	0	5	0	0
lncRNA_1483	Porites_evermani_scaffold_1736	544	2361	+	1818	49	7	24	66	25
lncRNA_1484	Porites_evermani_scaffold_1739	106178	106436	+	259	71	12	393	60	137
lncRNA_1485	Porites_evermani_scaffold_174	285506	288461	+	2956	251	131	540	99	355
lncRNA_1486	Porites_evermani_scaffold_174	14641	14963	+	323	0	0	41	0	0
lncRNA_1487	Porites_evermani_scaffold_174	27829	28254	+	426	16	18	101	59	30
lncRNA_1488	Porites_evermani_scaffold_174	193540	194007	+	468	15	0	71	4	4
lncRNA_1489	Porites_evermani_scaffold_174	197293	197513	+	221	4	6	22	0	0
lncRNA_1490	Porites_evermani_scaffold_1740	762	1128	+	367	17	0	86	0	21
lncRNA_1491	Porites_evermani_scaffold_1740	3869	4086	+	218	25	0	36	0	33
lncRNA_1492	Porites_evermani_scaffold_1740	75701	75959	+	259	8	0	25	0	2
lncRNA_1493	Porites_evermani_scaffold_1740	77396	77798	+	403	2	0	50	0	4
lncRNA_1494	Porites_evermani_scaffold_1743	96776	98790	+	2015	265	235	348	83	405
lncRNA_1495	Porites_evermani_scaffold_1744	690	1591	+	902	118	19	311	141	86
lncRNA_1496	Porites_evermani_scaffold_1744	12065	12744	+	680	4	0	122	14	50
lncRNA_1497	Porites_evermani_scaffold_1745	15605	15972	+	368	112	33	274	73	174
lncRNA_1498	Porites_evermani_scaffold_1746	70070	70713	+	644	99	98	85	2	21
lncRNA_1499	Porites_evermani_scaffold_1747	67371	67601	+	231	0	0	26	2	0
lncRNA_1500	Porites_evermani_scaffold_1747	91993	93763	+	1771	6313	4316	13400	46	7576
lncRNA_1501	Porites_evermani_scaffold_1747	64134	64419	+	286	197	432	13	104	176
lncRNA_1502	Porites_evermani_scaffold_1749	26	251	+	226	2	4	0	0	23
lncRNA_1503	Porites_evermani_scaffold_1749	74258	74569	+	312	0	2	47	0	0
lncRNA_1504	Porites_evermani_scaffold_1749	89379	89583	+	205	0	0	24	0	0
lncRNA_1505	Porites_evermani_scaffold_175	6416	8101	+	1686	2	0	22	21	56
lncRNA_1506	Porites_evermani_scaffold_175	12681	18010	+	5330	0	0	0	0	0
lncRNA_1507	Porites_evermani_scaffold_175	12681	20286	+	7606	9	0	0	2	6
lncRNA_1508	Porites_evermani_scaffold_175	24735	28077	+	3343	0	0	0	0	1
lncRNA_1509	Porites_evermani_scaffold_175	24740	28077	+	3338	0	0	0	0	0
lncRNA_1510	Porites_evermani_scaffold_175	159016	160387	+	1372	76	19	395	231	179
lncRNA_1511	Porites_evermani_scaffold_175	167519	169977	+	2459	0	0	66	10	22
lncRNA_1512	Porites_evermani_scaffold_175	23379	23732	+	354	59	111	121	72	125
lncRNA_1513	Porites_evermani_scaffold_175	194595	194921	+	327	18	2	30	0	31
lncRNA_1514	Porites_evermani_scaffold_1750	98667	102889	+	4223	583	179	303	218	518
lncRNA_1515	Porites_evermani_scaffold_1750	103957	104300	+	344	6	10	42	2	5
lncRNA_1516	Porites_evermani_scaffold_1751	105397	106711	+	1315	289	38	2	0	206
lncRNA_1517	Porites_evermani_scaffold_1752	29104	31772	+	2669	256	62	288	37	263
lncRNA_1518	Porites_evermani_scaffold_1752	31167	31772	+	606	0	0	0	0	0
lncRNA_1519	Porites_evermani_scaffold_1752	31201	31772	+	572	0	0	0	0	0
lncRNA_1520	Porites_evermani_scaffold_1752	29095	30692	+	1598	0	0	0	0	0
lncRNA_1521	Porites_evermani_scaffold_1752	29115	30101	+	987	0	0	0	0	0
lncRNA_1522	Porites_evermani_scaffold_1752	54790	55318	+	529	12	0	58	6	0
lncRNA_1523	Porites_evermani_scaffold_1752	76291	76504	+	214	12	0	30	3	0
lncRNA_1524	Porites_evermani_scaffold_1752	100952	101209	+	258	0	0	29	0	0
lncRNA_1525	Porites_evermani_scaffold_1754	8001	20243	+	12243	234	193	683	645	854
lncRNA_1526	Porites_evermani_scaffold_1754	48701	49127	+	427	0	5	44	0	0
lncRNA_1527	Porites_evermani_scaffold_1757	3766	11041	+	7276	4	0	34	2	0
lncRNA_1528	Porites_evermani_scaffold_1757	88411	89689	+	1279	50	8	75	9	123
lncRNA_1529	Porites_evermani_scaffold_176	321749	326379	+	4631	3	31	54	0	10
lncRNA_1530	Porites_evermani_scaffold_176	326713	326960	+	248	0	0	32	0	0
lncRNA_1531	Porites_evermani_scaffold_176	370926	371223	+	298	0	0	58	6	0
lncRNA_1532	Porites_evermani_scaffold_1760	43665	46961	+	3297	4414	771	3039	1171	4563
lncRNA_1533	Porites_evermani_scaffold_1760	83864	89860	+	5997	385	116	309	160	445
lncRNA_1534	Porites_evermani_scaffold_1760	92341	97040	+	4700	79	45	342	54	164
lncRNA_1535	Porites_evermani_scaffold_1762	97138	100239	+	3102	234	50	138	146	352
lncRNA_1536	Porites_evermani_scaffold_1762	60285	60592	+	308	1	7	0	0	0
lncRNA_1537	Porites_evermani_scaffold_1762	83325	83530	+	206	0	0	38	0	6
lncRNA_1538	Porites_evermani_scaffold_1762	85597	85862	+	266	159	1	9	1	147
lncRNA_1539	Porites_evermani_scaffold_1762	86139	87702	+	1564	1870	14	26	569	4491
lncRNA_1540	Porites_evermani_scaffold_1762	87998	89691	+	1694	2501	31	19	269	4071
lncRNA_1541	Porites_evermani_scaffold_1762	93010	93843	+	834	1102	5	4	151	1530
lncRNA_1542	Porites_evermani_scaffold_1762	94930	95157	+	228	369	0	0	50	377
lncRNA_1543	Porites_evermani_scaffold_1763	109	2991	+	2883	106	19	570	155	178
lncRNA_1544	Porites_evermani_scaffold_1764	4808	8277	+	3470	51	19	53	28	55
lncRNA_1545	Porites_evermani_scaffold_1764	2587	2939	+	353	0	0	61	0	3
lncRNA_1546	Porites_evermani_scaffold_1764	3235	3911	+	677	165	53	462	165	286
lncRNA_1547	Porites_evermani_scaffold_1764	50022	50368	+	347	0	0	102	0	0
lncRNA_1548	Porites_evermani_scaffold_1764	91635	91854	+	220	0	0	31	0	0
lncRNA_1549	Porites_evermani_scaffold_1764	92658	92876	+	219	0	0	0	0	32
lncRNA_1550	Porites_evermani_scaffold_1764	99033	99349	+	317	0	0	30	0	30
lncRNA_1551	Porites_evermani_scaffold_1765	7979	8291	+	313	218	73	399	116	234
lncRNA_1552	Porites_evermani_scaffold_1765	96780	97059	+	280	0	0	54	0	0
lncRNA_1553	Porites_evermani_scaffold_1766	97484	97853	+	370	45	20	9	6	34
lncRNA_1554	Porites_evermani_scaffold_1767	77998	78697	+	700	13	6	73	6	10
lncRNA_1555	Porites_evermani_scaffold_1767	14140	14420	+	281	0	0	32	0	0
lncRNA_1556	Porites_evermani_scaffold_1767	36492	36742	+	251	6	2	44	10	0
lncRNA_1557	Porites_evermani_scaffold_1768	67632	67863	+	232	47	14	14	22	56
lncRNA_1558	Porites_evermani_scaffold_177	75389	79727	+	4339	435	10	164	96	733
lncRNA_1559	Porites_evermani_scaffold_177	1	4826	+	4826	98	92	137	37	79
lncRNA_1560	Porites_evermani_scaffold_177	251129	251365	+	237	6	0	35	0	0
lncRNA_1561	Porites_evermani_scaffold_1771	57505	59449	+	1945	735	331	1003	416	863
lncRNA_1562	Porites_evermani_scaffold_1771	97811	98245	+	435	34	10	72	36	48
lncRNA_1563	Porites_evermani_scaffold_1773	5498	11493	+	5996	0	0	55	10	10
lncRNA_1564	Porites_evermani_scaffold_1775	1563	1798	+	236	10	0	35	1	9
lncRNA_1565	Porites_evermani_scaffold_1775	99860	101295	+	1436	7	0	76	20	20
lncRNA_1566	Porites_evermani_scaffold_1775	11705	12098	+	394	7	0	55	0	1
lncRNA_1567	Porites_evermani_scaffold_1775	54318	55317	+	1000	15	2	0	3	9
lncRNA_1568	Porites_evermani_scaffold_1775	54610	55317	+	708	0	0	0	0	0
lncRNA_1569	Porites_evermani_scaffold_1777	97259	97604	+	346	126	0	34	18	117
lncRNA_1570	Porites_evermani_scaffold_1779	53390	54639	+	1250	72	2	118	30	33
lncRNA_1571	Porites_evermani_scaffold_1779	97378	97723	+	346	0	0	36	0	0
lncRNA_1572	Porites_evermani_scaffold_1779	86	5025	+	4940	188	87	326	133	259
lncRNA_1573	Porites_evermani_scaffold_1779	54958	59172	+	4215	33	28	28	40	78
lncRNA_1574	Porites_evermani_scaffold_1779	78067	78273	+	207	0	0	26	0	0
lncRNA_1575	Porites_evermani_scaffold_178	78557	78802	+	246	0	0	37	0	5
lncRNA_1576	Porites_evermani_scaffold_1780	1183	1475	+	293	4	0	32	4	45
lncRNA_1577	Porites_evermani_scaffold_1780	41369	41672	+	304	0	0	32	0	0
lncRNA_1578	Porites_evermani_scaffold_1783	35013	37180	+	2168	20	20	121	8	35
lncRNA_1579	Porites_evermani_scaffold_1784	61584	61833	+	250	2	0	28	6	0
lncRNA_1580	Porites_evermani_scaffold_1784	63152	63395	+	244	0	0	30	0	0
lncRNA_1581	Porites_evermani_scaffold_1785	58509	60677	+	2169	10	451	42	1	17
lncRNA_1582	Porites_evermani_scaffold_1786	83481	84326	+	846	16	2	194	60	52
lncRNA_1583	Porites_evermani_scaffold_1786	86685	87351	+	667	22	8	63	15	23
lncRNA_1584	Porites_evermani_scaffold_1787	45465	45731	+	267	6	0	40	11	2
lncRNA_1585	Porites_evermani_scaffold_1787	59033	59259	+	227	10	6	30	0	12
lncRNA_1586	Porites_evermani_scaffold_1787	63208	63410	+	203	2	2	28	6	8
lncRNA_1587	Porites_evermani_scaffold_1789	1228	1729	+	502	8	18	0	0	34
lncRNA_1588	Porites_evermani_scaffold_1789	53638	53862	+	225	0	0	0	0	29
lncRNA_1589	Porites_evermani_scaffold_179	230283	230498	+	216	9	0	0	15	3
lncRNA_1590	Porites_evermani_scaffold_179	300900	301156	+	257	0	0	28	2	0
lncRNA_1591	Porites_evermani_scaffold_1790	70820	74226	+	3407	33	20	107	32	11
lncRNA_1592	Porites_evermani_scaffold_1793	2600	5328	+	2729	4	0	75	12	2
lncRNA_1593	Porites_evermani_scaffold_1793	72289	72585	+	297	14	8	50	7	25
lncRNA_1594	Porites_evermani_scaffold_1793	76673	77383	+	711	12	16	0	9	95
lncRNA_1595	Porites_evermani_scaffold_1793	86210	86769	+	560	8	20	68	2	29
lncRNA_1596	Porites_evermani_scaffold_1793	88901	89213	+	313	0	0	39	0	0
lncRNA_1597	Porites_evermani_scaffold_1793	95702	96092	+	391	0	4	8	0	3
lncRNA_1598	Porites_evermani_scaffold_1796	13674	22920	+	9247	10385	3262	11545	7222	11587
lncRNA_1599	Porites_evermani_scaffold_1798	6202	7669	+	1468	10	24	138	21	19
lncRNA_1600	Porites_evermani_scaffold_1798	23526	23739	+	214	0	0	1	0	21
lncRNA_1601	Porites_evermani_scaffold_1799	1	2616	+	2616	609	730	291	316	631
lncRNA_1602	Porites_evermani_scaffold_1799	34377	37432	+	3056	1123	2	10	1286	1240
lncRNA_1603	Porites_evermani_scaffold_18	22570	23006	+	437	20	2	0	12	15
lncRNA_1604	Porites_evermani_scaffold_18	42977	51068	+	8092	8048	506	65	24	11117
lncRNA_1605	Porites_evermani_scaffold_18	194279	194711	+	433	32	11	105	6	27
lncRNA_1606	Porites_evermani_scaffold_18	290220	294283	+	4064	484	199	4171	194	431
lncRNA_1607	Porites_evermani_scaffold_18	833718	837653	+	3936	7	2	59	1	20
lncRNA_1608	Porites_evermani_scaffold_18	505900	506357	+	458	37	25	24	83	58
lncRNA_1609	Porites_evermani_scaffold_18	294538	295518	+	981	29	0	236	7	28
lncRNA_1610	Porites_evermani_scaffold_18	523349	523554	+	206	2	0	28	8	1
lncRNA_1611	Porites_evermani_scaffold_18	830585	830820	+	236	0	11	48	0	0
