Coords	Name	MIRNA	sRNA-ACR-140-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-178-S1-TP2-fastp-adapters-polyG-31bp-merged
NC_058070.1:16409633-16410061	Cluster_4476	N	120	16	64	10	50
NC_058070.1:16410492-16410900	Cluster_4477	N	50	35	43	5	9
NC_058070.1:16410913-16411342	Cluster_4478	N	451	38	461	3	17
NC_058070.1:16411784-16412198	Cluster_4479	N	50	23	39	14	25
NC_058070.1:16412716-16413186	Cluster_4480	N	43	254	22	66	5
NC_058070.1:16414144-16415380	Cluster_4481	N	677	786	831	1189	72
NC_058070.1:16416148-16416655	Cluster_4482	N	57	0	5	260	0
NC_058070.1:16419432-16420246	Cluster_4483	N	738	166	573	236	2186
NC_058070.1:16425357-16426277	Cluster_4484	N	898	47	405	13	6
NC_058070.1:16445170-16445662	Cluster_4485	N	15	277	21	136	81
NC_058070.1:16447600-16448027	Cluster_4486	N	16	65	39	31	4
NC_058070.1:16453720-16454149	Cluster_4487	N	98	56	382	33	126
NC_058070.1:16457280-16458081	Cluster_4488	N	149	120	142	46	83
NC_058070.1:16461718-16462631	Cluster_4489	N	118	227	154	5	13
NC_058070.1:16463847-16464271	Cluster_4490	N	22	35	5	8	60
NC_058070.1:16464923-16465352	Cluster_4491	N	265	10	5	12	5
NC_058070.1:16466216-16466625	Cluster_4492	N	31	31	20	9	52
NC_058070.1:16466846-16467274	Cluster_4493	N	33	76	1	79	1
NC_058070.1:16479273-16479807	Cluster_4494	N	14	75	1053	210	1
NC_058070.1:16490139-16490895	Cluster_4495	N	38	437	50	15	1
NC_058070.1:16498863-16499488	Cluster_4496	N	7	0	312	7	1273
NC_058070.1:16508295-16508713	Cluster_4497	N	20	1	30	63	362
NC_058070.1:16536527-16538084	Cluster_4498	N	2225	289	876	340	164
NC_058070.1:16538412-16538824	Cluster_4499	N	32	11	28	49	34
NC_058070.1:16542259-16542688	Cluster_4500	N	12	0	99	70	214
NC_058070.1:16543370-16543797	Cluster_4501	N	10	7	10	150	1
NC_058070.1:16549026-16549452	Cluster_4502	N	46	15	60	57	16
NC_058070.1:16550823-16551338	Cluster_4503	N	2	2	5	350	3
NC_058070.1:16559996-16560503	Cluster_4504	N	122	25	31	26	181
NC_058070.1:16573924-16574452	Cluster_4505	N	133	270	3	0	20
NC_058070.1:16579457-16579879	Cluster_4506	N	123	14	17	2	48
NC_058070.1:16604270-16604684	Cluster_4507	N	21	114	66	2	2
NC_058070.1:16604993-16605419	Cluster_4508	N	10	89	19	1	1
NC_058070.1:16606612-16607329	Cluster_4509	N	834	1855	1307	8	2
NC_058070.1:16607451-16607853	Cluster_4510	N	38	98	29	0	0
NC_058070.1:16633226-16633652	Cluster_4511	N	27	23	79	22	10
NC_058070.1:16639210-16639638	Cluster_4512	N	0	0	0	211	0
NC_058070.1:16733835-16734369	Cluster_4513	N	134	167	75	51	200
NC_058070.1:16769804-16770245	Cluster_4514	N	281	1079	100	166	60
NC_058070.1:16896460-16896889	Cluster_4515	N	124	41	2	118	141
NC_058070.1:16898636-16899064	Cluster_4516	N	1	153	0	4	0
NC_058070.1:16931253-16931681	Cluster_4517	N	0	1	780	0	1
NC_058070.1:16938630-16939889	Cluster_4518	N	1524	3	61	1	1
NC_058070.1:16978572-16979073	Cluster_4519	N	0	1	265	18	4
NC_058070.1:16980672-16981098	Cluster_4520	N	8	11	5	97	1
NC_058070.1:17049251-17049818	Cluster_4521	N	655	334	719	69	2
NC_058070.1:17061201-17061692	Cluster_4522	N	52	81	314	417	326
NC_058070.1:17064618-17065045	Cluster_4523	N	106	131	4	11	60
NC_058070.1:17065333-17065760	Cluster_4524	N	62	155	13	35	20
NC_058070.1:17066741-17067167	Cluster_4525	N	63	69	27	48	54
NC_058070.1:17067477-17067907	Cluster_4526	N	1	265	90	102	475
NC_058070.1:17070545-17070976	Cluster_4527	N	136	63	213	160	21
NC_058070.1:17188274-17188844	Cluster_4528	N	4281	1190	1397	625	176
NC_058070.1:17223148-17223596	Cluster_4529	N	0	223	664	3	0
NC_058070.1:17251020-17251449	Cluster_4530	N	5	52	93	6	6
NC_058070.1:17258032-17258461	Cluster_4531	N	5	22	27	8	93
NC_058070.1:17278716-17279129	Cluster_4532	N	55	36	50	8	11
NC_058070.1:17353380-17353809	Cluster_4533	N	0	97	0	0	48
NC_058070.1:17693545-17693968	Cluster_4534	N	243	1	3	11	0
NC_058070.1:17775390-17775804	Cluster_4535	N	121	94	5	14	61
NC_058070.1:17775869-17776340	Cluster_4536	N	176	247	58	9	59
NC_058070.1:17798717-17799146	Cluster_4537	N	0	0	0	138	0
NC_058070.1:17805199-17805626	Cluster_4538	N	148	93	12	9	0
NC_058070.1:17871319-17871748	Cluster_4539	N	88	0	205	145	0
NC_058070.1:17876168-17876595	Cluster_4540	N	79	2	0	28	0
NC_058070.1:17903753-17904332	Cluster_4541	N	388	504	13	674	1283
NC_058070.1:17905026-17905457	Cluster_4542	N	106	0	7	891	13
NC_058070.1:17935884-17936312	Cluster_4543	N	163	0	0	1	0
NC_058070.1:17937184-17937803	Cluster_4544	N	4	85	12	204	60
NC_058070.1:18052368-18052916	Cluster_4545	N	130	1	1	2	132
NC_058070.1:18054496-18054946	Cluster_4546	N	0	27	1218	99	823
NC_058070.1:18057094-18057511	Cluster_4547	N	3	0	2	206	0
NC_058070.1:18120435-18120849	Cluster_4548	N	18	43	43	15	9
NC_058070.1:18168770-18170174	Cluster_4549	N	15	4	336	92	283
NC_058070.1:18174485-18175024	Cluster_4550	N	16	280	13	9	12
NC_058070.1:18175134-18175563	Cluster_4551	N	1	376	9	1	3
NC_058070.1:18186391-18187068	Cluster_4552	N	601	6	57	201	426
NC_058070.1:18187825-18188257	Cluster_4553	N	77	2	19	23	163
NC_058070.1:18189009-18189458	Cluster_4554	N	339	1	97	167	252
NC_058070.1:18365638-18366068	Cluster_4555	N	25	68	42	49	102
NC_058070.1:18381018-18381445	Cluster_4556	N	0	115	2	2	9
NC_058070.1:18383413-18383840	Cluster_4557	N	24	110	3	5	17
NC_058070.1:18383982-18384383	Cluster_4558	N	25	145	0	0	0
NC_058070.1:18385077-18385505	Cluster_4559	N	6	178	5	9	27
NC_058070.1:18385819-18386250	Cluster_4560	N	0	1720	40	0	59
NC_058070.1:18405340-18405769	Cluster_4561	N	11	0	187	10	3
NC_058070.1:18465876-18466348	Cluster_4562	N	199	312	67	70	187
NC_058070.1:18470009-18470438	Cluster_4563	N	382	23	25	15	6
NC_058070.1:18473767-18474188	Cluster_4564	N	66	38	32	24	61
NC_058070.1:18475378-18475847	Cluster_4565	N	508	259	2481	243	313
NC_058070.1:18475918-18476347	Cluster_4566	N	136	105	92	35	13
NC_058070.1:18476671-18477121	Cluster_4567	N	189	21	44	8	9
NC_058070.1:18486440-18487759	Cluster_4568	N	2767	140	149	59	10
NC_058070.1:18492465-18492893	Cluster_4569	N	829	78	221	31	108
NC_058070.1:18498985-18499467	Cluster_4570	N	11	680	23	6	40
NC_058070.1:18500002-18500437	Cluster_4571	N	11	593	4	9	12
NC_058070.1:18502891-18503544	Cluster_4572	N	77	517	109	29	39
NC_058070.1:18503606-18504620	Cluster_4573	N	291	1090	649	250	276
NC_058070.1:18504952-18505516	Cluster_4574	N	130	288	62	52	42
NC_058070.1:18505613-18506353	Cluster_4575	N	705	3768	9315	34	50
NC_058070.1:18506678-18507106	Cluster_4576	N	60	65	0	34	75
NC_058070.1:18507445-18507873	Cluster_4577	N	41	39	0	42	104
NC_058070.1:18514902-18515462	Cluster_4578	N	766	37	3	2	58
NC_058070.1:18536695-18537133	Cluster_4579	N	82	98	61	58	32
NC_058070.1:18537712-18538135	Cluster_4580	N	80	30	39	18	28
NC_058070.1:18560068-18560489	Cluster_4581	N	69	23	18	1	0
NC_058070.1:18605811-18606237	Cluster_4582	N	51	104	25	32	0
NC_058070.1:18616314-18616864	Cluster_4583	N	85	17	187	13	162
NC_058070.1:18617902-18618587	Cluster_4584	N	417	9	2806	48	3084
NC_058070.1:18633622-18634050	Cluster_4585	N	7	10	144	23	0
NC_058070.1:18783899-18784583	Cluster_4586	N	22	3	167	67	57
NC_058070.1:18788367-18788795	Cluster_4587	N	146	0	4	0	2
NC_058070.1:18807212-18807639	Cluster_4588	N	74	75	0	0	161
NC_058070.1:18914966-18915394	Cluster_4589	N	144	5	30	3	0
NC_058070.1:18928584-18929013	Cluster_4590	N	90	127	1	7	122
NC_058070.1:18930219-18930646	Cluster_4591	N	21	32	11	151	1
NC_058070.1:19017391-19017978	Cluster_4592	N	21	146	2556	1	5
NC_058070.1:19068150-19068570	Cluster_4593	N	15	0	157	2	2
NC_058070.1:19126305-19126726	Cluster_4594	N	15	46	21	13	1
NC_058070.1:19126990-19127394	Cluster_4595	N	13	41	31	19	8
NC_058070.1:19151318-19151744	Cluster_4596	N	0	0	0	2	89
NC_058070.1:19349217-19349644	Cluster_4597	N	6	36	4	62	0
NC_058070.1:19375317-19375747	Cluster_4598	N	12	174	1	16	0
NC_058070.1:19398989-19399470	Cluster_4599	N	5687	10275	12921	8658	13329
NC_058070.1:19442949-19443389	Cluster_4600	N	3945	5	3	1	4
NC_058070.1:19464032-19464457	Cluster_4601	N	0	176	3	8	8
NC_058070.1:19470908-19471333	Cluster_4602	N	23	87	11	1	10
NC_058070.1:19497869-19498299	Cluster_4603	N	435	0	9	0	2
NC_058070.1:19513933-19514385	Cluster_4604	N	2	307	105	0	0
NC_058070.1:19521942-19522346	Cluster_4605	N	0	33	0	20	55
NC_058070.1:19589147-19589580	Cluster_4606	N	118	147	172	19	28
NC_058070.1:19592356-19592795	Cluster_4607	N	5	2541	2	0	2
NC_058070.1:19879142-19879572	Cluster_4608	N	1	10	2	317	1
NC_058070.1:19890267-19890677	Cluster_4609	N	8	0	99	5	48
NC_058070.1:19895890-19896299	Cluster_4610	N	1	46	0	37	11
NC_058070.1:19900090-19900494	Cluster_4611	N	89	0	0	1	1
NC_058070.1:19950508-19950962	Cluster_4612	N	1273	1163	545	644	1146
NC_058070.1:19956977-19957511	Cluster_4613	N	153	184	364	103	293
NC_058070.1:19999011-19999423	Cluster_4614	N	28	0	62	10	0
NC_058070.1:20007327-20007756	Cluster_4615	N	26	107	8	240	0
NC_058070.1:20013986-20014435	Cluster_4616	N	30	889	16	154	961
NC_058070.1:20095635-20096063	Cluster_4617	N	0	6	169	3	0
NC_058070.1:20108411-20109110	Cluster_4618	N	4067	7348	3431	2716	3034
NC_058070.1:20144871-20146249	Cluster_4619	N	1019	29	489	244	14
NC_058070.1:20146498-20146919	Cluster_4620	N	62	1	44	57	3
NC_058070.1:20147299-20150127	Cluster_4621	N	2343	208	1359	978	65
NC_058070.1:20261463-20261908	Cluster_4622	N	522	623	0	337	0
NC_058070.1:20262578-20263006	Cluster_4623	N	147	26	1	28	0
NC_058070.1:20304411-20304912	Cluster_4624	N	80	462	22	7	87
NC_058070.1:20363664-20364091	Cluster_4625	N	8	79	5	34	2
NC_058070.1:20368224-20368653	Cluster_4626	N	0	0	297	0	0
NC_058070.1:20376024-20376532	Cluster_4627	N	3269	4105	406	3249	2217
NC_058070.1:20377414-20377887	Cluster_4628	N	213	148	4	203	104
NC_058070.1:20379582-20380011	Cluster_4629	N	20	89	6	11	110
NC_058070.1:20500580-20500999	Cluster_4630	N	29	37	60	30	59
NC_058070.1:20792018-20792621	Cluster_4631	N	115	630	617	132	30
NC_058070.1:20799100-20799539	Cluster_4632	N	113	152	45	44	29
NC_058070.1:20800810-20801234	Cluster_4633	N	32	82	0	0	42
NC_058070.1:20821897-20822324	Cluster_4634	N	1	0	0	1	101
NC_058070.1:20933104-20933701	Cluster_4635	N	47	228	3	0	1
NC_058070.1:20964350-20964770	Cluster_4636	N	12	44	28	106	44
NC_058070.1:21054565-21054992	Cluster_4637	N	231	152	1	79	2
NC_058070.1:21056367-21056915	Cluster_4638	N	398	568	146	223	411
NC_058070.1:21057406-21058395	Cluster_4639	N	604	693	283	577	390
NC_058070.1:21140217-21140691	Cluster_4640	N	231	611	456	282	525
NC_058070.1:21164433-21164862	Cluster_4641	N	0	31	9	24	80
NC_058070.1:21165322-21165750	Cluster_4642	N	1	278	0	4	3
NC_058070.1:21166154-21166773	Cluster_4643	N	209	440	372	595	620
NC_058070.1:21179869-21180298	Cluster_4644	N	40	22	0	134	6
NC_058070.1:21199826-21200254	Cluster_4645	N	7	49	0	40	0
NC_058070.1:21213718-21214134	Cluster_4646	N	8	79	0	47	0
NC_058070.1:21215275-21215703	Cluster_4647	N	4	1	2	230	9
NC_058070.1:21221878-21222305	Cluster_4648	N	4	1	6	43	118
NC_058070.1:21231924-21232970	Cluster_4649	N	107	184	1042	1324	169
NC_058070.1:21233201-21234049	Cluster_4650	N	348	252	845	1103	334
NC_058070.1:21234057-21235954	Cluster_4651	N	701	1177	1725	6186	1809
NC_058070.1:21241034-21241460	Cluster_4652	N	0	0	0	0	147
NC_058070.1:21259717-21260861	Cluster_4653	N	81	60	189	425	133
NC_058070.1:21261128-21261876	Cluster_4654	N	31	143	76	15	54
NC_058070.1:21261990-21262635	Cluster_4655	N	461	23	75	114	62
NC_058070.1:21287358-21288505	Cluster_4656	N	0	1353	1361	613	838
NC_058070.1:21295328-21295757	Cluster_4657	N	0	0	202	51	3
NC_058070.1:21295941-21296370	Cluster_4658	N	59	8	131	19	54
NC_058070.1:21297677-21298355	Cluster_4659	N	89	126	1136	70	108
NC_058070.1:21303388-21303796	Cluster_4660	N	34	43	48	8	32
NC_058070.1:21303870-21304321	Cluster_4661	N	27	36	755	1021	1
NC_058070.1:21307542-21308354	Cluster_4662	N	1	135	3	0	1043
NC_058070.1:21308459-21308954	Cluster_4663	N	217	18	42	544	5
NC_058070.1:21350739-21351228	Cluster_4664	N	12	502	3	8	0
NC_058070.1:21351240-21351752	Cluster_4665	N	142	373	7	38	1
NC_058070.1:21352311-21352746	Cluster_4666	N	134	164	7	127	0
NC_058070.1:21352905-21353528	Cluster_4667	N	329	1183	0	294	2
NC_058070.1:21353735-21354719	Cluster_4668	N	1368	555	902	1060	1052
NC_058070.1:21417674-21418093	Cluster_4669	N	76	186	297	34	262
NC_058070.1:21422068-21422737	Cluster_4670	N	43	81	7	34	56
NC_058070.1:21452427-21452857	Cluster_4671	N	502	95	31	117	25
NC_058070.1:21487297-21487762	Cluster_4672	N	84	98	109	117	94
NC_058070.1:21531714-21532140	Cluster_4673	N	7	25	69	22	14
NC_058070.1:21535207-21535808	Cluster_4674	N	385	118	308	175	257
NC_058070.1:21536816-21537219	Cluster_4675	N	3	56	0	3	61
NC_058070.1:21590181-21590610	Cluster_4676	N	78	171	86	114	63
NC_058070.1:21732928-21733853	Cluster_4677	N	328	20	330	238	286
NC_058070.1:21765071-21765479	Cluster_4678	N	66	0	21	27	0
NC_058070.1:21765512-21766482	Cluster_4679	N	214	1	356	69	27
NC_058070.1:21879476-21879918	Cluster_4680	N	374	78	28	39	136
NC_058070.1:22012883-22013311	Cluster_4681	N	760	1	2	1	1685
NC_058070.1:22022494-22022921	Cluster_4682	N	0	121	3	0	1
NC_058070.1:22037696-22038125	Cluster_4683	N	25	0	146	68	23
NC_058070.1:22038274-22038695	Cluster_4684	N	47	13	70	36	3
NC_058070.1:22044534-22044960	Cluster_4685	N	12	4	25	94	4
NC_058070.1:22053816-22054242	Cluster_4686	N	0	43	0	92	0
NC_058070.1:22129338-22129766	Cluster_4687	N	84	17	76	0	7
NC_058070.1:22130059-22131566	Cluster_4688	N	155	452	645	575	778
NC_058070.1:22261140-22261568	Cluster_4689	N	0	59	6	208	0
NC_058070.1:22347006-22347432	Cluster_4690	N	68	90	30	20	14
NC_058070.1:22354481-22354903	Cluster_4691	N	36	2	173	5	11
NC_058070.1:22366665-22367093	Cluster_4692	N	65	69	77	206	10
NC_058070.1:22368673-22369333	Cluster_4693	N	1387	2	0	24	602
NC_058070.1:22369482-22371099	Cluster_4694	N	1510	4	5	36	752
NC_058070.1:22371308-22372265	Cluster_4695	N	738	8	6	29	259
NC_058070.1:22403878-22404308	Cluster_4696	N	18	6	7	15	45
NC_058070.1:22477846-22478275	Cluster_4697	N	0	247	1	2	2
NC_058070.1:22532164-22532921	Cluster_4698	N	55	19	172	33	36
NC_058070.1:22535103-22535785	Cluster_4699	N	127	1	575	20	263
NC_058070.1:22677214-22677643	Cluster_4700	N	0	1	0	0	388
NC_058070.1:22679125-22679709	Cluster_4701	N	852	485	473	0	3
NC_058070.1:22682395-22683227	Cluster_4702	N	334	101	560	938	169
NC_058070.1:22683358-22683881	Cluster_4703	N	128	121	102	105	49
NC_058070.1:22684174-22685062	Cluster_4704	N	439	173	598	1163	889
NC_058070.1:22685546-22685977	Cluster_4705	N	122	116	123	231	352
NC_058070.1:22690993-22691626	Cluster_4706	N	7	136	111	7	52
NC_058070.1:22691712-22692134	Cluster_4707	N	17	175	36	7	12
NC_058070.1:22703463-22703891	Cluster_4708	N	6	103	1	2	49
NC_058070.1:22707706-22708135	Cluster_4709	N	0	0	0	0	545
NC_058070.1:22709324-22709753	Cluster_4710	N	0	0	0	0	577
NC_058070.1:22713362-22713791	Cluster_4711	N	1	22	0	27	217
NC_058070.1:22743019-22743448	Cluster_4712	N	31	1	167	32	1
NC_058070.1:22768495-22768921	Cluster_4713	N	5	2	1	0	301
NC_058070.1:22794018-22794439	Cluster_4714	N	47	14	33	17	0
NC_058070.1:22826838-22827258	Cluster_4715	N	0	0	2907	1	0
NC_058070.1:22878434-22878863	Cluster_4716	N	16	107	116	38	17
NC_058070.1:22879123-22879558	Cluster_4717	N	91	66	568	641	38
NC_058070.1:22879774-22880706	Cluster_4718	N	5103	10596	93	56	8170
NC_058070.1:22928485-22928912	Cluster_4719	N	8	118	3	2	28
NC_058070.1:22929436-22929850	Cluster_4720	N	14	126	21	7	3
NC_058070.1:22930451-22930875	Cluster_4721	N	43	170	10	4	35
NC_058070.1:22930979-22931647	Cluster_4722	N	30	256	14	5	28
NC_058070.1:23050499-23050927	Cluster_4723	N	1	207	1	3	137
NC_058070.1:23079687-23080110	Cluster_4724	N	1	66	35	21	89
NC_058070.1:23088290-23088701	Cluster_4725	N	34	11	72	8	41
NC_058070.1:23095842-23096300	Cluster_4726	N	268	7	5	10	46
NC_058070.1:23096575-23097261	Cluster_4727	N	152	22	2813	46	144
NC_058070.1:23108327-23108839	Cluster_4728	N	182	53	110	83	142
NC_058070.1:23124750-23125809	Cluster_4729	N	424	1648	820	189	108
NC_058070.1:23126414-23126844	Cluster_4730	N	13	302	106	47	29
NC_058070.1:23126968-23127833	Cluster_4731	N	193	459	153	25	76
NC_058070.1:23132467-23132896	Cluster_4732	N	3	19	21	2	106
NC_058070.1:23135373-23136202	Cluster_4733	N	321	182	90	82	519
NC_058070.1:23262617-23263045	Cluster_4734	N	1	0	7	2	305
NC_058070.1:23281778-23282197	Cluster_4735	N	1	0	0	41	52
NC_058070.1:23287453-23287881	Cluster_4736	N	2	6	205	9	0
NC_058070.1:23392586-23393494	Cluster_4737	N	56	273	64	376	115
NC_058070.1:23405302-23405729	Cluster_4738	N	2	141	2	4	71
NC_058070.1:23602289-23602707	Cluster_4739	N	58	10	121	14	2
NC_058070.1:23604492-23604920	Cluster_4740	N	62	45	53	21	51
NC_058070.1:23606113-23607420	Cluster_4741	N	3836	8167	3006	5364	4461
NC_058070.1:23716335-23716762	Cluster_4742	N	2	55	3	25	35
NC_058070.1:23753010-23753484	Cluster_4743	N	0	0	452	0	0
NC_058070.1:23758599-23759019	Cluster_4744	N	21	30	20	37	27
NC_058070.1:23773583-23774012	Cluster_4745	N	20	6	87	18	12
NC_058070.1:23774490-23775072	Cluster_4746	N	244	91	1150	149	194
NC_058070.1:23775246-23776047	Cluster_4747	N	402	48	1397	457	22
NC_058070.1:23852873-23853290	Cluster_4748	N	78	22	30	30	28
NC_058070.1:23883556-23884169	Cluster_4749	N	55	0	0	330	0
NC_058070.1:23893695-23895537	Cluster_4750	N	7	5911	30	1166	27
NC_058070.1:23896242-23896661	Cluster_4751	N	2	139	0	0	0
NC_058070.1:23896746-23897155	Cluster_4752	N	1	166	0	9	0
NC_058070.1:23948414-23948998	Cluster_4753	N	0	241	0	3	0
NC_058070.1:23956029-23956451	Cluster_4754	N	0	126	0	6	0
NC_058070.1:23985807-23986240	Cluster_4755	N	1838	1922	3449	1388	2204
NC_058070.1:24012551-24012978	Cluster_4756	N	70	76	0	0	168
NC_058070.1:24065340-24065782	Cluster_4757	N	0	10	0	488	2
NC_058070.1:24066185-24066643	Cluster_4758	N	225	10	7	0	8
NC_058070.1:24109195-24109622	Cluster_4759	N	83	36	222	1	0
NC_058070.1:24110328-24110755	Cluster_4760	N	24	116	2	21	108
NC_058070.1:24161660-24162179	Cluster_4761	N	601	25	15	20	8
NC_058070.1:24162412-24163825	Cluster_4762	N	421	709	158	94	417
NC_058070.1:24164062-24164502	Cluster_4763	N	353	20	7	5	5
NC_058070.1:24232755-24233157	Cluster_4764	N	1	32	38	0	21
NC_058070.1:24252037-24252753	Cluster_4765	N	13	2150	4	3	2
NC_058070.1:24276459-24277693	Cluster_4766	N	881	26	148	12	128
NC_058070.1:24682287-24682822	Cluster_4767	N	718	997	664	534	1277
NC_058070.1:24694481-24694935	Cluster_4768	N	1138	1710	2381	1502	1060
NC_058070.1:24798486-24798954	Cluster_4769	N	31	101	30	228	128
NC_058070.1:24800244-24800665	Cluster_4770	N	44	97	68	56	80
NC_058070.1:24800796-24801476	Cluster_4771	N	76	205	489	167	163
NC_058070.1:24804248-24804692	Cluster_4772	N	0	0	335	1	0
NC_058070.1:24807397-24807824	Cluster_4773	N	0	1	40	1	308
NC_058070.1:24809440-24810068	Cluster_4774	N	92	6	202	2010	3307
NC_058070.1:24816078-24816499	Cluster_4775	N	15	38	44	37	42
NC_058070.1:24818393-24818927	Cluster_4776	N	14	0	328	1	14
NC_058070.1:24818971-24819906	Cluster_4777	N	2	5	1291	28	9
NC_058070.1:24828065-24828506	Cluster_4778	N	30	95	738	68	115
NC_058070.1:24828721-24829146	Cluster_4779	N	117	0	438	1	0
NC_058070.1:24834676-24835088	Cluster_4780	N	0	0	136	0	0
NC_058070.1:24835347-24835813	Cluster_4781	N	0	0	280	2	1
NC_058070.1:24966090-24966518	Cluster_4782	N	108	2	0	6	2
NC_058070.1:25228360-25228963	Cluster_4783	N	121	466	139	219	162
NC_058070.1:25249533-25250303	Cluster_4784	N	100	112	142	44	630
NC_058070.1:25341138-25341708	Cluster_4785	N	193	30	93	0	10
NC_058070.1:25385775-25386559	Cluster_4786	N	2139	2217	1986	1350	2164
NC_058070.1:25495503-25495927	Cluster_4787	N	209	121	96	181	3
NC_058070.1:25888787-25889215	Cluster_4788	N	36	20	184	28	6
NC_058070.1:25898766-25899360	Cluster_4789	N	161	56	81	59	345
NC_058070.1:25902187-25902616	Cluster_4790	N	102	129	37	78	34
NC_058070.1:25906163-25906989	Cluster_4791	N	42	104	327	2	3
NC_058070.1:25908358-25908787	Cluster_4792	N	4	1	33	67	21
NC_058070.1:25910461-25911289	Cluster_4793	N	70	72	64	46	301
NC_058070.1:25912773-25913203	Cluster_4794	N	65	433	31	99	8
NC_058070.1:25923601-25924031	Cluster_4795	N	234	1	423	0	1
NC_058070.1:25927155-25927581	Cluster_4796	N	1	1	6	27	120
NC_058070.1:25929157-25929584	Cluster_4797	N	10	0	0	0	259
NC_058070.1:25929647-25930072	Cluster_4798	N	1	0	0	0	124
NC_058070.1:25936178-25936835	Cluster_4799	N	992	29	735	39	1446
NC_058070.1:25947264-25948343	Cluster_4800	N	109	2929	1349	43	3408
NC_058070.1:25948409-25949232	Cluster_4801	N	670	34	968	8	483
NC_058070.1:25949558-25951000	Cluster_4802	N	2189	853	192	336	2879
NC_058070.1:25959375-25960108	Cluster_4803	N	752	75	774	4	753
NC_058070.1:25960955-25961938	Cluster_4804	N	161	88	326	66	415
NC_058070.1:25966062-25966489	Cluster_4805	N	103	57	60	4	32
NC_058070.1:25975131-25975540	Cluster_4806	N	38	24	27	17	16
NC_058070.1:25976221-25976650	Cluster_4807	N	99	8	8	6	11
NC_058070.1:25983018-25983447	Cluster_4808	N	15	37	77	173	2
NC_058070.1:25984129-25984543	Cluster_4809	N	3	26	131	18	4
NC_058070.1:25986953-25987411	Cluster_4810	N	21	21	32	392	11
NC_058070.1:25987477-25987897	Cluster_4811	N	16	10	30	58	10
NC_058070.1:26004625-26005127	Cluster_4812	N	32	83	47	42	33
NC_058070.1:26016107-26016573	Cluster_4813	N	46	156	53	90	41
NC_058070.1:26017469-26018230	Cluster_4814	N	16	22	3	324	49
NC_058070.1:26024354-26024974	Cluster_4815	N	0	580	181	0	0
NC_058070.1:26050096-26050525	Cluster_4816	N	44	273	24	284	27
NC_058070.1:26052392-26052818	Cluster_4817	N	29	45	58	24	5
NC_058070.1:26064114-26064609	Cluster_4818	N	297	399	54	196	279
NC_058070.1:26071277-26071709	Cluster_4819	N	4109	11	4	13	4
NC_058070.1:26081996-26082424	Cluster_4820	N	32	14	155	11	0
NC_058070.1:26086794-26087220	Cluster_4821	N	13	59	33	177	0
NC_058070.1:26092866-26093296	Cluster_4822	N	142	41	121	4	8
NC_058070.1:26093367-26093810	Cluster_4823	N	9	253	301	11	76
NC_058070.1:26094131-26095028	Cluster_4824	N	167	0	3	550	12
NC_058070.1:26099686-26100106	Cluster_4825	N	2	4	2	83	68
NC_058070.1:26102010-26102656	Cluster_4826	N	73	104	92	44	74
NC_058070.1:26113312-26113857	Cluster_4827	N	102	61	214	48	16
NC_058070.1:26114467-26114885	Cluster_4828	N	43	31	19	54	11
NC_058070.1:26118583-26119009	Cluster_4829	N	0	0	5	168	3
NC_058070.1:26120443-26120871	Cluster_4830	N	3	0	0	104	0
NC_058070.1:26125893-26126302	Cluster_4831	N	29	0	38	77	20
NC_058070.1:26126440-26127104	Cluster_4832	N	9	1	23	1	691
NC_058070.1:26127336-26127763	Cluster_4833	N	10	0	20	3	241
NC_058070.1:26127945-26128438	Cluster_4834	N	9	1	16	1	443
NC_058070.1:26129019-26129863	Cluster_4835	N	217	291	46	1	2
NC_058070.1:26132139-26132568	Cluster_4836	N	139	176	77	43	38
NC_058070.1:26135225-26135654	Cluster_4837	N	26	351	19	10	8
NC_058070.1:26140582-26141473	Cluster_4838	N	256	61	102	347	90
NC_058070.1:26141629-26142033	Cluster_4839	N	80	13	75	34	23
NC_058070.1:26157265-26157692	Cluster_4840	N	20	29	12	366	18
