Coords	Name	MIRNA	sRNA-ACR-140-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-178-S1-TP2-fastp-adapters-polyG-31bp-merged
NC_058068.1:13086056-13086549	Cluster_2885	N	1	12	0	4	2025
NC_058068.1:13098384-13098812	Cluster_2886	N	3	29	1	116	0
NC_058068.1:13105653-13107307	Cluster_2887	N	2264	3970	3349	2316	39
NC_058068.1:13109373-13110020	Cluster_2888	N	52	8	36	466	1
NC_058068.1:13110212-13110743	Cluster_2889	N	46	54	54	3092	9
NC_058068.1:13110857-13112247	Cluster_2890	N	76	56	62	2727	25
NC_058068.1:13112351-13112906	Cluster_2891	N	7	19	13	2766	12
NC_058068.1:13113426-13113856	Cluster_2892	N	1	2	1	1943	0
NC_058068.1:13114598-13115568	Cluster_2893	N	247	847	952	2666	24
NC_058068.1:13119436-13119865	Cluster_2894	N	1	65	128	42	1
NC_058068.1:13137464-13138170	Cluster_2895	N	41	5020	1614	1207	2241
NC_058068.1:13141938-13142364	Cluster_2896	N	6	3	431	12	1
NC_058068.1:13179162-13179886	Cluster_2897	N	295	14	239	227	236
NC_058068.1:13182057-13184019	Cluster_2898	N	1533	46	1631	1511	1008
NC_058068.1:13186180-13187317	Cluster_2899	N	503	4459	249	12	909
NC_058068.1:13202551-13202979	Cluster_2900	N	18	13	177	46	19
NC_058068.1:13230385-13230814	Cluster_2901	N	226	160	137	51	81
NC_058068.1:13234276-13235010	Cluster_2902	N	23	3052	477	4	7431
NC_058068.1:13235105-13235617	Cluster_2903	N	14	808	116	1	158
NC_058068.1:13246076-13246527	Cluster_2904	N	76	68	180	147	0
NC_058068.1:13254067-13254532	Cluster_2905	N	9	20	683	15	2
NC_058068.1:13262981-13263413	Cluster_2906	N	0	4	1	251	2
NC_058068.1:13342887-13343314	Cluster_2907	N	0	0	0	107	0
NC_058068.1:13345379-13345879	Cluster_2908	N	232	82	33	188	17
NC_058068.1:13347791-13349529	Cluster_2909	N	556	2418	357	539	1091
NC_058068.1:13349730-13350280	Cluster_2910	N	7	225	86	105	23
NC_058068.1:13484759-13485181	Cluster_2911	N	15	5	30	49	38
NC_058068.1:13487921-13488679	Cluster_2912	N	126	1	287	481	1
NC_058068.1:13488951-13489721	Cluster_2913	N	214	2	303	253	1
NC_058068.1:13547463-13547889	Cluster_2914	N	0	1	12	111	0
NC_058068.1:13648443-13648874	Cluster_2915	N	73	168	3	9	1
NC_058068.1:13673656-13674086	Cluster_2916	N	14	26	716	306	150
NC_058068.1:13688042-13688587	Cluster_2917	N	653	366	408	439	58
NC_058068.1:13695226-13695654	Cluster_2918	N	3	4	1	456	1
NC_058068.1:13710572-13710999	Cluster_2919	N	47	16	107	53	44
NC_058068.1:13718471-13718901	Cluster_2920	N	1	7	224	0	1
NC_058068.1:13719671-13720097	Cluster_2921	N	69	21	35	19	32
NC_058068.1:13728992-13729420	Cluster_2922	N	42	211	7	0	28
NC_058068.1:13811957-13812384	Cluster_2923	N	169	9	11	4	1
NC_058068.1:13856058-13856553	Cluster_2924	N	174	607	1	1	85
NC_058068.1:13856854-13857271	Cluster_2925	N	37	53	33	19	67
NC_058068.1:13858904-13859924	Cluster_2926	N	788	2462	4547	255	1750
NC_058068.1:13861756-13862233	Cluster_2927	N	65	96	101	22	76
NC_058068.1:13881014-13881442	Cluster_2928	N	17	78	27	73	0
NC_058068.1:13918016-13918432	Cluster_2929	N	52	0	30	44	27
NC_058068.1:13956592-13957021	Cluster_2930	N	7	181	9	2	6
NC_058068.1:14002754-14003185	Cluster_2931	N	506	1	5	9	6
NC_058068.1:14004654-14005550	Cluster_2932	N	1041	7	6	330	16
NC_058068.1:14005798-14006224	Cluster_2933	N	1	4	2	175	0
NC_058068.1:14008055-14008665	Cluster_2934	N	0	5	0	1198	24
NC_058068.1:14008794-14009217	Cluster_2935	N	42	45	1	14	19
NC_058068.1:14010315-14011562	Cluster_2936	N	4032	3648	4296	5973	4356
NC_058068.1:14022121-14022612	Cluster_2937	N	109	1017	48	5	13
NC_058068.1:14023219-14023631	Cluster_2938	N	31	74	40	1	2
NC_058068.1:14048792-14049732	Cluster_2939	N	24	1057	477	724	135
NC_058068.1:14061746-14062174	Cluster_2940	N	38	289	45	2	31
NC_058068.1:14063309-14063996	Cluster_2941	N	367	1135	2753	606	2359
NC_058068.1:14081401-14081805	Cluster_2942	N	32	7	92	8	1
NC_058068.1:14086712-14087139	Cluster_2943	N	34	70	27	32	117
NC_058068.1:14089001-14089541	Cluster_2944	N	99	187	157	142	69
NC_058068.1:14089623-14090302	Cluster_2945	N	96	219	668	174	160
NC_058068.1:14125844-14126656	Cluster_2946	N	305	3	222	103	106
NC_058068.1:14141126-14141553	Cluster_2947	N	1	1	87	2	96
NC_058068.1:14171374-14171801	Cluster_2948	N	51	15	46	0	3
NC_058068.1:14206871-14207300	Cluster_2949	N	18	129	8	23	4
NC_058068.1:14262006-14262425	Cluster_2950	N	0	5	0	74	10
NC_058068.1:14266603-14267030	Cluster_2951	N	56	19	37	0	0
NC_058068.1:14289551-14289979	Cluster_2952	N	8	8	6	53	672
NC_058068.1:14376011-14376420	Cluster_2953	N	0	0	80	0	1
NC_058068.1:14387743-14388172	Cluster_2954	N	324	240	0	10	1
NC_058068.1:14440206-14440675	Cluster_2955	N	33	0	31	90	108
NC_058068.1:14469687-14470115	Cluster_2956	N	49	67	1	0	4
NC_058068.1:14470136-14470564	Cluster_2957	N	7	282	17	2	8
NC_058068.1:14475030-14475458	Cluster_2958	N	48	47	0	0	2
NC_058068.1:14475481-14475909	Cluster_2959	N	19	252	12	2	10
NC_058068.1:14480370-14480798	Cluster_2960	N	39	64	0	0	1
NC_058068.1:14480819-14481247	Cluster_2961	N	12	252	8	0	8
NC_058068.1:14554379-14554809	Cluster_2962	N	0	0	1687	287	120
NC_058068.1:14559268-14559745	Cluster_2963	N	575	585	0	277	822
NC_058068.1:14592164-14592585	Cluster_2964	N	96	17	92	62	87
NC_058068.1:14699936-14700468	Cluster_2965	N	275	250	402	140	340
NC_058068.1:14874158-14874585	Cluster_2966	N	234	9	47	0	6
NC_058068.1:14889729-14890158	Cluster_2967	N	103	0	7	306	9
NC_058068.1:14946077-14946506	Cluster_2968	N	8	193	392	199	2
NC_058068.1:15151986-15152414	Cluster_2969	N	51	64	3	1	0
NC_058068.1:15153108-15153540	Cluster_2970	N	0	0	174	2720	1590
NC_058068.1:15167857-15168279	Cluster_2971	N	19	75	28	15	40
NC_058068.1:15195067-15195506	Cluster_2972	N	83	24	44	0	60
NC_058068.1:15414498-15415275	Cluster_2973	N	25	216	1840	0	1799
NC_058068.1:15418140-15418656	Cluster_2974	N	0	8	0	379	15
NC_058068.1:15462084-15462509	Cluster_2975	N	32	11	59	15	6
NC_058068.1:15463366-15463772	Cluster_2976	N	35	38	45	26	24
NC_058068.1:15464519-15464946	Cluster_2977	N	32	52	57	39	33
NC_058068.1:15475262-15475691	Cluster_2978	N	185	13	84	219	106
NC_058068.1:15475976-15476451	Cluster_2979	N	120	95	51	126	95
NC_058068.1:15476749-15477730	Cluster_2980	N	76	65	494	761	316
NC_058068.1:15481360-15482156	Cluster_2981	N	86	154	226	4	53
NC_058068.1:15492088-15492507	Cluster_2982	N	14	62	1	6	1
NC_058068.1:15494904-15495333	Cluster_2983	N	28	0	199	123	0
NC_058068.1:15524204-15524757	Cluster_2984	N	336	30	369	498	31
NC_058068.1:15538335-15538764	Cluster_2985	N	123	89	36	46	6
NC_058068.1:15538880-15539304	Cluster_2986	N	68	0	45	0	0
NC_058068.1:15539455-15539880	Cluster_2987	N	26	62	54	10	16
NC_058068.1:15543593-15544020	Cluster_2988	N	22	41	17	108	44
NC_058068.1:15544080-15544955	Cluster_2989	N	503	624	507	7	855
NC_058068.1:15545056-15545676	Cluster_2990	N	1269	1825	1235	16	809
NC_058068.1:15547517-15547943	Cluster_2991	N	102	86	8	40	5
NC_058068.1:15694768-15695579	Cluster_2992	N	580	1457	3652	971	77
NC_058068.1:15701047-15701519	Cluster_2993	N	404	247	0	21	13
NC_058068.1:15703592-15704332	Cluster_2994	N	108	78	522	35	91
NC_058068.1:15812484-15813273	Cluster_2995	N	40	2	1214	23	1503
NC_058068.1:15813659-15814299	Cluster_2996	N	118	3289	848	253	1237
NC_058068.1:15823678-15824114	Cluster_2997	N	1113	13	27	23	27
NC_058068.1:15831095-15831523	Cluster_2998	N	2	123	2	0	0
NC_058068.1:15946083-15946501	Cluster_2999	N	10	33	50	33	26
NC_058068.1:15951921-15952366	Cluster_3000	N	44	71	143	27	56
NC_058068.1:16006334-16006752	Cluster_3001	N	0	281	170	0	7
NC_058068.1:16177572-16178122	Cluster_3002	N	281	822	448	850	1919
NC_058068.1:16178768-16179186	Cluster_3003	N	9	14	23	57	2
NC_058068.1:16221464-16221936	Cluster_3004	N	95	93	64	68	131
NC_058068.1:16224202-16224607	Cluster_3005	N	6	125	10	0	6
NC_058068.1:16246427-16246857	Cluster_3006	N	32	189	7	3	14
NC_058068.1:16376441-16376860	Cluster_3007	N	11	4	43	30	254
NC_058068.1:16552860-16553331	Cluster_3008	N	1	155	0	77	23
NC_058068.1:16601658-16602082	Cluster_3009	N	56	8	9	17	10
NC_058068.1:16604311-16604739	Cluster_3010	N	41	59	33	26	18
NC_058068.1:16761422-16761849	Cluster_3011	N	41	59	6	12	59
NC_058068.1:16879157-16879583	Cluster_3012	N	25	25	21	0	17
NC_058068.1:17047849-17048267	Cluster_3013	N	18	40	30	38	17
NC_058068.1:17109363-17109789	Cluster_3014	N	0	0	0	26	179
NC_058068.1:17436372-17436791	Cluster_3015	N	25	0	0	53	78
NC_058068.1:17437850-17438282	Cluster_3016	N	99	0	1	322	273
NC_058068.1:17438364-17438803	Cluster_3017	N	209	3	1	253	184
NC_058068.1:17538250-17538672	Cluster_3018	N	34	103	54	39	51
NC_058068.1:17539490-17539587	Cluster_3019	Y	34	126	115	11	128
NC_058068.1:17564172-17564598	Cluster_3020	N	48	4	28	16	5
NC_058068.1:17676479-17676906	Cluster_3021	N	23	16	37	10	8
NC_058068.1:17676958-17677385	Cluster_3022	N	24	19	41	5	9
NC_058068.1:17703027-17703448	Cluster_3023	N	48	5	32	18	45
NC_058068.1:17768886-17769303	Cluster_3024	N	0	2	82	0	30
NC_058068.1:17779507-17780519	Cluster_3025	N	9	2	111	17	2143
NC_058068.1:17780910-17782112	Cluster_3026	N	987	5	11	608	139
NC_058068.1:17891367-17891851	Cluster_3027	N	613	717	1432	286	577
NC_058068.1:17949059-17949488	Cluster_3028	N	3	1	1523	20	43
NC_058068.1:17977691-17978140	Cluster_3029	N	11	215	1344	47	194
NC_058068.1:18295409-18295818	Cluster_3030	N	23	29	34	14	16
NC_058068.1:18298365-18298790	Cluster_3031	N	10	35	19	9	32
NC_058068.1:18449257-18450024	Cluster_3032	N	5612	42	5276	892	3467
NC_058068.1:18451403-18452074	Cluster_3033	N	9	0	4	468	46
NC_058068.1:18459495-18459924	Cluster_3034	N	39	0	628	329	0
NC_058068.1:18583976-18584493	Cluster_3035	N	1	849	0	0	17
NC_058068.1:18594388-18594817	Cluster_3036	N	3	109	16	8	14
NC_058068.1:18594918-18595344	Cluster_3037	N	11	133	59	24	21
NC_058068.1:18723940-18724433	Cluster_3038	N	550	306	289	192	213
NC_058068.1:18725237-18725711	Cluster_3039	N	720	971	1240	539	824
NC_058068.1:18725717-18726196	Cluster_3040	N	172	195	327	113	193
NC_058068.1:18726691-18727181	Cluster_3041	N	1345	1013	2423	532	1575
NC_058068.1:18728307-18728778	Cluster_3042	N	2213	2140	4966	917	1923
NC_058068.1:18766230-18766896	Cluster_3043	N	621	0	259	115	96
NC_058068.1:18937978-18938408	Cluster_3044	N	1	0	173	81	3
NC_058068.1:18975796-18976217	Cluster_3045	N	57	211	314	96	85
NC_058068.1:19031251-19031681	Cluster_3046	N	263	1	0	0	0
NC_058068.1:19035427-19035837	Cluster_3047	N	32	3	23	3	31
NC_058068.1:19035932-19036398	Cluster_3048	N	2283	70	43	127	0
NC_058068.1:19050027-19050434	Cluster_3049	N	10	40	26	5	2
NC_058068.1:19303464-19303891	Cluster_3050	N	10	16	17	143	13
NC_058068.1:19304981-19305450	Cluster_3051	N	114	134	213	79	139
NC_058068.1:19305758-19306572	Cluster_3052	N	141	264	668	88	369
NC_058068.1:19306876-19307343	Cluster_3053	N	149	134	183	130	153
NC_058068.1:19389796-19390215	Cluster_3054	N	0	40	59	107	25
NC_058068.1:19393776-19394196	Cluster_3055	N	100	93	51	210	174
NC_058069.1:204687-205089	Cluster_3056	N	28	61	25	19	19
NC_058069.1:274303-274731	Cluster_3057	N	0	0	212	0	0
NC_058069.1:418305-418733	Cluster_3058	N	1	223	1	3	118
NC_058069.1:462778-463601	Cluster_3059	N	20	341	76	20	162
NC_058069.1:464959-465389	Cluster_3060	N	0	275	9	2	23
NC_058069.1:465468-465904	Cluster_3061	N	909	70	51	427	65
NC_058069.1:469428-469958	Cluster_3062	N	116	1163	0	0	123
NC_058069.1:546978-547884	Cluster_3063	N	795	939	1050	325	611
NC_058069.1:627786-628216	Cluster_3064	N	443	4	0	41	0
NC_058069.1:633503-633932	Cluster_3065	N	29	494	0	2	0
NC_058069.1:736939-741008	Cluster_3066	N	639	2963	3763	13683	682
NC_058069.1:858178-858855	Cluster_3067	N	101	27	18	215	11
NC_058069.1:904201-904756	Cluster_3068	N	0	0	65	121	87
NC_058069.1:929507-929953	Cluster_3069	N	1	23	2	517	9
NC_058069.1:931093-931894	Cluster_3070	N	1771	2027	602	1634	679
NC_058069.1:938914-939328	Cluster_3071	N	3	85	0	2	21
NC_058069.1:943589-944018	Cluster_3072	N	214	134	211	1046	0
NC_058069.1:1028528-1028952	Cluster_3073	N	0	112	0	2	0
NC_058069.1:1431906-1432335	Cluster_3074	N	2	17	176	0	0
NC_058069.1:1434516-1434944	Cluster_3075	N	63	67	62	0	5
NC_058069.1:1435541-1436434	Cluster_3076	N	93	326	127	2894	3439
NC_058069.1:1436437-1436908	Cluster_3077	N	1	1	522	1543	0
NC_058069.1:1439377-1439842	Cluster_3078	N	3	691	126	450	0
NC_058069.1:1440377-1441675	Cluster_3079	N	6099	2833	2	10912	31466
NC_058069.1:1444209-1444951	Cluster_3080	N	24	74	46	8	206
NC_058069.1:1444953-1445559	Cluster_3081	N	29	27	9	9	1870
NC_058069.1:1470396-1470822	Cluster_3082	N	71	1	65	43	11
NC_058069.1:1705619-1706171	Cluster_3083	N	0	181	75	2	100
NC_058069.1:1768218-1768720	Cluster_3084	N	35	540	35	0	289
NC_058069.1:1772135-1772653	Cluster_3085	N	3	34	28	88	156
NC_058069.1:1844885-1845304	Cluster_3086	N	20	66	58	66	13
NC_058069.1:1868134-1868229	Cluster_3087	Y	60	79	76	66	116
NC_058069.1:1878418-1878849	Cluster_3088	N	94	538	213	279	281
NC_058069.1:1974088-1974516	Cluster_3089	N	0	230	2	5	133
NC_058069.1:2018489-2018586	Cluster_3090	Y	46	69	49	24	44
NC_058069.1:2113309-2113739	Cluster_3091	N	1516	423	50	136	4
NC_058069.1:2308713-2309137	Cluster_3092	N	95	0	4	0	0
NC_058069.1:2382819-2383424	Cluster_3093	N	435	1095	63	420	186
NC_058069.1:2443796-2444259	Cluster_3094	N	629	332	441	316	438
NC_058069.1:2452049-2452570	Cluster_3095	N	1142	1828	1663	804	2177
NC_058069.1:2471105-2471529	Cluster_3096	N	56	30	29	16	22
NC_058069.1:2472712-2473141	Cluster_3097	N	30	32	77	19	21
NC_058069.1:2473810-2474239	Cluster_3098	N	48	201	120	39	96
NC_058069.1:2475459-2477126	Cluster_3099	N	3444	4947	3263	2451	1908
NC_058069.1:2477371-2480731	Cluster_3100	N	32830	52726	31240	57731	37648
NC_058069.1:2480951-2481447	Cluster_3101	N	82	110	236	25	40
NC_058069.1:2481785-2482215	Cluster_3102	N	64	42	94	50	31
NC_058069.1:2482288-2482717	Cluster_3103	N	106	124	183	78	57
NC_058069.1:2484091-2484926	Cluster_3104	N	424	564	131	155	68
NC_058069.1:2487805-2488466	Cluster_3105	N	82	118	138	43	39
NC_058069.1:2491495-2491922	Cluster_3106	N	145	26	18	44	4
NC_058069.1:2492033-2492496	Cluster_3107	N	97	81	63	28	34
NC_058069.1:2493145-2493727	Cluster_3108	N	274	449	137	46	71
NC_058069.1:2511004-2511428	Cluster_3109	N	58	90	78	32	10
NC_058069.1:2511976-2512395	Cluster_3110	N	66	73	69	33	29
NC_058069.1:2553370-2553797	Cluster_3111	N	139	0	36	0	3
NC_058069.1:2750180-2750607	Cluster_3112	N	25	69	3	1	8
NC_058069.1:2794805-2795235	Cluster_3113	N	85	108	113	103	139
NC_058069.1:2905104-2905525	Cluster_3114	N	38	8	28	19	8
NC_058069.1:3058911-3059333	Cluster_3115	N	0	103	15	0	3
NC_058069.1:3070048-3070476	Cluster_3116	N	91	88	76	1	26
NC_058069.1:3078307-3078810	Cluster_3117	N	53	3	121	57	1
NC_058069.1:3223217-3223791	Cluster_3118	N	28	2	182	3	40
NC_058069.1:3282076-3282528	Cluster_3119	N	460	780	992	560	624
NC_058069.1:3690484-3690912	Cluster_3120	N	68	96	78	122	200
NC_058069.1:3745802-3746267	Cluster_3121	N	424	13	89	35	76
NC_058069.1:3761835-3762262	Cluster_3122	N	211	1	0	0	0
NC_058069.1:3872087-3872514	Cluster_3123	N	4	164	5	1	9
NC_058069.1:3892813-3893747	Cluster_3124	N	1246	19	444	30	7
NC_058069.1:3894657-3895086	Cluster_3125	N	28	326	328	0	28
NC_058069.1:3946151-3946600	Cluster_3126	N	19	1	3403	5	0
NC_058069.1:3961797-3962209	Cluster_3127	N	10	0	46	4	42
NC_058069.1:4030337-4030765	Cluster_3128	N	165	44	63	0	7
NC_058069.1:4037122-4037547	Cluster_3129	N	0	22	10	0	120
NC_058069.1:4112409-4112927	Cluster_3130	N	12624	29610	301134	18853	204676
NC_058069.1:4121558-4121975	Cluster_3131	N	10	22	29	15	7
NC_058069.1:4144063-4144498	Cluster_3132	N	386	448	511	494	314
NC_058069.1:4266316-4266744	Cluster_3133	N	0	0	8	53	83
NC_058069.1:4447931-4448351	Cluster_3134	N	47	24	36	17	18
NC_058069.1:4452067-4452548	Cluster_3135	N	49	99	166	66	89
NC_058069.1:4527980-4528408	Cluster_3136	N	0	128	4	0	2
NC_058069.1:4528745-4529168	Cluster_3137	N	2	90	10	7	0
NC_058069.1:4529198-4529625	Cluster_3138	N	0	20	1	149	8
NC_058069.1:4732407-4733313	Cluster_3139	N	252	287	276	175	322
NC_058069.1:4800706-4801133	Cluster_3140	N	4	1	104	5	2
NC_058069.1:4834879-4836648	Cluster_3141	N	6238	3094	5995	2825	3562
NC_058069.1:4875878-4876305	Cluster_3142	N	1	49	2	40	29
NC_058069.1:4917176-4917603	Cluster_3143	N	2	1	87	4	0
NC_058069.1:4941426-4941945	Cluster_3144	N	0	344	2	10	1
NC_058069.1:4986312-4986742	Cluster_3145	N	81	102	45	80	147
NC_058069.1:5057755-5058181	Cluster_3146	N	106	52	16	26	22
NC_058069.1:5066339-5066875	Cluster_3147	N	1296	1887	1304	665	1885
NC_058069.1:5068691-5069227	Cluster_3148	N	198	262	140	75	181
NC_058069.1:5120219-5120649	Cluster_3149	N	174	39	47	42	37
NC_058069.1:5125106-5125764	Cluster_3150	N	141	53	98	60	61
NC_058069.1:5126211-5127379	Cluster_3151	N	4207	1409	3044	1273	1296
NC_058069.1:5164328-5164759	Cluster_3152	N	24	92	101	115	24
NC_058069.1:5165367-5165905	Cluster_3153	N	341	404	249	279	347
NC_058069.1:5184932-5185507	Cluster_3154	N	85	111	378	0	51
NC_058069.1:5342849-5343281	Cluster_3155	N	3760	3602	1475	2503	1979
NC_058069.1:5402388-5402930	Cluster_3156	N	238	83	71	129	56
NC_058069.1:5406752-5407170	Cluster_3157	N	12	26	32	24	13
NC_058069.1:5591403-5592009	Cluster_3158	N	326	749	729	405	395
NC_058069.1:5657401-5657818	Cluster_3159	N	33	38	38	29	22
NC_058069.1:5709847-5710274	Cluster_3160	N	62	0	5	12	11
NC_058069.1:5838779-5839205	Cluster_3161	N	48	31	41	41	47
NC_058069.1:5897096-5897517	Cluster_3162	N	26	52	32	16	13
NC_058069.1:6028453-6028868	Cluster_3163	N	50	42	41	46	125
NC_058069.1:6102619-6103047	Cluster_3164	N	5	363	45	2	36
NC_058069.1:6113674-6115697	Cluster_3165	N	2090	4787	250	1937	4390
NC_058069.1:6287299-6287729	Cluster_3166	N	0	15	20	90	1068
NC_058069.1:6303345-6303808	Cluster_3167	N	0	725	81	24	0
NC_058069.1:6496641-6497122	Cluster_3168	N	337	412	351	261	257
NC_058069.1:6506271-6506699	Cluster_3169	N	91	0	0	0	0
NC_058069.1:6543407-6543931	Cluster_3170	N	0	375	292	26	1
NC_058069.1:6578949-6579376	Cluster_3171	N	17	115	7	118	0
NC_058069.1:6641938-6642365	Cluster_3172	N	34	179	137	0	19
NC_058069.1:6750278-6750707	Cluster_3173	N	21	17	36	4	29
NC_058069.1:6762333-6762757	Cluster_3174	N	14	5	7	98	2
NC_058069.1:6777248-6777672	Cluster_3175	N	115	1	114	0	1
NC_058069.1:6778104-6778648	Cluster_3176	N	23	156	20	301	63
NC_058069.1:6847682-6848109	Cluster_3177	N	0	155	0	0	0
NC_058069.1:6940090-6940519	Cluster_3178	N	26	0	423	32	31
NC_058069.1:6969067-6969638	Cluster_3179	N	192	38	508	45	9
NC_058069.1:7000527-7001179	Cluster_3180	N	48	482	273	68	196
NC_058069.1:7071710-7072140	Cluster_3181	N	513	3	587	187	553
NC_058069.1:7096505-7096934	Cluster_3182	N	0	417	52	64	227
NC_058069.1:7179331-7179753	Cluster_3183	N	22	6	54	27	77
NC_058069.1:7219757-7220185	Cluster_3184	N	26	127	70	13	5
NC_058069.1:7220191-7220955	Cluster_3185	N	70	68	475	17	3
NC_058069.1:7329362-7329775	Cluster_3186	N	9	0	97	81	25
NC_058069.1:7332222-7333484	Cluster_3187	N	3337	234	110	156	62
NC_058069.1:7333789-7334353	Cluster_3188	N	412	41	43	72	20
NC_058069.1:7337392-7337823	Cluster_3189	N	8	285	2330	193	0
NC_058069.1:7338431-7339290	Cluster_3190	N	722	90	80	169	37
NC_058069.1:7355681-7356109	Cluster_3191	N	104	0	13	118	13
NC_058069.1:7406803-7407246	Cluster_3192	N	1000	1790	2283	2283	989
NC_058069.1:7407718-7408136	Cluster_3193	N	9	68	21	46	22
NC_058069.1:7425600-7426029	Cluster_3194	N	78	74	83	37	35
NC_058069.1:7429058-7431171	Cluster_3195	N	6791	817	1159	2614	430
NC_058069.1:7438726-7439244	Cluster_3196	N	195	10	0	0	990
NC_058069.1:7464490-7465679	Cluster_3197	N	40	71	144	158	579
NC_058069.1:7465782-7466498	Cluster_3198	N	194	512	385	493	527
NC_058069.1:7467061-7467706	Cluster_3199	N	285	432	49	251	73
NC_058069.1:7467921-7468460	Cluster_3200	N	2182	1172	13	1329	896
NC_058069.1:7574639-7575243	Cluster_3201	N	161	50	37	256	13
NC_058069.1:7593488-7594193	Cluster_3202	N	303	1	347	14	328
NC_058069.1:7595519-7595948	Cluster_3203	N	490	15	2	0	92
NC_058069.1:7680463-7680893	Cluster_3204	N	617	372	418	283	375
NC_058069.1:7744687-7745104	Cluster_3205	N	1	32	0	70	0
NC_058069.1:7765709-7766110	Cluster_3206	N	9	26	15	29	37
NC_058069.1:7793500-7793920	Cluster_3207	N	27	57	0	1	3
NC_058069.1:7795364-7795976	Cluster_3208	N	1693	2384	35	645	3
NC_058069.1:7813085-7813736	Cluster_3209	N	240	7	1199	1	8
NC_058069.1:7855059-7856413	Cluster_3210	N	2361	223	436	293	851
NC_058069.1:7915685-7916109	Cluster_3211	N	1	0	18	163	30
NC_058069.1:7925559-7925984	Cluster_3212	N	2	66	4	86	21
NC_058069.1:7927297-7927704	Cluster_3213	N	2	48	25	4	21
NC_058069.1:7929230-7929654	Cluster_3214	N	2	254	0	0	0
NC_058069.1:7983428-7984800	Cluster_3215	N	396	510	401	171	364
NC_058069.1:7990633-7991058	Cluster_3216	N	55	3	38	0	0
NC_058069.1:8022669-8024072	Cluster_3217	N	48	2790	412	982	28
NC_058069.1:8052987-8053509	Cluster_3218	N	0	332	833	636	0
NC_058069.1:8059883-8060441	Cluster_3219	N	168	1	112	0	0
NC_058069.1:8061173-8062095	Cluster_3220	N	819	88	535	29	45
NC_058069.1:8062412-8063973	Cluster_3221	N	679	42	1432	12	50
NC_058069.1:8064086-8064570	Cluster_3222	N	141	180	26	42	46
NC_058069.1:8065818-8066247	Cluster_3223	N	243	30	92	144	5
NC_058069.1:8078941-8079391	Cluster_3224	N	77	134	46	354	129
NC_058069.1:8082737-8083187	Cluster_3225	N	7	31	91	9223	10
NC_058069.1:8083297-8083732	Cluster_3226	N	66	66	8	58	132
NC_058069.1:8087941-8088369	Cluster_3227	N	0	61	0	67	10
NC_058069.1:8088433-8088862	Cluster_3228	N	0	6	12	146	73
NC_058069.1:8123610-8125520	Cluster_3229	N	36	3253	93	772	206
NC_058069.1:8125538-8126359	Cluster_3230	N	72	415	56	54	0
NC_058069.1:8126790-8127219	Cluster_3231	N	169	5	10	2	1
NC_058069.1:8149055-8149495	Cluster_3232	N	1001	1079	187	659	112
NC_058069.1:8175482-8176111	Cluster_3233	N	152	83	748	117	98
NC_058069.1:8176213-8176641	Cluster_3234	N	122	25	101	219	55
NC_058069.1:8180959-8181385	Cluster_3235	N	41	91	3	0	5
NC_058069.1:8186743-8187300	Cluster_3236	N	74	142	93	124	134
NC_058069.1:8188754-8189181	Cluster_3237	N	22	141	45	39	84
NC_058069.1:8189353-8189773	Cluster_3238	N	7	3	37	34	5
NC_058069.1:8192918-8193356	Cluster_3239	N	321	9	710	73	259
NC_058069.1:8193543-8194522	Cluster_3240	N	897	54	732	92	704
NC_058069.1:8194538-8195189	Cluster_3241	N	204	11	109	16	94
NC_058069.1:8197899-8198326	Cluster_3242	N	27	3	153	0	6
NC_058069.1:8246759-8247311	Cluster_3243	N	978	4096	650	1181	1746
NC_058069.1:8247877-8248307	Cluster_3244	N	651	115	1	103	115
NC_058069.1:8253586-8254015	Cluster_3245	N	113	63	55	14	21
NC_058069.1:8291965-8292395	Cluster_3246	N	414	56	1	10	11
NC_058069.1:8317551-8317980	Cluster_3247	N	0	0	0	0	334
NC_058069.1:8337512-8338266	Cluster_3248	N	544	178	0	4414	700
NC_058069.1:8379191-8379738	Cluster_3249	N	56	663	119	26	5
NC_058069.1:8380110-8380539	Cluster_3250	N	15	113	26	3	7
NC_058069.1:8382251-8383471	Cluster_3251	N	0	719	42	0	5
NC_058069.1:8391037-8391464	Cluster_3252	N	109	2	0	4	16
NC_058069.1:8405176-8405606	Cluster_3253	N	63	8	21	23	890
NC_058069.1:8444322-8444833	Cluster_3254	N	33	3283	14	34	6
NC_058069.1:8444995-8445413	Cluster_3255	N	22	171	3	4	6
NC_058069.1:8445607-8446658	Cluster_3256	N	26	2689	1	2	10
NC_058069.1:8461104-8461653	Cluster_3257	N	35	318	9	321	22
