# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-a" "Pmea_lncRNA_for_counts.gtf" "-t" "lncRNA" "-g" "gene_id" "-o" "Pmea_lncRNA_counts_matrix.txt" "RNA-POC-47.sorted.bam" "RNA-POC-48.sorted.bam" "RNA-POC-50.sorted.bam" "RNA-POC-53.sorted.bam" "RNA-POC-57.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	RNA-POC-47.sorted.bam	RNA-POC-48.sorted.bam	RNA-POC-50.sorted.bam	RNA-POC-53.sorted.bam	RNA-POC-57.sorted.bam
lncRNA_1841	Pocillopora_meandrina_HIv1___Sc0000003	3403383	3404928	+	1546	54	0	10	0	22
lncRNA_1842	Pocillopora_meandrina_HIv1___Sc0000003	3584244	3586700	+	2457	52	156	67	93	44
lncRNA_1843	Pocillopora_meandrina_HIv1___Sc0000003	3954932	3955524	+	593	0	67	23	58	11
lncRNA_1844	Pocillopora_meandrina_HIv1___Sc0000003	4264642	4266377	+	1736	0	0	0	0	0
lncRNA_1845	Pocillopora_meandrina_HIv1___Sc0000003	4264648	4266377	+	1730	0	0	0	0	0
lncRNA_1846	Pocillopora_meandrina_HIv1___Sc0000003	4310225	4320258	+	10034	0	4	4	10	19
lncRNA_1847	Pocillopora_meandrina_HIv1___Sc0000003	4318219	4320258	+	2040	0	0	0	0	0
lncRNA_1848	Pocillopora_meandrina_HIv1___Sc0000003	4327215	4329949	+	2735	0	0	25	11	0
lncRNA_1849	Pocillopora_meandrina_HIv1___Sc0000003	4388706	4389257	+	552	0	0	0	0	0
lncRNA_1850	Pocillopora_meandrina_HIv1___Sc0000003	4511203	4529194	+	17992	19	3	46	94	42
lncRNA_1851	Pocillopora_meandrina_HIv1___Sc0000003	4588378	4617096	+	28719	6	0	197	104	11
lncRNA_1852	Pocillopora_meandrina_HIv1___Sc0000003	4660498	4661605	+	1108	0	0	0	0	0
lncRNA_1853	Pocillopora_meandrina_HIv1___Sc0000003	4884729	4895143	+	10415	4	10	30	35	7
lncRNA_1854	Pocillopora_meandrina_HIv1___Sc0000003	5086171	5086650	+	480	20	82	48	15	14
lncRNA_1855	Pocillopora_meandrina_HIv1___Sc0000003	5129897	5132133	+	2237	42	6	52	50	9
lncRNA_1856	Pocillopora_meandrina_HIv1___Sc0000003	5207214	5208563	+	1350	31	9	135	25	74
lncRNA_1857	Pocillopora_meandrina_HIv1___Sc0000003	5811612	5812529	+	918	8	10	0	54	1
lncRNA_1858	Pocillopora_meandrina_HIv1___Sc0000003	5969244	5973224	+	3981	0	0	0	0	0
lncRNA_1859	Pocillopora_meandrina_HIv1___Sc0000003	5969244	5973224	+	3981	0	0	0	0	0
lncRNA_1860	Pocillopora_meandrina_HIv1___Sc0000003	6117756	6118919	+	1164	68	29	87	47	49
lncRNA_1861	Pocillopora_meandrina_HIv1___Sc0000003	6555298	6564920	+	9623	41	62	149	84	188
lncRNA_1862	Pocillopora_meandrina_HIv1___Sc0000003	6738705	6739985	+	1281	13978	15906	12665	17856	15376
lncRNA_1863	Pocillopora_meandrina_HIv1___Sc0000003	6897919	6903386	+	5468	0	0	0	112	57
lncRNA_1864	Pocillopora_meandrina_HIv1___Sc0000003	6898975	6903442	+	4468	0	0	0	0	0
lncRNA_1865	Pocillopora_meandrina_HIv1___Sc0000003	7134859	7135869	+	1011	106	1	0	32	0
lncRNA_1866	Pocillopora_meandrina_HIv1___Sc0000003	7375200	7375889	+	690	18	21	11	73	2
lncRNA_1867	Pocillopora_meandrina_HIv1___Sc0000003	7376127	7377053	+	927	64	13	66	29	32
lncRNA_1868	Pocillopora_meandrina_HIv1___Sc0000003	7782397	7782948	+	552	11	1	62	14	19
lncRNA_1869	Pocillopora_meandrina_HIv1___Sc0000003	7882162	7882875	+	714	495	530	408	263	264
lncRNA_1870	Pocillopora_meandrina_HIv1___Sc0000003	8639262	8640192	+	931	0	0	0	0	0
lncRNA_1871	Pocillopora_meandrina_HIv1___Sc0000003	8639282	8640192	+	911	0	0	0	0	0
lncRNA_1872	Pocillopora_meandrina_HIv1___Sc0000003	8703920	8704850	+	931	64	28	0	16	2
lncRNA_1873	Pocillopora_meandrina_HIv1___Sc0000003	8800454	8801765	+	1312	19	7	37	18	0
lncRNA_1874	Pocillopora_meandrina_HIv1___Sc0000003	9117868	9118925	+	1058	0	0	0	0	0
lncRNA_1875	Pocillopora_meandrina_HIv1___Sc0000003	9149735	9150872	+	1138	12	16	70	31	10
lncRNA_1876	Pocillopora_meandrina_HIv1___Sc0000003	9524814	9527256	+	2443	1376	133	795	349	281
lncRNA_1877	Pocillopora_meandrina_HIv1___Sc0000003	9726669	9727470	+	802	40	51	28	22	34
lncRNA_1878	Pocillopora_meandrina_HIv1___Sc0000003	9842990	9844593	+	1604	15	3	0	10	14
lncRNA_1879	Pocillopora_meandrina_HIv1___Sc0000003	9904478	9906199	+	1722	21	8	48	11	23
lncRNA_1880	Pocillopora_meandrina_HIv1___Sc0000003	10264533	10266423	+	1891	295	151	280	269	172
lncRNA_1881	Pocillopora_meandrina_HIv1___Sc0000003	10427909	10429068	+	1160	0	0	0	0	0
lncRNA_1882	Pocillopora_meandrina_HIv1___Sc0000003	10427917	10429068	+	1152	0	0	0	0	0
lncRNA_1883	Pocillopora_meandrina_HIv1___Sc0000003	10502333	10503089	+	757	0	23	68	80	6
lncRNA_1884	Pocillopora_meandrina_HIv1___Sc0000003	10972412	10974335	+	1924	192	88	167	174	158
lncRNA_1885	Pocillopora_meandrina_HIv1___Sc0000003	11031234	11035938	+	4705	17	97	40	15	3
lncRNA_1886	Pocillopora_meandrina_HIv1___Sc0000003	11114333	11140436	+	26104	0	0	0	0	0
lncRNA_1887	Pocillopora_meandrina_HIv1___Sc0000003	11114333	11140436	+	26104	0	0	0	0	0
lncRNA_1888	Pocillopora_meandrina_HIv1___Sc0000003	11114333	11145221	+	30889	0	0	0	0	0
lncRNA_1889	Pocillopora_meandrina_HIv1___Sc0000003	11114342	11140436	+	26095	0	0	0	0	0
lncRNA_1890	Pocillopora_meandrina_HIv1___Sc0000003	11114342	11145221	+	30880	0	0	0	0	0
lncRNA_1891	Pocillopora_meandrina_HIv1___Sc0000003	11140867	11145221	+	4355	0	0	0	0	0
lncRNA_1892	Pocillopora_meandrina_HIv1___Sc0000003	11554385	11556114	+	1730	0	0	149	14	0
lncRNA_1893	Pocillopora_meandrina_HIv1___Sc0000003	12233024	12234008	+	985	4178	3663	4437	3610	4485
lncRNA_1894	Pocillopora_meandrina_HIv1___Sc0000003	12587444	12588802	+	1359	0	7	3	0	0
lncRNA_1895	Pocillopora_meandrina_HIv1___Sc0000003	12587678	12588802	+	1125	0	0	0	0	0
lncRNA_1896	Pocillopora_meandrina_HIv1___Sc0000003	12921243	12926068	+	4826	21	52	117	24	101
lncRNA_1897	Pocillopora_meandrina_HIv1___Sc0000003	13262356	13271083	+	8728	0	1	0	1077	10
lncRNA_1898	Pocillopora_meandrina_HIv1___Sc0000003	13309899	13315069	+	5171	0	35	0	51	36
lncRNA_1899	Pocillopora_meandrina_HIv1___Sc0000003	13647635	13649065	+	1431	0	3	0	37	71
lncRNA_1900	Pocillopora_meandrina_HIv1___Sc0000003	13724970	13728873	+	3904	0	0	0	0	0
lncRNA_1901	Pocillopora_meandrina_HIv1___Sc0000003	13724970	13728873	+	3904	0	0	0	0	0
lncRNA_1902	Pocillopora_meandrina_HIv1___Sc0000003	13724970	13728873	+	3904	0	0	0	0	0
lncRNA_1903	Pocillopora_meandrina_HIv1___Sc0000003	13724970	13728873	+	3904	0	0	0	0	0
lncRNA_1904	Pocillopora_meandrina_HIv1___Sc0000003	13725201	13727382	+	2182	0	0	0	0	0
lncRNA_1905	Pocillopora_meandrina_HIv1___Sc0000003	13726615	13728873	+	2259	0	0	0	0	0
lncRNA_1906	Pocillopora_meandrina_HIv1___Sc0000003	13620317	13620836	+	520	0	0	0	74	0
lncRNA_1907	Pocillopora_meandrina_HIv1___Sc0000003	13620908	13621648	+	741	0	0	0	48	0
lncRNA_1908	Pocillopora_meandrina_HIv1___Sc0000003	13634153	13647583	+	13431	8	52	6	76	59
lncRNA_1909	Pocillopora_meandrina_HIv1___Sc0000003	13663403	13665022	+	1620	1	102	0	93	200
lncRNA_1910	Pocillopora_meandrina_HIv1___Sc0000003	13822939	13829931	+	6993	0	0	0	0	0
lncRNA_1911	Pocillopora_meandrina_HIv1___Sc0000003	13822939	13874663	+	51725	0	0	0	0	0
lncRNA_1912	Pocillopora_meandrina_HIv1___Sc0000003	13822939	13874663	+	51725	0	0	0	0	0
lncRNA_1913	Pocillopora_meandrina_HIv1___Sc0000003	13822939	13881520	+	58582	0	0	0	0	0
lncRNA_1914	Pocillopora_meandrina_HIv1___Sc0000003	13827849	13881520	+	53672	0	0	0	0	0
lncRNA_1915	Pocillopora_meandrina_HIv1___Sc0000003	13827849	13881520	+	53672	0	0	0	0	0
lncRNA_1916	Pocillopora_meandrina_HIv1___Sc0000003	13829190	13881520	+	52331	0	0	0	0	0
lncRNA_1917	Pocillopora_meandrina_HIv1___Sc0000003	13872199	13874663	+	2465	0	0	0	0	0
lncRNA_1918	Pocillopora_meandrina_HIv1___Sc0000003	13874913	13881520	+	6608	0	0	0	0	0
lncRNA_1919	Pocillopora_meandrina_HIv1___Sc0000003	13866639	13870551	+	3913	0	0	0	0	0
lncRNA_1920	Pocillopora_meandrina_HIv1___Sc0000003	14044735	14047372	+	2638	65	0	0	0	23
lncRNA_1921	Pocillopora_meandrina_HIv1___Sc0000003	14045726	14050214	+	4489	131	38	1	31	228
lncRNA_1922	Pocillopora_meandrina_HIv1___Sc0000003	14195143	14198335	+	3193	67	10	0	2	158
lncRNA_1923	Pocillopora_meandrina_HIv1___Sc0000003	14197760	14198335	+	576	0	0	0	0	0
lncRNA_1924	Pocillopora_meandrina_HIv1___Sc0000003	14199463	14200379	+	917	17	0	0	13	234
lncRNA_1925	Pocillopora_meandrina_HIv1___Sc0000003	14280392	14281021	+	630	0	0	47	0	0
lncRNA_1926	Pocillopora_meandrina_HIv1___Sc0000003	14290228	14290614	+	387	0	0	0	0	0
lncRNA_1927	Pocillopora_meandrina_HIv1___Sc0000003	14352060	14353399	+	1340	0	0	0	0	0
lncRNA_1928	Pocillopora_meandrina_HIv1___Sc0000003	14379710	14380668	+	959	0	29	31	68	4
lncRNA_1929	Pocillopora_meandrina_HIv1___Sc0000003	14416212	14421457	+	5246	17	10	25	21	63
lncRNA_1930	Pocillopora_meandrina_HIv1___Sc0000003	14425419	14433029	+	7611	105	55	0	10	867
lncRNA_1931	Pocillopora_meandrina_HIv1___Sc0000003	14657311	14658074	+	764	126	248	36	0	177
lncRNA_1932	Pocillopora_meandrina_HIv1___Sc0000003	14462878	14463496	+	619	32	0	0	4	4
lncRNA_1933	Pocillopora_meandrina_HIv1___Sc0000003	14816297	14828456	+	12160	8	2	14	0	10
lncRNA_1934	Pocillopora_meandrina_HIv1___Sc0000003	14991118	14992052	+	935	238	76	715	44	302
lncRNA_1935	Pocillopora_meandrina_HIv1___Sc0000003	14992739	14993776	+	1038	479	5	82	8	43
lncRNA_1936	Pocillopora_meandrina_HIv1___Sc0000003	15144431	15149042	+	4612	0	72	41	32	2
lncRNA_1937	Pocillopora_meandrina_HIv1___Sc0000003	15145890	15149042	+	3153	0	0	0	0	0
lncRNA_1938	Pocillopora_meandrina_HIv1___Sc0000003	15205981	15207970	+	1990	286	182	186	159	168
lncRNA_1939	Pocillopora_meandrina_HIv1___Sc0000003	15393756	15394068	+	313	0	32	0	7	0
lncRNA_1940	Pocillopora_meandrina_HIv1___Sc0000003	15647965	15649860	+	1896	0	0	10	4	7
lncRNA_1941	Pocillopora_meandrina_HIv1___Sc0000003	15649397	15652690	+	3294	0	0	125	77	0
lncRNA_1942	Pocillopora_meandrina_HIv1___Sc0000003	15721721	15723776	+	2056	14	620	3	208	114
lncRNA_1943	Pocillopora_meandrina_HIv1___Sc0000003	15755994	15756521	+	528	3	339	0	29	70
lncRNA_1944	Pocillopora_meandrina_HIv1___Sc0000003	15822287	15825206	+	2920	23	744	14	286	441
lncRNA_1945	Pocillopora_meandrina_HIv1___Sc0000003	15903208	15904085	+	878	0	21	0	34	19
lncRNA_1946	Pocillopora_meandrina_HIv1___Sc0000003	16011185	16018285	+	7101	31	43	31	43	37
lncRNA_1947	Pocillopora_meandrina_HIv1___Sc0000003	16053098	16054161	+	1064	39	37	119	38	37
lncRNA_1948	Pocillopora_meandrina_HIv1___Sc0000003	16862523	16863973	+	1451	6	8	6	2	3
lncRNA_1949	Pocillopora_meandrina_HIv1___Sc0000003	17124715	17125810	+	1096	0	3	0	54	2
lncRNA_1950	Pocillopora_meandrina_HIv1___Sc0000003	17251907	17252193	+	287	0	19	6	11	5
lncRNA_1951	Pocillopora_meandrina_HIv1___Sc0000003	17499236	17499556	+	321	0	13	55	29	0
lncRNA_1952	Pocillopora_meandrina_HIv1___Sc0000003	17656384	17715119	+	58736	320	365	473	189	760
lncRNA_1953	Pocillopora_meandrina_HIv1___Sc0000003	17713049	17713650	+	602	0	0	0	0	0
lncRNA_1954	Pocillopora_meandrina_HIv1___Sc0000003	17713049	17713956	+	908	0	0	0	0	0
lncRNA_1955	Pocillopora_meandrina_HIv1___Sc0000003	17713077	17713956	+	880	0	0	0	0	0
lncRNA_1956	Pocillopora_meandrina_HIv1___Sc0000003	18355877	18356088	+	212	0	8	0	16	0
lncRNA_1957	Pocillopora_meandrina_HIv1___Sc0000003	18461178	18464333	+	3156	296	53	58	20	18
lncRNA_1958	Pocillopora_meandrina_HIv1___Sc0000003	18830455	18852153	+	21699	8	0	22	18	36
lncRNA_1959	Pocillopora_meandrina_HIv1___Sc0000003	18840461	18881906	+	41446	15	22	56	65	91
lncRNA_1960	Pocillopora_meandrina_HIv1___Sc0000003	18953774	18955108	+	1335	52	21	0	9	0
lncRNA_1961	Pocillopora_meandrina_HIv1___Sc0000003	19078912	19082971	+	4060	0	182	144	231	0
lncRNA_1962	Pocillopora_meandrina_HIv1___Sc0000003	19084659	19084897	+	239	0	4	0	43	0
lncRNA_1963	Pocillopora_meandrina_HIv1___Sc0000003	19085742	19087152	+	1411	0	24	290	255	0
lncRNA_1964	Pocillopora_meandrina_HIv1___Sc0000003	19117475	19118194	+	720	33	16	89	24	3
lncRNA_1965	Pocillopora_meandrina_HIv1___Sc0000003	19123621	19124073	+	453	11	53	30	10	4
lncRNA_1966	Pocillopora_meandrina_HIv1___Sc0000003	19162905	19164184	+	1280	0	1	123	0	0
lncRNA_1967	Pocillopora_meandrina_HIv1___Sc0000003	19327985	19331436	+	3452	0	0	165	0	0
lncRNA_1968	Pocillopora_meandrina_HIv1___Sc0000003	292696	293519	+	824	44	140	138	206	127
lncRNA_1969	Pocillopora_meandrina_HIv1___Sc0000003	323090	326251	+	3162	0	2	3	1	6
lncRNA_1970	Pocillopora_meandrina_HIv1___Sc0000003	324058	326251	+	2194	0	0	0	0	0
lncRNA_1971	Pocillopora_meandrina_HIv1___Sc0000003	325416	326251	+	836	0	0	0	0	0
lncRNA_1972	Pocillopora_meandrina_HIv1___Sc0000003	653914	658516	+	4603	10	2	18	0	0
lncRNA_1973	Pocillopora_meandrina_HIv1___Sc0000003	693257	693696	+	440	0	8	0	22	0
lncRNA_1974	Pocillopora_meandrina_HIv1___Sc0000003	705030	705986	+	957	14113	13168	17937	16317	10488
lncRNA_1975	Pocillopora_meandrina_HIv1___Sc0000003	721110	722260	+	1151	80	55	144	88	72
lncRNA_1976	Pocillopora_meandrina_HIv1___Sc0000003	905992	906459	+	468	212	242	184	372	104
lncRNA_1977	Pocillopora_meandrina_HIv1___Sc0000003	1054074	1066557	+	12484	121	97	144	169	91
lncRNA_1978	Pocillopora_meandrina_HIv1___Sc0000003	1163967	1174791	+	10825	350	521	498	527	260
lncRNA_1979	Pocillopora_meandrina_HIv1___Sc0000003	1230433	1231200	+	768	2	45	7	34	19
lncRNA_1980	Pocillopora_meandrina_HIv1___Sc0000003	1562625	1581089	+	18465	51	2	22	314	15
lncRNA_1981	Pocillopora_meandrina_HIv1___Sc0000003	1564833	1583234	+	18402	0	0	0	0	0
lncRNA_1982	Pocillopora_meandrina_HIv1___Sc0000003	1576953	1583234	+	6282	0	0	0	0	0
lncRNA_1983	Pocillopora_meandrina_HIv1___Sc0000003	1574735	1576798	+	2064	0	0	0	0	0
lncRNA_1984	Pocillopora_meandrina_HIv1___Sc0000003	1599073	1601915	+	2843	0	0	0	0	0
lncRNA_1985	Pocillopora_meandrina_HIv1___Sc0000003	1599162	1601915	+	2754	0	0	0	0	0
lncRNA_1986	Pocillopora_meandrina_HIv1___Sc0000003	1936252	1938769	+	2518	1	0	202	135	31
lncRNA_1987	Pocillopora_meandrina_HIv1___Sc0000003	2086051	2089930	+	3880	10	15	32	37	24
lncRNA_1988	Pocillopora_meandrina_HIv1___Sc0000003	2148478	2149254	+	777	3	84	9	5	2
lncRNA_1989	Pocillopora_meandrina_HIv1___Sc0000003	2474443	2475720	+	1278	2	185	4	1	4
lncRNA_1990	Pocillopora_meandrina_HIv1___Sc0000003	2671038	2673578	+	2541	0	0	0	0	0
lncRNA_1991	Pocillopora_meandrina_HIv1___Sc0000003	2674130	2676289	+	2160	0	0	0	0	0
lncRNA_1992	Pocillopora_meandrina_HIv1___Sc0000003	2686557	2688400	+	1844	0	0	0	0	0
lncRNA_1993	Pocillopora_meandrina_HIv1___Sc0000003	2686630	2688400	+	1771	0	0	0	0	0
lncRNA_1994	Pocillopora_meandrina_HIv1___Sc0000003	2851695	2852377	+	683	12	5	34	36	0
lncRNA_1995	Pocillopora_meandrina_HIv1___Sc0000003	3076068	3076856	+	789	0	14	0	46	0
lncRNA_1996	Pocillopora_meandrina_HIv1___Sc0000003	3298494	3299614	+	1121	58	6	8	9	55
lncRNA_1997	Pocillopora_meandrina_HIv1___Sc0000003	3348851	3351870	+	3020	17	0	1	0	7
lncRNA_1998	Pocillopora_meandrina_HIv1___Sc0000003	3488152	3488435	+	284	15	75	0	0	51
lncRNA_1999	Pocillopora_meandrina_HIv1___Sc0000003	3491753	3492223	+	471	8	29	8	0	35
lncRNA_2000	Pocillopora_meandrina_HIv1___Sc0000003	3493885	3498292	+	4408	104	50	100	139	625
lncRNA_2001	Pocillopora_meandrina_HIv1___Sc0000003	3745765	3746607	+	843	210	251	160	427	402
lncRNA_2002	Pocillopora_meandrina_HIv1___Sc0000003	3979680	3980508	+	829	9	30	5	0	0
lncRNA_2003	Pocillopora_meandrina_HIv1___Sc0000003	4381100	4393996	+	12897	11	0	28	187	111
lncRNA_2004	Pocillopora_meandrina_HIv1___Sc0000003	4412234	4413802	+	1569	0	1	3	43	0
lncRNA_2005	Pocillopora_meandrina_HIv1___Sc0000003	4577546	4606156	+	28611	3	8	2	35	0
lncRNA_2006	Pocillopora_meandrina_HIv1___Sc0000003	4651905	4700204	+	48300	68	15	264	279	137
lncRNA_2007	Pocillopora_meandrina_HIv1___Sc0000003	4774202	4774410	+	209	17	0	20	43	27
lncRNA_2008	Pocillopora_meandrina_HIv1___Sc0000003	4844468	4863875	+	19408	8	18	80	123	42
lncRNA_2009	Pocillopora_meandrina_HIv1___Sc0000003	5013231	5014331	+	1101	558	210	562	349	655
lncRNA_2010	Pocillopora_meandrina_HIv1___Sc0000003	5338743	5339600	+	858	6	12	0	0	35
lncRNA_2011	Pocillopora_meandrina_HIv1___Sc0000003	5399899	5409079	+	9181	0	6	0	171	321
lncRNA_2012	Pocillopora_meandrina_HIv1___Sc0000003	5626421	5627794	+	1374	51	39	0	51	72
lncRNA_2013	Pocillopora_meandrina_HIv1___Sc0000003	5809333	5809565	+	233	0	20	4	0	6
lncRNA_2014	Pocillopora_meandrina_HIv1___Sc0000003	5850128	5850638	+	511	17	143	1315	1648	56
lncRNA_2015	Pocillopora_meandrina_HIv1___Sc0000003	5851877	5852589	+	713	19	38	15	176	0
lncRNA_2016	Pocillopora_meandrina_HIv1___Sc0000003	5858411	5861132	+	2722	0	0	2	0	0
lncRNA_2017	Pocillopora_meandrina_HIv1___Sc0000003	5859118	5861132	+	2015	0	0	0	0	0
lncRNA_2018	Pocillopora_meandrina_HIv1___Sc0000003	5912504	5915831	+	3328	90	62	59	11	14
lncRNA_2019	Pocillopora_meandrina_HIv1___Sc0000003	6530004	6530909	+	906	69	20	64	11	67
lncRNA_2020	Pocillopora_meandrina_HIv1___Sc0000003	6534832	6537104	+	2273	69	40	86	29	0
lncRNA_2021	Pocillopora_meandrina_HIv1___Sc0000003	6553358	6563719	+	10362	1566	478	1985	798	574
lncRNA_2022	Pocillopora_meandrina_HIv1___Sc0000003	6794975	6796963	+	1989	5	0	0	0	0
lncRNA_2023	Pocillopora_meandrina_HIv1___Sc0000003	6795036	6796963	+	1928	0	0	0	0	0
lncRNA_2024	Pocillopora_meandrina_HIv1___Sc0000003	6798429	6800773	+	2345	40	0	24	0	19
lncRNA_2025	Pocillopora_meandrina_HIv1___Sc0000003	6918339	6919020	+	682	40	0	4	6	5
lncRNA_2026	Pocillopora_meandrina_HIv1___Sc0000003	7071907	7078653	+	6747	0	4	10	10	4
lncRNA_2027	Pocillopora_meandrina_HIv1___Sc0000003	7072087	7078653	+	6567	0	0	0	0	0
lncRNA_2028	Pocillopora_meandrina_HIv1___Sc0000003	7417007	7422387	+	5381	62	63	112	113	64
lncRNA_2029	Pocillopora_meandrina_HIv1___Sc0000003	7418521	7422387	+	3867	0	0	0	0	0
lncRNA_2030	Pocillopora_meandrina_HIv1___Sc0000003	7601757	7605377	+	3621	82	159	228	63	176
lncRNA_2031	Pocillopora_meandrina_HIv1___Sc0000003	8076986	8079008	+	2023	12	16	73	98	22
lncRNA_2032	Pocillopora_meandrina_HIv1___Sc0000003	8132800	8134277	+	1478	170	125	265	93	88
lncRNA_2033	Pocillopora_meandrina_HIv1___Sc0000003	8426685	8437566	+	10882	0	0	1	0	0
lncRNA_2034	Pocillopora_meandrina_HIv1___Sc0000003	8426804	8437566	+	10763	0	0	0	0	0
lncRNA_2035	Pocillopora_meandrina_HIv1___Sc0000003	8426860	8437566	+	10707	0	0	0	0	0
lncRNA_2036	Pocillopora_meandrina_HIv1___Sc0000003	8434594	8437566	+	2973	0	0	0	0	0
lncRNA_2037	Pocillopora_meandrina_HIv1___Sc0000003	8447121	8456460	+	9340	277	0	1	106	48
lncRNA_2038	Pocillopora_meandrina_HIv1___Sc0000003	8452878	8456460	+	3583	0	0	0	0	0
lncRNA_2039	Pocillopora_meandrina_HIv1___Sc0000003	8449412	8450132	+	721	0	0	0	0	0
lncRNA_2040	Pocillopora_meandrina_HIv1___Sc0000003	8793429	8794921	+	1493	33	21	6	6	52
lncRNA_2041	Pocillopora_meandrina_HIv1___Sc0000003	8807136	8809150	+	2015	13	2	8	0	0
lncRNA_2042	Pocillopora_meandrina_HIv1___Sc0000003	9103104	9120668	+	17565	0	0	0	0	0
lncRNA_2043	Pocillopora_meandrina_HIv1___Sc0000003	9103117	9120630	+	17514	0	0	0	0	0
lncRNA_2044	Pocillopora_meandrina_HIv1___Sc0000003	9655367	9659665	+	4299	268	280	392	280	144
lncRNA_2045	Pocillopora_meandrina_HIv1___Sc0000003	9683693	9687041	+	3349	8	12	0	23	4
lncRNA_2046	Pocillopora_meandrina_HIv1___Sc0000003	9707898	9720109	+	12212	617	591	949	756	804
lncRNA_2047	Pocillopora_meandrina_HIv1___Sc0000003	9830938	9832006	+	1069	19	7	3	18	0
lncRNA_2048	Pocillopora_meandrina_HIv1___Sc0000003	9970341	9970843	+	503	14	1	10	5	15
lncRNA_2049	Pocillopora_meandrina_HIv1___Sc0000003	10062975	10066267	+	3293	0	0	0	0	0
lncRNA_2050	Pocillopora_meandrina_HIv1___Sc0000003	10062975	10069702	+	6728	0	0	0	0	0
lncRNA_2051	Pocillopora_meandrina_HIv1___Sc0000003	10062975	10069702	+	6728	0	0	0	0	0
lncRNA_2052	Pocillopora_meandrina_HIv1___Sc0000003	10296467	10297339	+	873	19	7	2	14	21
lncRNA_2053	Pocillopora_meandrina_HIv1___Sc0000003	10362759	10364976	+	2218	128	190	138	67	153
lncRNA_2054	Pocillopora_meandrina_HIv1___Sc0000003	10765037	10765953	+	917	18	0	0	0	0
lncRNA_2055	Pocillopora_meandrina_HIv1___Sc0000003	12481390	12485284	+	3895	40	57	33	64	26
lncRNA_2056	Pocillopora_meandrina_HIv1___Sc0000003	12516304	12517526	+	1223	451	6	20	277	10
lncRNA_2057	Pocillopora_meandrina_HIv1___Sc0000003	12653245	12695265	+	42021	0	3	0	0	0
lncRNA_2058	Pocillopora_meandrina_HIv1___Sc0000003	12653322	12783440	+	130119	0	0	0	0	0
lncRNA_2059	Pocillopora_meandrina_HIv1___Sc0000003	12653361	12786819	+	133459	0	0	0	0	0
lncRNA_2060	Pocillopora_meandrina_HIv1___Sc0000003	12653613	12654293	+	681	0	0	0	0	0
lncRNA_2061	Pocillopora_meandrina_HIv1___Sc0000003	12653613	12744922	+	91310	0	0	0	0	0
lncRNA_2062	Pocillopora_meandrina_HIv1___Sc0000003	12653613	12783440	+	129828	0	0	0	0	0
lncRNA_2063	Pocillopora_meandrina_HIv1___Sc0000003	12654695	12697346	+	42652	0	0	0	0	0
lncRNA_2064	Pocillopora_meandrina_HIv1___Sc0000003	12655022	12656236	+	1215	0	0	0	0	0
lncRNA_2065	Pocillopora_meandrina_HIv1___Sc0000003	12655022	12695265	+	40244	0	0	0	0	0
lncRNA_2066	Pocillopora_meandrina_HIv1___Sc0000003	12741742	12786169	+	44428	0	0	0	0	0
lncRNA_2067	Pocillopora_meandrina_HIv1___Sc0000003	12741876	12783440	+	41565	0	0	0	0	0
lncRNA_2068	Pocillopora_meandrina_HIv1___Sc0000003	12741929	12744922	+	2994	0	0	0	0	0
lncRNA_2069	Pocillopora_meandrina_HIv1___Sc0000003	12741929	12783440	+	41512	0	0	0	0	0
lncRNA_2070	Pocillopora_meandrina_HIv1___Sc0000003	12741929	12783440	+	41512	0	0	0	0	0
lncRNA_2071	Pocillopora_meandrina_HIv1___Sc0000003	12746594	12786819	+	40226	0	0	0	0	0
lncRNA_2072	Pocillopora_meandrina_HIv1___Sc0000003	12780520	12781766	+	1247	0	0	0	0	0
lncRNA_2073	Pocillopora_meandrina_HIv1___Sc0000003	12785076	12786169	+	1094	0	0	0	0	0
lncRNA_2074	Pocillopora_meandrina_HIv1___Sc0000003	12812185	12815644	+	3460	211	925	180	370	573
lncRNA_2075	Pocillopora_meandrina_HIv1___Sc0000003	12813230	12813829	+	600	0	0	0	0	0
lncRNA_2076	Pocillopora_meandrina_HIv1___Sc0000003	12276266	12277243	+	978	32	36	6	0	0
lncRNA_2077	Pocillopora_meandrina_HIv1___Sc0000003	12294988	12296772	+	1785	1	2	0	44	0
lncRNA_2078	Pocillopora_meandrina_HIv1___Sc0000003	12639481	12640762	+	1282	30	18	29	66	22
lncRNA_2079	Pocillopora_meandrina_HIv1___Sc0000003	12712175	12713390	+	1216	0	0	0	0	0
lncRNA_2080	Pocillopora_meandrina_HIv1___Sc0000003	12826733	12827875	+	1143	11	0	59	4	0
lncRNA_2081	Pocillopora_meandrina_HIv1___Sc0000003	12907781	12908071	+	291	0	1	92	23	114
lncRNA_2082	Pocillopora_meandrina_HIv1___Sc0000003	13232525	13233456	+	932	0	0	17	0	0
lncRNA_2083	Pocillopora_meandrina_HIv1___Sc0000003	13495510	13497250	+	1741	0	14	0	110	0
lncRNA_2084	Pocillopora_meandrina_HIv1___Sc0000003	13857718	13858287	+	570	0	0	0	0	0
lncRNA_2085	Pocillopora_meandrina_HIv1___Sc0000003	13921717	13922138	+	422	118	358	35	17	132
