Coords	Name	MIRNA	sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-57-S1-TP2-fastp-adapters-polyG-31bp-merged
Pocillopora_meandrina_HIv1___Sc0000003:10771888-10772322	Cluster_1283	N	1	146	220	73	4
Pocillopora_meandrina_HIv1___Sc0000003:10853899-10854328	Cluster_1284	N	0	14	0	308	3
Pocillopora_meandrina_HIv1___Sc0000003:10898397-10898826	Cluster_1285	N	18	21	37	14	8
Pocillopora_meandrina_HIv1___Sc0000003:10984914-10985340	Cluster_1286	N	36	68	1	42	29
Pocillopora_meandrina_HIv1___Sc0000003:11272564-11273266	Cluster_1287	N	213	32	93	101	24
Pocillopora_meandrina_HIv1___Sc0000003:11273554-11274023	Cluster_1288	N	195	30	95	87	41
Pocillopora_meandrina_HIv1___Sc0000003:11275061-11275491	Cluster_1289	N	2653	17	18	13	6
Pocillopora_meandrina_HIv1___Sc0000003:11276324-11276792	Cluster_1290	N	344	28	34	38	8
Pocillopora_meandrina_HIv1___Sc0000003:11282947-11283364	Cluster_1291	N	23	16	12	120	5
Pocillopora_meandrina_HIv1___Sc0000003:11284624-11285051	Cluster_1292	N	50	11	20	14	14
Pocillopora_meandrina_HIv1___Sc0000003:11286345-11286753	Cluster_1293	N	87	9	55	43	20
Pocillopora_meandrina_HIv1___Sc0000003:11288132-11288615	Cluster_1294	N	237	31	111	159	23
Pocillopora_meandrina_HIv1___Sc0000003:11289719-11290158	Cluster_1295	N	111	20	76	39	0
Pocillopora_meandrina_HIv1___Sc0000003:11295745-11296301	Cluster_1296	N	1898	142	68	119	82
Pocillopora_meandrina_HIv1___Sc0000003:11296950-11298727	Cluster_1297	N	730	462	748	1685	269
Pocillopora_meandrina_HIv1___Sc0000003:11304922-11305468	Cluster_1298	N	1291	46	3572	317	584
Pocillopora_meandrina_HIv1___Sc0000003:11310298-11312559	Cluster_1299	N	2410	103	1930	2248	88
Pocillopora_meandrina_HIv1___Sc0000003:11313832-11314259	Cluster_1300	N	1	101	1	11	0
Pocillopora_meandrina_HIv1___Sc0000003:11321068-11322166	Cluster_1301	N	3140	424	1574	659	172
Pocillopora_meandrina_HIv1___Sc0000003:11335082-11335508	Cluster_1302	N	178	57	30	1	3
Pocillopora_meandrina_HIv1___Sc0000003:11335681-11336086	Cluster_1303	N	124	94	88	4	1
Pocillopora_meandrina_HIv1___Sc0000003:11337086-11337639	Cluster_1304	N	274	102	113	2	6
Pocillopora_meandrina_HIv1___Sc0000003:11345275-11345703	Cluster_1305	N	145	12	35	35	13
Pocillopora_meandrina_HIv1___Sc0000003:11346861-11347354	Cluster_1306	N	2303	10	25	3	78
Pocillopora_meandrina_HIv1___Sc0000003:11353870-11354297	Cluster_1307	N	128	9	23	34	19
Pocillopora_meandrina_HIv1___Sc0000003:11358732-11359162	Cluster_1308	N	147	1	30	31	12
Pocillopora_meandrina_HIv1___Sc0000003:11363153-11363582	Cluster_1309	N	192	42	178	89	14
Pocillopora_meandrina_HIv1___Sc0000003:11363737-11364796	Cluster_1310	N	5213	1705	3544	4434	959
Pocillopora_meandrina_HIv1___Sc0000003:11365010-11366395	Cluster_1311	N	1882	95	1238	369	157
Pocillopora_meandrina_HIv1___Sc0000003:11378928-11380102	Cluster_1312	N	203	81	143	464	40
Pocillopora_meandrina_HIv1___Sc0000003:11380313-11380819	Cluster_1313	N	302	23	84	288	21
Pocillopora_meandrina_HIv1___Sc0000003:11380835-11381261	Cluster_1314	N	42	19	54	58	15
Pocillopora_meandrina_HIv1___Sc0000003:11381271-11381806	Cluster_1315	N	166	51	73	122	15
Pocillopora_meandrina_HIv1___Sc0000003:11381813-11382240	Cluster_1316	N	98	22	63	49	22
Pocillopora_meandrina_HIv1___Sc0000003:11385940-11386361	Cluster_1317	N	65	17	22	21	15
Pocillopora_meandrina_HIv1___Sc0000003:11386437-11387560	Cluster_1318	N	181	71	149	219	85
Pocillopora_meandrina_HIv1___Sc0000003:11387865-11388471	Cluster_1319	N	169	363	102	165	400
Pocillopora_meandrina_HIv1___Sc0000003:11401628-11402659	Cluster_1320	N	150	156	41	125	49
Pocillopora_meandrina_HIv1___Sc0000003:11403222-11403650	Cluster_1321	N	85	43	16	25	7
Pocillopora_meandrina_HIv1___Sc0000003:11404422-11404953	Cluster_1322	N	444	321	645	572	73
Pocillopora_meandrina_HIv1___Sc0000003:11405600-11406230	Cluster_1323	N	164	18	2	183	161
Pocillopora_meandrina_HIv1___Sc0000003:11406949-11407876	Cluster_1324	N	67	590	75	148	20
Pocillopora_meandrina_HIv1___Sc0000003:11415939-11417910	Cluster_1325	N	2375	767	1668	685	214
Pocillopora_meandrina_HIv1___Sc0000003:11418446-11419827	Cluster_1326	N	609	572	212	30	139
Pocillopora_meandrina_HIv1___Sc0000003:11419882-11420308	Cluster_1327	N	99	25	0	0	12
Pocillopora_meandrina_HIv1___Sc0000003:11420788-11422514	Cluster_1328	N	1479	402	65	6	254
Pocillopora_meandrina_HIv1___Sc0000003:11422533-11423478	Cluster_1329	N	924	347	731	50	157
Pocillopora_meandrina_HIv1___Sc0000003:11423483-11424351	Cluster_1330	N	271	140	517	101	30
Pocillopora_meandrina_HIv1___Sc0000003:11424552-11426547	Cluster_1331	N	1072	410	1408	448	159
Pocillopora_meandrina_HIv1___Sc0000003:11427353-11427761	Cluster_1332	N	69	4	0	1	7
Pocillopora_meandrina_HIv1___Sc0000003:11428422-11428852	Cluster_1333	N	851	30	1	0	57
Pocillopora_meandrina_HIv1___Sc0000003:11430182-11430731	Cluster_1334	N	1197	308	1365	1255	150
Pocillopora_meandrina_HIv1___Sc0000003:11430802-11431829	Cluster_1335	N	778	414	1688	1366	138
Pocillopora_meandrina_HIv1___Sc0000003:11432031-11432913	Cluster_1336	N	1196	426	1468	1340	207
Pocillopora_meandrina_HIv1___Sc0000003:11433933-11435134	Cluster_1337	N	804	214	790	760	139
Pocillopora_meandrina_HIv1___Sc0000003:11436258-11436994	Cluster_1338	N	787	368	1354	1351	70
Pocillopora_meandrina_HIv1___Sc0000003:11535301-11535725	Cluster_1339	N	5	56	1	32	1
Pocillopora_meandrina_HIv1___Sc0000003:11639372-11639857	Cluster_1340	N	694	563	1	46	36
Pocillopora_meandrina_HIv1___Sc0000003:11689765-11690191	Cluster_1341	N	35	39	5	44	10
Pocillopora_meandrina_HIv1___Sc0000003:11710129-11710557	Cluster_1342	N	72	2	11	473	18
Pocillopora_meandrina_HIv1___Sc0000003:11727877-11728296	Cluster_1343	N	13	49	39	45	102
Pocillopora_meandrina_HIv1___Sc0000003:11894004-11894429	Cluster_1344	N	1	0	151	0	2
Pocillopora_meandrina_HIv1___Sc0000003:12068300-12068733	Cluster_1345	N	0	17	285	0	47
Pocillopora_meandrina_HIv1___Sc0000003:12280391-12280819	Cluster_1346	N	0	1	3	369	33
Pocillopora_meandrina_HIv1___Sc0000003:12328371-12328793	Cluster_1347	N	64	3	5	3	5
Pocillopora_meandrina_HIv1___Sc0000003:12328987-12329394	Cluster_1348	N	7	28	0	3	56
Pocillopora_meandrina_HIv1___Sc0000003:12332383-12332813	Cluster_1349	N	219	23	100	11	1
Pocillopora_meandrina_HIv1___Sc0000003:12356920-12357347	Cluster_1350	N	89	32	20	61	52
Pocillopora_meandrina_HIv1___Sc0000003:12463515-12464186	Cluster_1351	N	92	521	75	286	56
Pocillopora_meandrina_HIv1___Sc0000003:12466781-12467412	Cluster_1352	N	132	36	118	25	7
Pocillopora_meandrina_HIv1___Sc0000003:12564107-12564536	Cluster_1353	N	117	26	62	35	40
Pocillopora_meandrina_HIv1___Sc0000003:12565210-12565747	Cluster_1354	N	135	30	106	79	41
Pocillopora_meandrina_HIv1___Sc0000003:12586001-12586513	Cluster_1355	N	113	7	239	35	5
Pocillopora_meandrina_HIv1___Sc0000003:12599695-12600122	Cluster_1356	N	16	12	166	3	9
Pocillopora_meandrina_HIv1___Sc0000003:12639739-12640148	Cluster_1357	N	33	0	38	0	16
Pocillopora_meandrina_HIv1___Sc0000003:12711306-12711720	Cluster_1358	N	3	3	3	27	73
Pocillopora_meandrina_HIv1___Sc0000003:12928740-12930446	Cluster_1359	N	822	284	487	435	121
Pocillopora_meandrina_HIv1___Sc0000003:12931370-12932839	Cluster_1360	N	5958	2148	2345	4579	2083
Pocillopora_meandrina_HIv1___Sc0000003:13055954-13056371	Cluster_1361	N	11	25	12	29	72
Pocillopora_meandrina_HIv1___Sc0000003:13171766-13172167	Cluster_1362	N	4	0	20	112	6
Pocillopora_meandrina_HIv1___Sc0000003:13330462-13330933	Cluster_1363	N	182	1	20	0	0
Pocillopora_meandrina_HIv1___Sc0000003:13331910-13332520	Cluster_1364	N	2541	68	56	3	184
Pocillopora_meandrina_HIv1___Sc0000003:13340424-13340843	Cluster_1365	N	14	12	4	65	4
Pocillopora_meandrina_HIv1___Sc0000003:13396051-13397593	Cluster_1366	N	143	554	27	1612	523
Pocillopora_meandrina_HIv1___Sc0000003:13398147-13398574	Cluster_1367	N	38	34	74	25	6
Pocillopora_meandrina_HIv1___Sc0000003:13398692-13399927	Cluster_1368	N	558	503	738	1020	365
Pocillopora_meandrina_HIv1___Sc0000003:13490963-13491386	Cluster_1369	N	6	7	13	90	1
Pocillopora_meandrina_HIv1___Sc0000003:13511110-13511534	Cluster_1370	N	93	5	6	1	3
Pocillopora_meandrina_HIv1___Sc0000003:13577334-13578578	Cluster_1371	N	194	154	112	1007	40
Pocillopora_meandrina_HIv1___Sc0000003:13610033-13610462	Cluster_1372	N	18	125	1	0	3
Pocillopora_meandrina_HIv1___Sc0000003:13659589-13660016	Cluster_1373	N	19	14	126	8	13
Pocillopora_meandrina_HIv1___Sc0000003:13680820-13681240	Cluster_1374	N	86	1	0	90	43
Pocillopora_meandrina_HIv1___Sc0000003:13841495-13841922	Cluster_1375	N	0	0	83	0	2
Pocillopora_meandrina_HIv1___Sc0000003:13864481-13864908	Cluster_1376	N	1	130	0	1	0
Pocillopora_meandrina_HIv1___Sc0000003:13891542-13891952	Cluster_1377	N	39	12	43	33	15
Pocillopora_meandrina_HIv1___Sc0000003:13907614-13908040	Cluster_1378	N	20	0	0	169	0
Pocillopora_meandrina_HIv1___Sc0000003:13952701-13954242	Cluster_1379	N	449	71	491	153	161
Pocillopora_meandrina_HIv1___Sc0000003:13954453-13955208	Cluster_1380	N	65	8	410	85	46
Pocillopora_meandrina_HIv1___Sc0000003:13955885-13956926	Cluster_1381	N	222	30	261	214	112
Pocillopora_meandrina_HIv1___Sc0000003:13957064-13958054	Cluster_1382	N	303	103	196	378	106
Pocillopora_meandrina_HIv1___Sc0000003:13958176-13958667	Cluster_1383	N	106	42	181	68	59
Pocillopora_meandrina_HIv1___Sc0000003:13966898-13967322	Cluster_1384	N	54	5	23	14	5
Pocillopora_meandrina_HIv1___Sc0000003:13990007-13990434	Cluster_1385	N	1	0	86	4	1
Pocillopora_meandrina_HIv1___Sc0000003:14079938-14080485	Cluster_1386	N	74	20	183	62	557
Pocillopora_meandrina_HIv1___Sc0000003:14080570-14081562	Cluster_1387	N	342	96	212	367	101
Pocillopora_meandrina_HIv1___Sc0000003:14081697-14082741	Cluster_1388	N	223	44	256	246	85
Pocillopora_meandrina_HIv1___Sc0000003:14083663-14084097	Cluster_1389	N	42	4	484	57	14
Pocillopora_meandrina_HIv1___Sc0000003:14084348-14085920	Cluster_1390	N	1562	65	447	1345	754
Pocillopora_meandrina_HIv1___Sc0000003:14165185-14165662	Cluster_1391	N	6	0	7	305	2
Pocillopora_meandrina_HIv1___Sc0000003:14220817-14221247	Cluster_1392	N	2	0	159	0	139
Pocillopora_meandrina_HIv1___Sc0000003:14221275-14221702	Cluster_1393	N	27	85	155	0	56
Pocillopora_meandrina_HIv1___Sc0000003:14274954-14275375	Cluster_1394	N	47	87	0	241	40
Pocillopora_meandrina_HIv1___Sc0000003:14363055-14363483	Cluster_1395	N	351	1	5	0	65
Pocillopora_meandrina_HIv1___Sc0000003:14394453-14394954	Cluster_1396	N	26	104	67	3	3
Pocillopora_meandrina_HIv1___Sc0000003:14400475-14400896	Cluster_1397	N	83	3	4	2	0
Pocillopora_meandrina_HIv1___Sc0000003:14417208-14417844	Cluster_1398	N	168	139	76	492	163
Pocillopora_meandrina_HIv1___Sc0000003:14422810-14423791	Cluster_1399	N	849	79	466	561	134
Pocillopora_meandrina_HIv1___Sc0000003:14456836-14457261	Cluster_1400	N	97	22	78	118	64
Pocillopora_meandrina_HIv1___Sc0000003:14530563-14530993	Cluster_1401	N	216	4	9	26	4
Pocillopora_meandrina_HIv1___Sc0000003:14540688-14541196	Cluster_1402	N	20	140	182	312	111
Pocillopora_meandrina_HIv1___Sc0000003:14577884-14578311	Cluster_1403	N	67	11	19	0	5
Pocillopora_meandrina_HIv1___Sc0000003:14586087-14586514	Cluster_1404	N	18	48	0	4	163
Pocillopora_meandrina_HIv1___Sc0000003:14666900-14667348	Cluster_1405	N	8	42	349	3	4
Pocillopora_meandrina_HIv1___Sc0000003:14667551-14668885	Cluster_1406	N	2	28	1469	3	3
Pocillopora_meandrina_HIv1___Sc0000003:14670104-14670513	Cluster_1407	N	2	38	112	0	17
Pocillopora_meandrina_HIv1___Sc0000003:14733119-14733547	Cluster_1408	N	0	2	398	242	0
Pocillopora_meandrina_HIv1___Sc0000003:14745334-14746977	Cluster_1409	N	215	308	1293	2191	72
Pocillopora_meandrina_HIv1___Sc0000003:14748358-14748780	Cluster_1410	N	87	22	157	82	44
Pocillopora_meandrina_HIv1___Sc0000003:14754053-14754689	Cluster_1411	N	19	0	103	124	0
Pocillopora_meandrina_HIv1___Sc0000003:14755385-14755813	Cluster_1412	N	94	4	29	18	3
Pocillopora_meandrina_HIv1___Sc0000003:14760292-14760716	Cluster_1413	N	1	6	4	219	3
Pocillopora_meandrina_HIv1___Sc0000003:14763327-14763755	Cluster_1414	N	1	0	274	0	0
Pocillopora_meandrina_HIv1___Sc0000003:14764345-14764773	Cluster_1415	N	131	0	0	14	1
Pocillopora_meandrina_HIv1___Sc0000003:14792339-14793038	Cluster_1416	N	6	34	245	559	48
Pocillopora_meandrina_HIv1___Sc0000003:14869035-14869462	Cluster_1417	N	8	23	204	6	0
Pocillopora_meandrina_HIv1___Sc0000003:14949573-14950173	Cluster_1418	N	744	274	172	50	251
Pocillopora_meandrina_HIv1___Sc0000003:14950325-14950752	Cluster_1419	N	11	7	65	54	10
Pocillopora_meandrina_HIv1___Sc0000003:15161443-15161915	Cluster_1420	N	2	3	3	169	0
Pocillopora_meandrina_HIv1___Sc0000003:15161969-15162397	Cluster_1421	N	6	22	2	189	0
Pocillopora_meandrina_HIv1___Sc0000003:15162903-15163330	Cluster_1422	N	1	9	0	170	0
Pocillopora_meandrina_HIv1___Sc0000003:15172910-15173338	Cluster_1423	N	16	1	9	1366	2
Pocillopora_meandrina_HIv1___Sc0000003:15174102-15174529	Cluster_1424	N	18	1	42	9	9
Pocillopora_meandrina_HIv1___Sc0000003:15177574-15178003	Cluster_1425	N	155	50	80	50	66
Pocillopora_meandrina_HIv1___Sc0000003:15183103-15183550	Cluster_1426	N	6	1360	4	24	18
Pocillopora_meandrina_HIv1___Sc0000003:15184557-15184986	Cluster_1427	N	92	7	3	39	2
Pocillopora_meandrina_HIv1___Sc0000003:15261067-15261502	Cluster_1428	N	6	177	8	0	0
Pocillopora_meandrina_HIv1___Sc0000003:15349508-15349937	Cluster_1429	N	498	271	169	60	197
Pocillopora_meandrina_HIv1___Sc0000003:15354686-15355112	Cluster_1430	N	0	0	143	6	0
Pocillopora_meandrina_HIv1___Sc0000003:15371508-15371934	Cluster_1431	N	50	5	81	79	24
Pocillopora_meandrina_HIv1___Sc0000003:15391885-15392481	Cluster_1432	N	1247	536	1509	1246	1106
Pocillopora_meandrina_HIv1___Sc0000003:15400240-15400668	Cluster_1433	N	256	27	228	121	24
Pocillopora_meandrina_HIv1___Sc0000003:15406618-15407044	Cluster_1434	N	44	8	12	31	6
Pocillopora_meandrina_HIv1___Sc0000003:15410924-15411859	Cluster_1435	N	746	16	61	71	19
Pocillopora_meandrina_HIv1___Sc0000003:15411935-15412346	Cluster_1436	N	109	5	14	22	34
Pocillopora_meandrina_HIv1___Sc0000003:15414332-15414760	Cluster_1437	N	51	11	36	40	16
Pocillopora_meandrina_HIv1___Sc0000003:15416696-15417125	Cluster_1438	N	202	115	538	228	87
Pocillopora_meandrina_HIv1___Sc0000003:15417614-15418454	Cluster_1439	N	77	63	51	334	37
Pocillopora_meandrina_HIv1___Sc0000003:15421409-15421836	Cluster_1440	N	60	14	46	37	11
Pocillopora_meandrina_HIv1___Sc0000003:15431985-15432412	Cluster_1441	N	9	32	41	30	4
Pocillopora_meandrina_HIv1___Sc0000003:15450947-15451676	Cluster_1442	N	1114	531	1378	929	215
Pocillopora_meandrina_HIv1___Sc0000003:15452051-15452743	Cluster_1443	N	89	0	971	9	6
Pocillopora_meandrina_HIv1___Sc0000003:15453438-15454306	Cluster_1444	N	857	34	1698	2604	62
Pocillopora_meandrina_HIv1___Sc0000003:15455863-15456299	Cluster_1445	N	2197	3	209	1218	22
Pocillopora_meandrina_HIv1___Sc0000003:15471290-15471708	Cluster_1446	N	41	48	41	23	4
Pocillopora_meandrina_HIv1___Sc0000003:15473030-15473450	Cluster_1447	N	9	137	2	18	10
Pocillopora_meandrina_HIv1___Sc0000003:15477016-15477447	Cluster_1448	N	4	26	612	34	0
Pocillopora_meandrina_HIv1___Sc0000003:15478461-15479040	Cluster_1449	N	286	1580	974	1730	479
Pocillopora_meandrina_HIv1___Sc0000003:15480587-15481499	Cluster_1450	N	60	73	228	377	55
Pocillopora_meandrina_HIv1___Sc0000003:15487197-15487656	Cluster_1451	N	0	78	844	6	12
Pocillopora_meandrina_HIv1___Sc0000003:15495968-15496395	Cluster_1452	N	3	0	19	0	84
Pocillopora_meandrina_HIv1___Sc0000003:15497524-15498143	Cluster_1453	N	81	72	93	84	19
Pocillopora_meandrina_HIv1___Sc0000003:15678897-15679308	Cluster_1454	N	1	1	62	3	10
Pocillopora_meandrina_HIv1___Sc0000003:15939760-15940604	Cluster_1455	N	873	12336	9240	22838	53828
Pocillopora_meandrina_HIv1___Sc0000003:15940749-15941463	Cluster_1456	N	114	2000	773	1038	31551
Pocillopora_meandrina_HIv1___Sc0000003:16071252-16072364	Cluster_1457	N	2587	4634	2965	6144	13907
Pocillopora_meandrina_HIv1___Sc0000003:16161170-16161597	Cluster_1458	N	1	0	87	42	3
Pocillopora_meandrina_HIv1___Sc0000003:16162242-16162671	Cluster_1459	N	210	0	1	0	3
Pocillopora_meandrina_HIv1___Sc0000003:16173664-16174217	Cluster_1460	N	15672	17530	22842	14997	13320
Pocillopora_meandrina_HIv1___Sc0000003:16338461-16338888	Cluster_1461	N	38	74	2	46	37
Pocillopora_meandrina_HIv1___Sc0000003:16356578-16357005	Cluster_1462	N	159	30	5	12	7
Pocillopora_meandrina_HIv1___Sc0000003:16358521-16359354	Cluster_1463	N	6	3	522	1	20
Pocillopora_meandrina_HIv1___Sc0000003:16387247-16387674	Cluster_1464	N	79	8	108	3	0
Pocillopora_meandrina_HIv1___Sc0000003:16784530-16784940	Cluster_1465	N	29	7	30	30	20
Pocillopora_meandrina_HIv1___Sc0000003:16794495-16794928	Cluster_1466	N	102	26	48	42	19
Pocillopora_meandrina_HIv1___Sc0000003:16918402-16918829	Cluster_1467	N	35	24	173	46	1
Pocillopora_meandrina_HIv1___Sc0000003:16943988-16944596	Cluster_1468	N	87	15	132	120	44
Pocillopora_meandrina_HIv1___Sc0000003:17032395-17032822	Cluster_1469	N	0	195	4	0	2
Pocillopora_meandrina_HIv1___Sc0000003:17111097-17111524	Cluster_1470	N	15	15	114	5	13
Pocillopora_meandrina_HIv1___Sc0000003:17261321-17261748	Cluster_1471	N	0	75	0	1	0
Pocillopora_meandrina_HIv1___Sc0000003:17413456-17414292	Cluster_1472	N	102	228	638	2	9
Pocillopora_meandrina_HIv1___Sc0000003:17434777-17435282	Cluster_1473	N	0	1	8900	13314	87
Pocillopora_meandrina_HIv1___Sc0000003:17468772-17469200	Cluster_1474	N	62	0	23	19	0
Pocillopora_meandrina_HIv1___Sc0000003:17512565-17513156	Cluster_1475	N	28	720	1521	861	1
Pocillopora_meandrina_HIv1___Sc0000003:17513340-17513807	Cluster_1476	N	929	1157	1151	1434	202
Pocillopora_meandrina_HIv1___Sc0000003:17514075-17514790	Cluster_1477	N	9	344	13	352	1
Pocillopora_meandrina_HIv1___Sc0000003:17530878-17531307	Cluster_1478	N	452	0	0	1	1
Pocillopora_meandrina_HIv1___Sc0000003:17533552-17533978	Cluster_1479	N	54	52	23	33	9
Pocillopora_meandrina_HIv1___Sc0000003:17622970-17623392	Cluster_1480	N	3	56	4	37	4
Pocillopora_meandrina_HIv1___Sc0000003:17651813-17652242	Cluster_1481	N	423	3	0	0	0
Pocillopora_meandrina_HIv1___Sc0000003:17729370-17729778	Cluster_1482	N	17	91	65	24	0
Pocillopora_meandrina_HIv1___Sc0000003:17730014-17730841	Cluster_1483	N	0	421	581	73	30
Pocillopora_meandrina_HIv1___Sc0000003:17733611-17734037	Cluster_1484	N	6	35	2	1	133
Pocillopora_meandrina_HIv1___Sc0000003:17787052-17787502	Cluster_1485	N	0	2	480	9	0
Pocillopora_meandrina_HIv1___Sc0000003:17824871-17825300	Cluster_1486	N	409	1	1	0	3
Pocillopora_meandrina_HIv1___Sc0000003:17891379-17891806	Cluster_1487	N	14	57	214	14	22
Pocillopora_meandrina_HIv1___Sc0000003:17906949-17907368	Cluster_1488	N	84	0	3	5	14
Pocillopora_meandrina_HIv1___Sc0000003:17907446-17907876	Cluster_1489	N	144	420	70	171	73
Pocillopora_meandrina_HIv1___Sc0000003:17971672-17972100	Cluster_1490	N	73	11	21	46	32
Pocillopora_meandrina_HIv1___Sc0000003:18010570-18011566	Cluster_1491	N	2730	910	608	3311	276
Pocillopora_meandrina_HIv1___Sc0000003:18046159-18046588	Cluster_1492	N	40	130	56	40	69
Pocillopora_meandrina_HIv1___Sc0000003:18052632-18053169	Cluster_1493	N	223	789	790	2595	2989
Pocillopora_meandrina_HIv1___Sc0000003:18105568-18105995	Cluster_1494	N	26	14	10	36	1
Pocillopora_meandrina_HIv1___Sc0000003:18106323-18106749	Cluster_1495	N	52	2	79	82	29
Pocillopora_meandrina_HIv1___Sc0000003:18107408-18107834	Cluster_1496	N	0	23	56	28	1
Pocillopora_meandrina_HIv1___Sc0000003:18358791-18359211	Cluster_1497	N	7	37	13	63	4
Pocillopora_meandrina_HIv1___Sc0000003:18668899-18669328	Cluster_1498	N	2	2	150	5	0
Pocillopora_meandrina_HIv1___Sc0000003:18739258-18739688	Cluster_1499	N	306	0	1	0	0
Pocillopora_meandrina_HIv1___Sc0000003:18836097-18836527	Cluster_1500	N	0	11	0	364	0
Pocillopora_meandrina_HIv1___Sc0000003:18887952-18888505	Cluster_1501	N	517	401	808	405	68
Pocillopora_meandrina_HIv1___Sc0000003:19027733-19028192	Cluster_1502	N	108	124	151	48	72
Pocillopora_meandrina_HIv1___Sc0000003:19032558-19032979	Cluster_1503	N	16	80	28	88	207
Pocillopora_meandrina_HIv1___Sc0000003:19040021-19040486	Cluster_1504	N	36	68	33	149	207
Pocillopora_meandrina_HIv1___Sc0000003:19253236-19253686	Cluster_1505	N	873	201	25	238	17
Pocillopora_meandrina_HIv1___Sc0000003:19272674-19273104	Cluster_1506	N	1	0	36	57	3
Pocillopora_meandrina_HIv1___Sc0000003:19309391-19309819	Cluster_1507	N	53	0	31	0	1
Pocillopora_meandrina_HIv1___Sc0000003:19321353-19321770	Cluster_1508	N	69	0	40	18	1
Pocillopora_meandrina_HIv1___Sc0000003:19363636-19364060	Cluster_1509	N	3	7	2	51	27
Pocillopora_meandrina_HIv1___Sc0000004:12833-13750	Cluster_1510	N	16	64	135	571	225
Pocillopora_meandrina_HIv1___Sc0000004:13981-14409	Cluster_1511	N	0	0	0	165	14
Pocillopora_meandrina_HIv1___Sc0000004:59217-59730	Cluster_1512	N	6	74	21	471	25
Pocillopora_meandrina_HIv1___Sc0000004:59999-60401	Cluster_1513	N	1	73	2	97	0
Pocillopora_meandrina_HIv1___Sc0000004:61957-62666	Cluster_1514	N	0	67	1	290	2
Pocillopora_meandrina_HIv1___Sc0000004:232184-233964	Cluster_1515	N	264	502	314	845	2067
Pocillopora_meandrina_HIv1___Sc0000004:234171-234601	Cluster_1516	N	32	59	53	117	183
Pocillopora_meandrina_HIv1___Sc0000004:259153-259573	Cluster_1517	N	0	0	1	114	1
Pocillopora_meandrina_HIv1___Sc0000004:259608-260035	Cluster_1518	N	1	140	0	4	0
Pocillopora_meandrina_HIv1___Sc0000004:270459-271009	Cluster_1519	N	123	70	0	2	26
Pocillopora_meandrina_HIv1___Sc0000004:271362-271960	Cluster_1520	N	358	547	1	1	539
Pocillopora_meandrina_HIv1___Sc0000004:396741-397439	Cluster_1521	N	2	5	2	658	6
Pocillopora_meandrina_HIv1___Sc0000004:397704-398313	Cluster_1522	N	67	70	195	171	43
Pocillopora_meandrina_HIv1___Sc0000004:398645-399650	Cluster_1523	N	318	233	399	115	92
Pocillopora_meandrina_HIv1___Sc0000004:400950-401796	Cluster_1524	N	14	10	136	407	29
Pocillopora_meandrina_HIv1___Sc0000004:618407-618834	Cluster_1525	N	94	49	34	7	5
Pocillopora_meandrina_HIv1___Sc0000004:619070-619497	Cluster_1526	N	151	124	2	74	1
Pocillopora_meandrina_HIv1___Sc0000004:620128-620557	Cluster_1527	N	31	2	0	60	0
Pocillopora_meandrina_HIv1___Sc0000004:629145-629569	Cluster_1528	N	2	5	1	49	21
Pocillopora_meandrina_HIv1___Sc0000004:791121-791723	Cluster_1529	N	180	31	106	84	9
Pocillopora_meandrina_HIv1___Sc0000004:1005934-1006363	Cluster_1530	N	0	0	0	95	0
Pocillopora_meandrina_HIv1___Sc0000004:1197941-1198368	Cluster_1531	N	0	4	281	3	0
Pocillopora_meandrina_HIv1___Sc0000004:1599741-1600171	Cluster_1532	N	151	315	678	0	0
Pocillopora_meandrina_HIv1___Sc0000004:1686231-1686659	Cluster_1533	N	52	29	49	29	1
Pocillopora_meandrina_HIv1___Sc0000004:1746478-1746899	Cluster_1534	N	7	6	4	60	6
Pocillopora_meandrina_HIv1___Sc0000004:1826771-1827308	Cluster_1535	N	17	37	74	126	199
Pocillopora_meandrina_HIv1___Sc0000004:2224061-2224490	Cluster_1536	N	47	87	46	14	0
Pocillopora_meandrina_HIv1___Sc0000004:2261094-2261572	Cluster_1537	N	21	16	204	137	10
