Orthogroup	GCF_013753865.1_Amil_v2.1.protein	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep
OG0000167			Peve_00009046, Peve_00010534, Peve_00010535, Peve_00012623, Peve_00015082, Peve_00015084, Peve_00018771, Peve_00018772, Peve_00019208, Peve_00019236, Peve_00019262, Peve_00019779, Peve_00021815, Peve_00022033, Peve_00023950, Peve_00025783, Peve_00025785, Peve_00031745, Peve_00031752, Peve_00035411, Peve_00037063, Peve_00037066, Peve_00037074, Peve_00039720, Peve_00039726
OG0000168	XP_029179637.2, XP_029186589.2, XP_029188025.2, XP_044163423.1, XP_044168240.1, XP_044168241.1, XP_044168242.1, XP_044168244.1, XP_044170233.1, XP_044170686.1, XP_044170687.1, XP_044175513.1, XP_044176538.1, XP_044176539.1, XP_044176543.1, XP_044176577.1, XP_044177093.1, XP_044177168.1, XP_044177169.1, XP_044177170.1, XP_044177171.1, XP_044177447.1, XP_044177737.1, XP_044177756.1		
OG0000169	XP_029181581.2, XP_044175648.1	Pocillopora_meandrina_HIv1___RNAseq.g27643.t1, Pocillopora_meandrina_HIv1___RNAseq.g27658.t1, Pocillopora_meandrina_HIv1___RNAseq.g27705.t1, Pocillopora_meandrina_HIv1___RNAseq.g30200.t1, Pocillopora_meandrina_HIv1___TS.g15009.t1, Pocillopora_meandrina_HIv1___TS.g15024.t1, Pocillopora_meandrina_HIv1___TS.g15041.t1	Peve_00001706, Peve_00005888, Peve_00005906, Peve_00014756, Peve_00014765, Peve_00014770, Peve_00014772, Peve_00019068, Peve_00019069, Peve_00032469, Peve_00032472, Peve_00032473, Peve_00032476, Peve_00032480, Peve_00033165
OG0000170	XP_029184464.2, XP_044166438.1, XP_044166439.1, XP_044166440.1, XP_044166441.1, XP_044166449.1, XP_044166461.1, XP_044166462.1, XP_044166702.1, XP_044166760.1, XP_044166761.1, XP_044166763.1, XP_044166777.1, XP_044178112.1, XP_044178224.1, XP_044178236.1, XP_044178534.1, XP_044178535.1, XP_044178536.1, XP_044179862.1, XP_044179863.1, XP_044179865.1, XP_044179872.1, XP_044179873.1		
OG0000171	XP_029188582.2, XP_029195982.2, XP_044173061.1, XP_044174635.1, XP_044174636.1, XP_044174642.1, XP_044174644.1, XP_044175410.1, XP_044175737.1, XP_044175739.1, XP_044175740.1, XP_044175750.1, XP_044175751.1, XP_044184228.1, XP_044184799.1, XP_044184904.1, XP_044184905.1, XP_044184906.1, XP_044184908.1, XP_044184915.1, XP_044185010.1, XP_044185012.1, XP_044185033.1		Peve_00041456
OG0000172	XP_029188987.2, XP_029188988.2	Pocillopora_meandrina_HIv1___RNAseq.g3145.t1	Peve_00018001, Peve_00019686, Peve_00019687, Peve_00019688, Peve_00019689, Peve_00019692, Peve_00026411, Peve_00029586, Peve_00029587, Peve_00029588, Peve_00029589, Peve_00029590, Peve_00034316, Peve_00034364, Peve_00034966, Peve_00034967, Peve_00035434, Peve_00035435, Peve_00035436, Peve_00037947, Peve_00038983
OG0000173	XP_029192483.2, XP_029192485.1, XP_029192486.1, XP_029192487.2, XP_029192489.1, XP_029192494.2, XP_029192495.2, XP_029192496.2, XP_029192497.2, XP_029199597.2, XP_029199598.2, XP_029199599.2, XP_029199602.2, XP_029199603.2, XP_029199604.2, XP_029199605.2, XP_044172120.1, XP_044172121.1, XP_044172137.1, XP_044172138.1, XP_044172139.1, XP_044172140.1, XP_044172144.1, XP_044172145.1		
OG0000174	XP_029192528.1, XP_029192529.1, XP_029192530.1, XP_029202044.1, XP_029202049.1, XP_029202051.2, XP_044172147.1, XP_044172631.1, XP_044172632.1, XP_044172633.1, XP_044172634.1, XP_044172635.1, XP_044172636.1, XP_044172638.1, XP_044172639.1, XP_044172640.1, XP_044172641.1, XP_044172642.1, XP_044172643.1, XP_044172644.1, XP_044172646.1	Pocillopora_meandrina_HIv1___RNAseq.g2651.t1, Pocillopora_meandrina_HIv1___RNAseq.g2679.t1	Peve_00035576
OG0000175	XP_029196917.2, XP_029206961.2, XP_044164372.1, XP_044170571.1, XP_044170733.1, XP_044171131.1, XP_044172358.1, XP_044173885.1, XP_044181041.1, XP_044184158.1	Pocillopora_meandrina_HIv1___RNAseq.g13962.t1, Pocillopora_meandrina_HIv1___RNAseq.g13964.t1, Pocillopora_meandrina_HIv1___RNAseq.g13967.t1, Pocillopora_meandrina_HIv1___RNAseq.g16681.t1, Pocillopora_meandrina_HIv1___RNAseq.g16682.t1, Pocillopora_meandrina_HIv1___RNAseq.g16683.t1, Pocillopora_meandrina_HIv1___RNAseq.g16688.t1, Pocillopora_meandrina_HIv1___RNAseq.g16689.t1, Pocillopora_meandrina_HIv1___RNAseq.g16695.t1, Pocillopora_meandrina_HIv1___RNAseq.g6146.t1, Pocillopora_meandrina_HIv1___RNAseq.g6147.t1, Pocillopora_meandrina_HIv1___RNAseq.g7335.t1, Pocillopora_meandrina_HIv1___TS.g17525.t1	Peve_00005693
OG0000176	XP_029203455.2, XP_029208676.2, XP_044163848.1, XP_044166656.1, XP_044168408.1, XP_044171572.1, XP_044174232.1, XP_044179864.1, XP_044184281.1, XP_044184742.1	Pocillopora_meandrina_HIv1___RNAseq.g10145.t1, Pocillopora_meandrina_HIv1___RNAseq.g1799.t1, Pocillopora_meandrina_HIv1___RNAseq.g18201.t1, Pocillopora_meandrina_HIv1___RNAseq.g20817.t1, Pocillopora_meandrina_HIv1___RNAseq.g20818.t1, Pocillopora_meandrina_HIv1___RNAseq.g22035.t1, Pocillopora_meandrina_HIv1___RNAseq.g23206.t1, Pocillopora_meandrina_HIv1___RNAseq.g23932.t1, Pocillopora_meandrina_HIv1___RNAseq.g25009.t1, Pocillopora_meandrina_HIv1___RNAseq.g28484.t1, Pocillopora_meandrina_HIv1___RNAseq.g6730.t1	Peve_00011644, Peve_00026992, Peve_00030980
OG0000177	XP_029203493.2, XP_044163124.1, XP_044165305.1, XP_044166677.1, XP_044166680.1, XP_044167533.1, XP_044167534.1, XP_044170796.1, XP_044176540.1, XP_044181789.1, XP_044181790.1, XP_044183603.1, XP_044183638.1, XP_044183668.1, XP_044183760.1, XP_044184378.1, XP_044184379.1, XP_044184380.1	Pocillopora_meandrina_HIv1___RNAseq.g2389.t3, Pocillopora_meandrina_HIv1___RNAseq.g27007.t1, Pocillopora_meandrina_HIv1___RNAseq.g982.t1	Peve_00005050, Peve_00016170, Peve_00041415
OG0000178	XP_029209043.2, XP_044164624.1, XP_044165263.1, XP_044165537.1, XP_044168018.1, XP_044168963.1, XP_044170493.1, XP_044171303.1, XP_044171329.1, XP_044175319.1, XP_044175487.1, XP_044175944.1, XP_044178117.1, XP_044178297.1, XP_044178298.1, XP_044178520.1, XP_044178524.1, XP_044182104.1, XP_044182105.1, XP_044182350.1, XP_044183414.1, XP_044183419.1	Pocillopora_meandrina_HIv1___RNAseq.g8068.t1	Peve_00034850
OG0000179	XP_044164854.1, XP_044165453.1, XP_044165456.1, XP_044166898.1, XP_044166908.1, XP_044167007.1, XP_044167033.1, XP_044172077.1, XP_044172090.1, XP_044172251.1, XP_044172255.1, XP_044172260.1, XP_044172283.1, XP_044172285.1, XP_044172286.1, XP_044172296.1, XP_044172297.1, XP_044172306.1, XP_044172661.1, XP_044172684.1, XP_044172685.1, XP_044173445.1, XP_044184976.1	Pocillopora_meandrina_HIv1___RNAseq.g16504.t1	
OG0000180	XP_044165948.1, XP_044165949.1, XP_044165951.1, XP_044165952.1, XP_044165953.1, XP_044165954.1, XP_044165955.1, XP_044165956.1, XP_044165957.1, XP_044165958.1, XP_044165959.1, XP_044165960.1, XP_044165961.1, XP_044165962.1, XP_044165963.1, XP_044165964.1, XP_044165965.1, XP_044165967.1, XP_044165968.1, XP_044165969.1, XP_044165970.1, XP_044165971.1, XP_044166010.1		Peve_00017702
OG0000181	XP_044172248.1	Pocillopora_meandrina_HIv1___RNAseq.g1085.t1, Pocillopora_meandrina_HIv1___RNAseq.g10953.t1, Pocillopora_meandrina_HIv1___RNAseq.g11733.t1, Pocillopora_meandrina_HIv1___RNAseq.g11827.t1, Pocillopora_meandrina_HIv1___RNAseq.g13399.t1, Pocillopora_meandrina_HIv1___RNAseq.g16495.t1, Pocillopora_meandrina_HIv1___RNAseq.g17863.t1, Pocillopora_meandrina_HIv1___RNAseq.g17866.t1, Pocillopora_meandrina_HIv1___RNAseq.g26839.t1, Pocillopora_meandrina_HIv1___RNAseq.g29560.t1, Pocillopora_meandrina_HIv1___RNAseq.g4920.t1, Pocillopora_meandrina_HIv1___RNAseq.g5946.t1, Pocillopora_meandrina_HIv1___RNAseq.g6390.t1, Pocillopora_meandrina_HIv1___RNAseq.g8693.t1, Pocillopora_meandrina_HIv1___RNAseq.g9274.t1, Pocillopora_meandrina_HIv1___RNAseq.g9772.t1, Pocillopora_meandrina_HIv1___TS.g13045.t1, Pocillopora_meandrina_HIv1___TS.g20849.t1, Pocillopora_meandrina_HIv1___TS.g20858.t1, Pocillopora_meandrina_HIv1___TS.g7068.t1, Pocillopora_meandrina_HIv1___TS.g8564.t1, Pocillopora_meandrina_HIv1___TS.g9589.t1	Peve_00032466
OG0000182	XP_044176258.1, XP_044176259.1, XP_044176260.1, XP_044176261.1, XP_044176262.1, XP_044176263.1, XP_044176264.1, XP_044176265.1, XP_044176267.1, XP_044179147.1, XP_044179342.1, XP_044179343.1, XP_044179345.1, XP_044179346.1, XP_044179347.1, XP_044179348.1, XP_044179349.1, XP_044179350.1, XP_044179355.1, XP_044179356.1, XP_044179358.1, XP_044179359.1, XP_044183634.1, XP_044183675.1		
OG0000183		Pocillopora_meandrina_HIv1___RNAseq.g12486.t1, Pocillopora_meandrina_HIv1___RNAseq.g17648.t1, Pocillopora_meandrina_HIv1___RNAseq.g17654.t1, Pocillopora_meandrina_HIv1___RNAseq.g17656.t1, Pocillopora_meandrina_HIv1___RNAseq.g17668.t1, Pocillopora_meandrina_HIv1___RNAseq.g17673.t1, Pocillopora_meandrina_HIv1___RNAseq.g17679.t1, Pocillopora_meandrina_HIv1___RNAseq.g17681.t1, Pocillopora_meandrina_HIv1___RNAseq.g17686.t1, Pocillopora_meandrina_HIv1___RNAseq.g17692.t1, Pocillopora_meandrina_HIv1___RNAseq.g589.t1, Pocillopora_meandrina_HIv1___RNAseq.g592.t1, Pocillopora_meandrina_HIv1___RNAseq.g593.t1, Pocillopora_meandrina_HIv1___RNAseq.g596.t1, Pocillopora_meandrina_HIv1___RNAseq.g604.t1, Pocillopora_meandrina_HIv1___RNAseq.g608.t1, Pocillopora_meandrina_HIv1___RNAseq.g617.t1, Pocillopora_meandrina_HIv1___RNAseq.g618.t1, Pocillopora_meandrina_HIv1___RNAseq.g625.t1, Pocillopora_meandrina_HIv1___RNAseq.g628.t1, Pocillopora_meandrina_HIv1___RNAseq.g634.t1, Pocillopora_meandrina_HIv1___TS.g25299.t1, Pocillopora_meandrina_HIv1___TS.g25324.t1, Pocillopora_meandrina_HIv1___TS.g25329.t1	
OG0000184		Pocillopora_meandrina_HIv1___RNAseq.g11592.t1, Pocillopora_meandrina_HIv1___RNAseq.g23223.t1, Pocillopora_meandrina_HIv1___RNAseq.g23459.t1, Pocillopora_meandrina_HIv1___RNAseq.g23461.t1, Pocillopora_meandrina_HIv1___RNAseq.g23463.t1, Pocillopora_meandrina_HIv1___RNAseq.g23473.t1, Pocillopora_meandrina_HIv1___RNAseq.g23491.t1, Pocillopora_meandrina_HIv1___RNAseq.g23496.t1, Pocillopora_meandrina_HIv1___RNAseq.g23502.t1, Pocillopora_meandrina_HIv1___RNAseq.g23503.t1, Pocillopora_meandrina_HIv1___RNAseq.g27333.t1, Pocillopora_meandrina_HIv1___RNAseq.g6009.t1, Pocillopora_meandrina_HIv1___RNAseq.g6011.t1, Pocillopora_meandrina_HIv1___TS.g16345.t1, Pocillopora_meandrina_HIv1___TS.g16347.t1, Pocillopora_meandrina_HIv1___TS.g16348.t1, Pocillopora_meandrina_HIv1___TS.g16356.t1, Pocillopora_meandrina_HIv1___TS.g16361.t1, Pocillopora_meandrina_HIv1___TS.g16365.t1, Pocillopora_meandrina_HIv1___TS.g16382.t1, Pocillopora_meandrina_HIv1___TS.g29123.t1, Pocillopora_meandrina_HIv1___TS.g5513.t1	Peve_00011671, Peve_00023436
OG0000185			Peve_00001627, Peve_00005346, Peve_00008217, Peve_00008222, Peve_00012198, Peve_00014101, Peve_00014104, Peve_00014369, Peve_00014695, Peve_00018920, Peve_00020285, Peve_00020852, Peve_00021355, Peve_00028637, Peve_00030950, Peve_00035826, Peve_00035827, Peve_00038618, Peve_00038803, Peve_00039345, Peve_00039362, Peve_00042611, Peve_00043264, Peve_00043457
OG0000186			Peve_00006237, Peve_00006329, Peve_00006330, Peve_00006332, Peve_00006333, Peve_00010588, Peve_00010590, Peve_00010591, Peve_00010592, Peve_00013885, Peve_00019406, Peve_00019407, Peve_00021745, Peve_00021747, Peve_00021750, Peve_00035595, Peve_00040930, Peve_00040938, Peve_00040943, Peve_00044004, Peve_00044008, Peve_00044009, Peve_00044010, Peve_00044012
OG0000187	XP_029179852.2, XP_029179853.2, XP_029199885.2, XP_029199889.2, XP_029199890.2, XP_044163163.1, XP_044163164.1, XP_044163165.1, XP_044163228.1, XP_044163229.1, XP_044184089.1, XP_044184090.1, XP_044184091.1, XP_044184092.1, XP_044184093.1, XP_044184094.1, XP_044184095.1, XP_044184096.1, XP_044184098.1, XP_044184099.1, XP_044184100.1, XP_044184101.1, XP_044184451.1		
OG0000188	XP_029182184.2, XP_044164860.1, XP_044170616.1, XP_044172233.1, XP_044175358.1	Pocillopora_meandrina_HIv1___RNAseq.g10662.t1, Pocillopora_meandrina_HIv1___RNAseq.g10799.t1, Pocillopora_meandrina_HIv1___RNAseq.g1220.t1, Pocillopora_meandrina_HIv1___RNAseq.g18213.t1, Pocillopora_meandrina_HIv1___RNAseq.g19323.t1, Pocillopora_meandrina_HIv1___RNAseq.g23219.t1, Pocillopora_meandrina_HIv1___RNAseq.g25543.t1, Pocillopora_meandrina_HIv1___RNAseq.g3214.t2, Pocillopora_meandrina_HIv1___RNAseq.g3357.t1, Pocillopora_meandrina_HIv1___RNAseq.g3483.t1, Pocillopora_meandrina_HIv1___RNAseq.g4851.t1, Pocillopora_meandrina_HIv1___RNAseq.g4866.t1, Pocillopora_meandrina_HIv1___RNAseq.g5832.t1, Pocillopora_meandrina_HIv1___RNAseq.g6081.t1, Pocillopora_meandrina_HIv1___RNAseq.g9019.t1, Pocillopora_meandrina_HIv1___TS.g10852.t1	Peve_00007650, Peve_00024783
OG0000189	XP_029184922.2, XP_044170979.1, XP_044178261.1	Pocillopora_meandrina_HIv1___RNAseq.g10098.t1, Pocillopora_meandrina_HIv1___RNAseq.g13153.t1, Pocillopora_meandrina_HIv1___RNAseq.g16054.t1, Pocillopora_meandrina_HIv1___RNAseq.g19448.t1, Pocillopora_meandrina_HIv1___RNAseq.g19449.t1, Pocillopora_meandrina_HIv1___RNAseq.g24014.t1, Pocillopora_meandrina_HIv1___RNAseq.g24862.t1, Pocillopora_meandrina_HIv1___RNAseq.g24926.t1, Pocillopora_meandrina_HIv1___RNAseq.g27519.t1, Pocillopora_meandrina_HIv1___RNAseq.g27522.t1, Pocillopora_meandrina_HIv1___RNAseq.g27529.t1, Pocillopora_meandrina_HIv1___RNAseq.g27536.t1, Pocillopora_meandrina_HIv1___RNAseq.g3405.t1, Pocillopora_meandrina_HIv1___RNAseq.g3565.t1, Pocillopora_meandrina_HIv1___TS.g11071.t1, Pocillopora_meandrina_HIv1___TS.g18624.t1, Pocillopora_meandrina_HIv1___TS.g23632.t1, Pocillopora_meandrina_HIv1___TS.g9743.t1	Peve_00023963, Peve_00036688
OG0000190	XP_029186428.2, XP_029210331.2	Pocillopora_meandrina_HIv1___RNAseq.g7696.t1	Peve_00011269, Peve_00014980, Peve_00014981, Peve_00019850, Peve_00025066, Peve_00027612, Peve_00029138, Peve_00039272, Peve_00039273, Peve_00039274, Peve_00039275, Peve_00039276, Peve_00039278, Peve_00039279, Peve_00039280, Peve_00039281, Peve_00039283, Peve_00039284, Peve_00039855, Peve_00039856
OG0000191	XP_029189114.2, XP_029189115.2, XP_029189118.1, XP_029189119.1, XP_029189120.1, XP_044173331.1	Pocillopora_meandrina_HIv1___RNAseq.g1002.t1	Peve_00000050, Peve_00000052, Peve_00000053, Peve_00000054, Peve_00000056, Peve_00002017, Peve_00005975, Peve_00016815, Peve_00019371, Peve_00026199, Peve_00028704, Peve_00028705, Peve_00032921, Peve_00033380, Peve_00034120, Peve_00036303
OG0000192	XP_029201285.2, XP_029207047.2, XP_029211647.2, XP_044162757.1, XP_044163299.1, XP_044168109.1, XP_044168117.1, XP_044170653.1, XP_044171416.1, XP_044171930.1, XP_044181501.1, XP_044182585.1, XP_044184488.1		Peve_00003250, Peve_00003597, Peve_00008021, Peve_00008941, Peve_00011585, Peve_00012194, Peve_00017272, Peve_00020908, Peve_00022875, Peve_00042355
OG0000193	XP_029204834.2, XP_029204835.2, XP_029204848.2, XP_044182181.1, XP_044182182.1, XP_044182183.1, XP_044182184.1, XP_044182729.1, XP_044182730.1, XP_044182731.1, XP_044182732.1, XP_044182733.1, XP_044182734.1, XP_044182735.1, XP_044182739.1, XP_044182740.1, XP_044182832.1, XP_044182864.1, XP_044182865.1, XP_044183074.1	Pocillopora_meandrina_HIv1___RNAseq.g25771.t2, Pocillopora_meandrina_HIv1___TS.g15626.t1b	Peve_00040323
OG0000194	XP_029211442.2, XP_044169414.1, XP_044180929.1	Pocillopora_meandrina_HIv1___RNAseq.g24361.t1, Pocillopora_meandrina_HIv1___RNAseq.g5295.t1	Peve_00014716, Peve_00014717, Peve_00016607, Peve_00018866, Peve_00018867, Peve_00018868, Peve_00022064, Peve_00023456, Peve_00023459, Peve_00025218, Peve_00025595, Peve_00025596, Peve_00025597, Peve_00027519, Peve_00032725, Peve_00032726, Peve_00038039, Peve_00038676
OG0000195	XP_044163281.1, XP_044170206.1	Pocillopora_meandrina_HIv1___RNAseq.g27266.t1, Pocillopora_meandrina_HIv1___RNAseq.g27344.t1, Pocillopora_meandrina_HIv1___RNAseq.g27827.t1, Pocillopora_meandrina_HIv1___TS.g19470.t1	Peve_00007530, Peve_00011076, Peve_00011077, Peve_00011081, Peve_00011084, Peve_00011099, Peve_00011147, Peve_00011151, Peve_00011155, Peve_00021509, Peve_00021510, Peve_00026511, Peve_00026512, Peve_00027366, Peve_00027368, Peve_00033240, Peve_00033241
OG0000196	XP_044166370.1, XP_044166372.1, XP_044166373.1, XP_044166374.1, XP_044166386.1, XP_044166389.1, XP_044166398.1, XP_044166399.1, XP_044166400.1, XP_044166401.1, XP_044166405.1, XP_044166406.1, XP_044166407.1, XP_044166408.1, XP_044166409.1, XP_044166410.1, XP_044166411.1, XP_044166412.1, XP_044166413.1, XP_044166419.1, XP_044166424.1, XP_044166425.1, XP_044166426.1		
OG0000197	XP_044166379.1, XP_044166394.1, XP_044166397.1, XP_044166423.1, XP_044166719.1, XP_044170000.1, XP_044170452.1, XP_044170455.1, XP_044171254.1, XP_044171268.1, XP_044171269.1, XP_044175039.1, XP_044175040.1, XP_044175043.1, XP_044175045.1, XP_044175046.1, XP_044175047.1, XP_044175073.1, XP_044175074.1, XP_044175079.1, XP_044175080.1, XP_044175489.1, XP_044175490.1		
OG0000198	XP_044167122.1, XP_044167136.1, XP_044172349.1, XP_044173115.1	Pocillopora_meandrina_HIv1___RNAseq.g12135.t1, Pocillopora_meandrina_HIv1___RNAseq.g27787.t1, Pocillopora_meandrina_HIv1___RNAseq.g27797.t1, Pocillopora_meandrina_HIv1___RNAseq.g27799.t1, Pocillopora_meandrina_HIv1___RNAseq.g27800.t1, Pocillopora_meandrina_HIv1___RNAseq.g27801.t1	Peve_00011767, Peve_00011768, Peve_00027474, Peve_00037049, Peve_00037050, Peve_00037319, Peve_00037320, Peve_00037343, Peve_00037349, Peve_00037350, Peve_00037351, Peve_00037352, Peve_00037353
OG0000199	XP_044181140.1, XP_044181141.1, XP_044181142.1, XP_044181143.1, XP_044181144.1, XP_044181146.1, XP_044181147.1, XP_044181148.1, XP_044181149.1, XP_044181150.1, XP_044181151.1, XP_044181152.1, XP_044181153.1, XP_044181154.1, XP_044181155.1, XP_044181156.1, XP_044181161.1, XP_044181163.1, XP_044181675.1, XP_044181676.1		Peve_00042072, Peve_00042078, Peve_00042080
OG0000200		Pocillopora_meandrina_HIv1___RNAseq.g13005.t1, Pocillopora_meandrina_HIv1___RNAseq.g13010.t1, Pocillopora_meandrina_HIv1___RNAseq.g13019.t1, Pocillopora_meandrina_HIv1___RNAseq.g13032.t1, Pocillopora_meandrina_HIv1___RNAseq.g13040.t1, Pocillopora_meandrina_HIv1___RNAseq.g13046.t1, Pocillopora_meandrina_HIv1___RNAseq.g13053.t1, Pocillopora_meandrina_HIv1___RNAseq.g13066.t1, Pocillopora_meandrina_HIv1___RNAseq.g13289.t1, Pocillopora_meandrina_HIv1___RNAseq.g18460.t1, Pocillopora_meandrina_HIv1___RNAseq.g19466.t1, Pocillopora_meandrina_HIv1___RNAseq.g19472.t1, Pocillopora_meandrina_HIv1___RNAseq.g19474.t1, Pocillopora_meandrina_HIv1___RNAseq.g21916.t1, Pocillopora_meandrina_HIv1___RNAseq.g24952.t1, Pocillopora_meandrina_HIv1___TS.g2011.t1, Pocillopora_meandrina_HIv1___TS.g2045.t1, Pocillopora_meandrina_HIv1___TS.g2057.t1, Pocillopora_meandrina_HIv1___TS.g2076.t1, Pocillopora_meandrina_HIv1___TS.g28872.t1, Pocillopora_meandrina_HIv1___TS.g28878.t1, Pocillopora_meandrina_HIv1___TS.g28880.t1, Pocillopora_meandrina_HIv1___TS.g8948.t1e	
OG0000201		Pocillopora_meandrina_HIv1___RNAseq.g10002.t1, Pocillopora_meandrina_HIv1___RNAseq.g10005.t1, Pocillopora_meandrina_HIv1___RNAseq.g10006.t1, Pocillopora_meandrina_HIv1___RNAseq.g10010.t1, Pocillopora_meandrina_HIv1___RNAseq.g10013.t1, Pocillopora_meandrina_HIv1___RNAseq.g10014.t1, Pocillopora_meandrina_HIv1___RNAseq.g10017.t1, Pocillopora_meandrina_HIv1___RNAseq.g10018.t1, Pocillopora_meandrina_HIv1___RNAseq.g10019.t1, Pocillopora_meandrina_HIv1___RNAseq.g10021.t1, Pocillopora_meandrina_HIv1___RNAseq.g10024.t1, Pocillopora_meandrina_HIv1___RNAseq.g10027.t1, Pocillopora_meandrina_HIv1___RNAseq.g10029.t1, Pocillopora_meandrina_HIv1___RNAseq.g10139.t1, Pocillopora_meandrina_HIv1___RNAseq.g10140.t1, Pocillopora_meandrina_HIv1___RNAseq.g9967.t1, Pocillopora_meandrina_HIv1___TS.g23498.t1, Pocillopora_meandrina_HIv1___TS.g23537.t1, Pocillopora_meandrina_HIv1___TS.g23554.t1, Pocillopora_meandrina_HIv1___TS.g23556.t1, Pocillopora_meandrina_HIv1___TS.g23557.t1, Pocillopora_meandrina_HIv1___TS.g23558.t1, Pocillopora_meandrina_HIv1___TS.g23562.t1	
OG0000202		Pocillopora_meandrina_HIv1___RNAseq.g17454.t5, Pocillopora_meandrina_HIv1___RNAseq.g17469.t1, Pocillopora_meandrina_HIv1___RNAseq.g20636.t1, Pocillopora_meandrina_HIv1___RNAseq.g24326.t1c, Pocillopora_meandrina_HIv1___RNAseq.g24740.t1, Pocillopora_meandrina_HIv1___RNAseq.g24745.t1, Pocillopora_meandrina_HIv1___RNAseq.g24747.t1, Pocillopora_meandrina_HIv1___RNAseq.g24749.t1, Pocillopora_meandrina_HIv1___RNAseq.g24750.t1, Pocillopora_meandrina_HIv1___RNAseq.g24751.t1, Pocillopora_meandrina_HIv1___RNAseq.g28196.t1, Pocillopora_meandrina_HIv1___RNAseq.g728.t1, Pocillopora_meandrina_HIv1___RNAseq.g9498.t1, Pocillopora_meandrina_HIv1___TS.g12688.t1, Pocillopora_meandrina_HIv1___TS.g12696.t1, Pocillopora_meandrina_HIv1___TS.g17044.t3, Pocillopora_meandrina_HIv1___TS.g17055.t1, Pocillopora_meandrina_HIv1___TS.g17057.t1b, Pocillopora_meandrina_HIv1___TS.g17067.t1, Pocillopora_meandrina_HIv1___TS.g17076.t1, Pocillopora_meandrina_HIv1___TS.g17089.t1, Pocillopora_meandrina_HIv1___TS.g17096.t1, Pocillopora_meandrina_HIv1___TS.g5402.t1	
OG0000203		Pocillopora_meandrina_HIv1___RNAseq.g12437.t1, Pocillopora_meandrina_HIv1___RNAseq.g12448.t1, Pocillopora_meandrina_HIv1___RNAseq.g12471.t1, Pocillopora_meandrina_HIv1___RNAseq.g13008.t1, Pocillopora_meandrina_HIv1___RNAseq.g13028.t1, Pocillopora_meandrina_HIv1___RNAseq.g13034.t1, Pocillopora_meandrina_HIv1___RNAseq.g13085.t1, Pocillopora_meandrina_HIv1___RNAseq.g13283.t1, Pocillopora_meandrina_HIv1___RNAseq.g18462.t1, Pocillopora_meandrina_HIv1___RNAseq.g18467.t1, Pocillopora_meandrina_HIv1___RNAseq.g18479.t1, Pocillopora_meandrina_HIv1___RNAseq.g18491.t1, Pocillopora_meandrina_HIv1___RNAseq.g19484.t1, Pocillopora_meandrina_HIv1___RNAseq.g19487.t1, Pocillopora_meandrina_HIv1___RNAseq.g19500.t1, Pocillopora_meandrina_HIv1___RNAseq.g19505.t1, Pocillopora_meandrina_HIv1___RNAseq.g21928.t1, Pocillopora_meandrina_HIv1___TS.g1993.t1, Pocillopora_meandrina_HIv1___TS.g21447.t1, Pocillopora_meandrina_HIv1___TS.g21466.t1, Pocillopora_meandrina_HIv1___TS.g2286.t1, Pocillopora_meandrina_HIv1___TS.g2287.t1, Pocillopora_meandrina_HIv1___TS.g26698.t1	
OG0000204		Pocillopora_meandrina_HIv1___RNAseq.g9976.t1	Peve_00002818, Peve_00002821, Peve_00002822, Peve_00016452, Peve_00016453, Peve_00018549, Peve_00019760, Peve_00022860, Peve_00022862, Peve_00025513, Peve_00026905, Peve_00026906, Peve_00029509, Peve_00032630, Peve_00034247, Peve_00037416, Peve_00037418, Peve_00037423, Peve_00043441, Peve_00043565, Peve_00043568, Peve_00043569
OG0000205			Peve_00001233, Peve_00001239, Peve_00002619, Peve_00004108, Peve_00007256, Peve_00008094, Peve_00011524, Peve_00011826, Peve_00012641, Peve_00014728, Peve_00017957, Peve_00017960, Peve_00021483, Peve_00021599, Peve_00022680, Peve_00022705, Peve_00023180, Peve_00028395, Peve_00028437, Peve_00029784, Peve_00032600, Peve_00034444, Peve_00043678
