Coords	Name	MIRNA	sRNA-POC-47-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-POC-48-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-POC-50-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-POC-53-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-POC-57-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG
Pocillopora_meandrina_HIv1___Sc0000003:469256-469663	Cluster_1247	N	7	34	7	5	26
Pocillopora_meandrina_HIv1___Sc0000003:495066-495158	Cluster_1248	Y	293	149	194	152	198
Pocillopora_meandrina_HIv1___Sc0000003:788739-789165	Cluster_1249	N	12	8	103	7	13
Pocillopora_meandrina_HIv1___Sc0000003:875032-875434	Cluster_1250	N	30	36	18	21	40
Pocillopora_meandrina_HIv1___Sc0000003:879188-879850	Cluster_1251	N	76	171	85	233	479
Pocillopora_meandrina_HIv1___Sc0000003:1018756-1019619	Cluster_1252	N	46	55	726	255	439
Pocillopora_meandrina_HIv1___Sc0000003:1267920-1268335	Cluster_1253	N	34	18	28	59	6
Pocillopora_meandrina_HIv1___Sc0000003:1282213-1282627	Cluster_1254	N	55	19	24	14	8
Pocillopora_meandrina_HIv1___Sc0000003:1364281-1364948	Cluster_1255	N	160	488	264	1021	1302
Pocillopora_meandrina_HIv1___Sc0000003:1709656-1710200	Cluster_1256	N	28	122	37	149	267
Pocillopora_meandrina_HIv1___Sc0000003:1751794-1752219	Cluster_1257	N	66	0	19	61	0
Pocillopora_meandrina_HIv1___Sc0000003:1752820-1753250	Cluster_1258	N	6	6	1229	23	13
Pocillopora_meandrina_HIv1___Sc0000003:1932935-1933362	Cluster_1259	N	16	26	103	332	19
Pocillopora_meandrina_HIv1___Sc0000003:1934606-1935033	Cluster_1260	N	1	17	14	437	0
Pocillopora_meandrina_HIv1___Sc0000003:1936185-1936612	Cluster_1261	N	2	0	650	1	1
Pocillopora_meandrina_HIv1___Sc0000003:2013814-2014230	Cluster_1262	N	1	38	16	58	28
Pocillopora_meandrina_HIv1___Sc0000003:2241887-2242315	Cluster_1263	N	32	8	0	142	4
Pocillopora_meandrina_HIv1___Sc0000003:2476590-2477070	Cluster_1264	N	6047	10541	16303	25707	4217
Pocillopora_meandrina_HIv1___Sc0000003:2504023-2504437	Cluster_1265	N	5	2	155	1	15
Pocillopora_meandrina_HIv1___Sc0000003:2614870-2615287	Cluster_1266	N	95	0	0	1	1
Pocillopora_meandrina_HIv1___Sc0000003:2620719-2621157	Cluster_1267	N	412	40	3	18	1
Pocillopora_meandrina_HIv1___Sc0000003:2622157-2622586	Cluster_1268	N	24	1	183	8	3
Pocillopora_meandrina_HIv1___Sc0000003:2627197-2627614	Cluster_1269	N	105	0	0	0	0
Pocillopora_meandrina_HIv1___Sc0000003:2645319-2645747	Cluster_1270	N	57	3	6	78	10
Pocillopora_meandrina_HIv1___Sc0000003:2763211-2763631	Cluster_1271	N	10	22	26	58	12
Pocillopora_meandrina_HIv1___Sc0000003:2763676-2764158	Cluster_1272	N	22960	30416	25341	38370	79364
Pocillopora_meandrina_HIv1___Sc0000003:2849464-2849893	Cluster_1273	N	30	183	29	38	106
Pocillopora_meandrina_HIv1___Sc0000003:3008153-3009652	Cluster_1274	N	4938	903	4301	2121	923
Pocillopora_meandrina_HIv1___Sc0000003:3012955-3013651	Cluster_1275	N	0	233	0	960	4
Pocillopora_meandrina_HIv1___Sc0000003:3014086-3014511	Cluster_1276	N	1	2	86	0	3
Pocillopora_meandrina_HIv1___Sc0000003:3014665-3015191	Cluster_1277	N	4	37	1	289	4
Pocillopora_meandrina_HIv1___Sc0000003:3015890-3016320	Cluster_1278	N	0	2	0	209	0
Pocillopora_meandrina_HIv1___Sc0000003:3033168-3033596	Cluster_1279	N	8	21	60	118	34
Pocillopora_meandrina_HIv1___Sc0000003:3033677-3034111	Cluster_1280	N	167	41	125	54	23
Pocillopora_meandrina_HIv1___Sc0000003:3035420-3036545	Cluster_1281	N	2094	1010	1355	91	111
Pocillopora_meandrina_HIv1___Sc0000003:3036790-3037216	Cluster_1282	N	32	57	2	4	3
Pocillopora_meandrina_HIv1___Sc0000003:3048099-3049126	Cluster_1283	N	1126	195	278	151	63
Pocillopora_meandrina_HIv1___Sc0000003:3062518-3063986	Cluster_1284	N	680	466	768	332	102
Pocillopora_meandrina_HIv1___Sc0000003:3212023-3212452	Cluster_1285	N	107	8	37	31	5
Pocillopora_meandrina_HIv1___Sc0000003:3214049-3214561	Cluster_1286	N	195	10	23	57	14
Pocillopora_meandrina_HIv1___Sc0000003:3216175-3216596	Cluster_1287	N	1	0	74	1	1
Pocillopora_meandrina_HIv1___Sc0000003:3221779-3222319	Cluster_1288	N	103	100	141	130	39
Pocillopora_meandrina_HIv1___Sc0000003:3228849-3229280	Cluster_1289	N	43	41	2	670	33
Pocillopora_meandrina_HIv1___Sc0000003:3303172-3303600	Cluster_1290	N	291	723	312	0	419
Pocillopora_meandrina_HIv1___Sc0000003:3347357-3347835	Cluster_1291	N	59	10	2	0	101
Pocillopora_meandrina_HIv1___Sc0000003:3358566-3358981	Cluster_1292	N	0	8	4	3	248
Pocillopora_meandrina_HIv1___Sc0000003:3438712-3439139	Cluster_1293	N	12	12	122	13	11
Pocillopora_meandrina_HIv1___Sc0000003:3439687-3440217	Cluster_1294	N	349	4	9	10	1
Pocillopora_meandrina_HIv1___Sc0000003:3505320-3505735	Cluster_1295	N	51	9	45	44	10
Pocillopora_meandrina_HIv1___Sc0000003:3758358-3758771	Cluster_1296	N	18	34	14	45	46
Pocillopora_meandrina_HIv1___Sc0000003:3760949-3761352	Cluster_1297	N	5	19	4	26	67
Pocillopora_meandrina_HIv1___Sc0000003:3898050-3898465	Cluster_1298	N	14	53	0	114	0
Pocillopora_meandrina_HIv1___Sc0000003:3989630-3990133	Cluster_1299	N	31	0	108	125	10
Pocillopora_meandrina_HIv1___Sc0000003:4427879-4428306	Cluster_1300	N	16	2	108	37	0
Pocillopora_meandrina_HIv1___Sc0000003:4502940-4503367	Cluster_1301	N	122	47	18	2	1
Pocillopora_meandrina_HIv1___Sc0000003:4503526-4504274	Cluster_1302	N	431	338	324	4	29
Pocillopora_meandrina_HIv1___Sc0000003:4505511-4506569	Cluster_1303	N	3514	337	872	51	112
Pocillopora_meandrina_HIv1___Sc0000003:4619797-4620224	Cluster_1304	N	11	19	130	5	16
Pocillopora_meandrina_HIv1___Sc0000003:4842828-4843448	Cluster_1305	N	68	70	88	83	189
Pocillopora_meandrina_HIv1___Sc0000003:4945307-4945849	Cluster_1306	N	468	11	7	59	6
Pocillopora_meandrina_HIv1___Sc0000003:4946513-4946940	Cluster_1307	N	83	51	42	10	6
Pocillopora_meandrina_HIv1___Sc0000003:4969638-4970055	Cluster_1308	N	31	12	73	67	279
Pocillopora_meandrina_HIv1___Sc0000003:5028952-5029429	Cluster_1309	N	100	46	104	402	199
Pocillopora_meandrina_HIv1___Sc0000003:5030876-5031354	Cluster_1310	N	106	259	216	585	678
Pocillopora_meandrina_HIv1___Sc0000003:5148334-5148807	Cluster_1311	N	30	43	39	107	116
Pocillopora_meandrina_HIv1___Sc0000003:5182537-5182957	Cluster_1312	N	13	27	23	64	111
Pocillopora_meandrina_HIv1___Sc0000003:5213694-5214108	Cluster_1313	N	0	3	3	19	74
Pocillopora_meandrina_HIv1___Sc0000003:5372310-5372735	Cluster_1314	N	148	55	62	25	5
Pocillopora_meandrina_HIv1___Sc0000003:5410933-5411346	Cluster_1315	N	1	18	13	0	58
Pocillopora_meandrina_HIv1___Sc0000003:5692287-5693118	Cluster_1316	N	10	9	539	0	33
Pocillopora_meandrina_HIv1___Sc0000003:5694637-5695065	Cluster_1317	N	169	34	1	14	8
Pocillopora_meandrina_HIv1___Sc0000003:5755579-5756010	Cluster_1318	N	68	34	58	219	16
Pocillopora_meandrina_HIv1___Sc0000003:5760136-5760610	Cluster_1319	N	3204	4997	9051	34248	20657
Pocillopora_meandrina_HIv1___Sc0000003:5831350-5831779	Cluster_1320	N	5	47	0	108	1
Pocillopora_meandrina_HIv1___Sc0000003:5911110-5911540	Cluster_1321	N	143	823	1311	10	163
Pocillopora_meandrina_HIv1___Sc0000003:5965071-5965588	Cluster_1322	N	6	77	27	94	230
Pocillopora_meandrina_HIv1___Sc0000003:5965723-5966237	Cluster_1323	N	7	100	36	82	192
Pocillopora_meandrina_HIv1___Sc0000003:6019953-6020383	Cluster_1324	N	34	72	39	65	103
Pocillopora_meandrina_HIv1___Sc0000003:6086863-6087280	Cluster_1325	N	95	639	96	34	139
Pocillopora_meandrina_HIv1___Sc0000003:6298837-6299251	Cluster_1326	N	0	89	0	150	328
Pocillopora_meandrina_HIv1___Sc0000003:6328548-6328949	Cluster_1327	N	6	8	12	40	95
Pocillopora_meandrina_HIv1___Sc0000003:6386284-6386828	Cluster_1328	N	26	90	46	125	249
Pocillopora_meandrina_HIv1___Sc0000003:6424799-6425229	Cluster_1329	N	10	5	75	293	184
Pocillopora_meandrina_HIv1___Sc0000003:6520675-6521089	Cluster_1330	N	1	5	159	15	11
Pocillopora_meandrina_HIv1___Sc0000003:6569728-6570155	Cluster_1331	N	78	51	38	4	2
Pocillopora_meandrina_HIv1___Sc0000003:6670538-6670966	Cluster_1332	N	68	0	114	63	56
Pocillopora_meandrina_HIv1___Sc0000003:6672454-6672886	Cluster_1333	N	36	122	423	84	306
Pocillopora_meandrina_HIv1___Sc0000003:6682716-6683131	Cluster_1334	N	42	78	0	14	63
Pocillopora_meandrina_HIv1___Sc0000003:6742429-6742844	Cluster_1335	N	3	30	26	61	63
Pocillopora_meandrina_HIv1___Sc0000003:6767980-6768388	Cluster_1336	N	12	49	7	56	66
Pocillopora_meandrina_HIv1___Sc0000003:6774529-6774948	Cluster_1337	N	17	38	16	44	68
Pocillopora_meandrina_HIv1___Sc0000003:6775672-6776091	Cluster_1338	N	6	39	5	25	33
Pocillopora_meandrina_HIv1___Sc0000003:6785513-6785917	Cluster_1339	N	12	27	10	32	28
Pocillopora_meandrina_HIv1___Sc0000003:6807042-6807456	Cluster_1340	N	18	0	82	9	0
Pocillopora_meandrina_HIv1___Sc0000003:6885700-6886302	Cluster_1341	N	41	498	57	81	73
Pocillopora_meandrina_HIv1___Sc0000003:6910359-6911008	Cluster_1342	N	0	1	2	243	144
Pocillopora_meandrina_HIv1___Sc0000003:6988889-6989345	Cluster_1343	N	0	65	70	46	0
Pocillopora_meandrina_HIv1___Sc0000003:7061737-7062151	Cluster_1344	N	0	0	72	0	97
Pocillopora_meandrina_HIv1___Sc0000003:7133223-7133650	Cluster_1345	N	98	47	38	3	3
Pocillopora_meandrina_HIv1___Sc0000003:7244498-7244925	Cluster_1346	N	0	16	9	141	102
Pocillopora_meandrina_HIv1___Sc0000003:7299311-7299720	Cluster_1347	N	6	30	21	53	79
Pocillopora_meandrina_HIv1___Sc0000003:7299822-7300240	Cluster_1348	N	20	73	24	112	187
Pocillopora_meandrina_HIv1___Sc0000003:7300249-7300659	Cluster_1349	N	18	42	25	64	116
Pocillopora_meandrina_HIv1___Sc0000003:7353727-7354272	Cluster_1350	N	24	55	16	67	293
Pocillopora_meandrina_HIv1___Sc0000003:7408170-7409498	Cluster_1351	N	65	650	110	401	755
Pocillopora_meandrina_HIv1___Sc0000003:7409540-7409954	Cluster_1352	N	8	44	6	33	118
Pocillopora_meandrina_HIv1___Sc0000003:7410474-7410908	Cluster_1353	N	14	137	17	101	215
Pocillopora_meandrina_HIv1___Sc0000003:7411420-7411846	Cluster_1354	N	8	108	23	60	164
Pocillopora_meandrina_HIv1___Sc0000003:7412367-7413218	Cluster_1355	N	41	361	66	229	411
Pocillopora_meandrina_HIv1___Sc0000003:7562319-7562747	Cluster_1356	N	0	1	82	2	0
Pocillopora_meandrina_HIv1___Sc0000003:7591882-7592298	Cluster_1357	N	0	0	0	83	0
Pocillopora_meandrina_HIv1___Sc0000003:7599787-7601072	Cluster_1358	N	798	450	591	847	156
Pocillopora_meandrina_HIv1___Sc0000003:7622721-7623130	Cluster_1359	N	128	2	1	0	0
Pocillopora_meandrina_HIv1___Sc0000003:7626252-7626678	Cluster_1360	N	176	2	12	3	1
Pocillopora_meandrina_HIv1___Sc0000003:7633872-7634300	Cluster_1361	N	125	7	3	5	18
Pocillopora_meandrina_HIv1___Sc0000003:7659438-7659860	Cluster_1362	N	30	29	41	13	7
Pocillopora_meandrina_HIv1___Sc0000003:7758160-7758574	Cluster_1363	N	1	4	91	1	5
Pocillopora_meandrina_HIv1___Sc0000003:7872076-7872492	Cluster_1364	N	83	94	171	47	11
Pocillopora_meandrina_HIv1___Sc0000003:7947458-7947877	Cluster_1365	N	20	68	44	56	134
Pocillopora_meandrina_HIv1___Sc0000003:7948713-7949134	Cluster_1366	N	26	55	39	93	181
Pocillopora_meandrina_HIv1___Sc0000003:7955162-7955821	Cluster_1367	N	30	73	58	89	296
Pocillopora_meandrina_HIv1___Sc0000003:8162818-8163232	Cluster_1368	N	3	48	15	203	3
Pocillopora_meandrina_HIv1___Sc0000003:8175305-8175721	Cluster_1369	N	21	83	15	9	10
Pocillopora_meandrina_HIv1___Sc0000003:8251831-8252248	Cluster_1370	N	11	33	13	20	5
Pocillopora_meandrina_HIv1___Sc0000003:8266188-8266668	Cluster_1371	N	14	62	67	135	172
Pocillopora_meandrina_HIv1___Sc0000003:8314379-8314796	Cluster_1372	N	588	316	268	0	16
Pocillopora_meandrina_HIv1___Sc0000003:8365220-8365649	Cluster_1373	N	78	14	19	53	30
Pocillopora_meandrina_HIv1___Sc0000003:8389909-8390326	Cluster_1374	N	8	24	16	35	82
Pocillopora_meandrina_HIv1___Sc0000003:8391648-8392055	Cluster_1375	N	24	51	12	54	117
Pocillopora_meandrina_HIv1___Sc0000003:8392372-8393304	Cluster_1376	N	136	284	85	347	576
Pocillopora_meandrina_HIv1___Sc0000003:8442393-8443320	Cluster_1377	N	2717	862	810	1764	324
Pocillopora_meandrina_HIv1___Sc0000003:8459705-8460134	Cluster_1378	N	126	8	95	390	47
Pocillopora_meandrina_HIv1___Sc0000003:8619934-8620349	Cluster_1379	N	49	11	0	86	0
Pocillopora_meandrina_HIv1___Sc0000003:8622430-8623297	Cluster_1380	N	61	96	103	48	147
Pocillopora_meandrina_HIv1___Sc0000003:8648200-8648636	Cluster_1381	N	123	72	114	102	23
Pocillopora_meandrina_HIv1___Sc0000003:8649170-8649599	Cluster_1382	N	85	8	2	49	4
Pocillopora_meandrina_HIv1___Sc0000003:8658110-8658528	Cluster_1383	N	99	1009	90	353	1157
Pocillopora_meandrina_HIv1___Sc0000003:8674321-8674735	Cluster_1384	N	7	17	29	37	145
Pocillopora_meandrina_HIv1___Sc0000003:8680824-8681250	Cluster_1385	N	35	72	68	14	18
Pocillopora_meandrina_HIv1___Sc0000003:8695585-8696014	Cluster_1386	N	0	15	742	0	0
Pocillopora_meandrina_HIv1___Sc0000003:8780641-8782378	Cluster_1387	N	663	406	725	594	250
Pocillopora_meandrina_HIv1___Sc0000003:8905394-8905822	Cluster_1388	N	12	6	110	40	4
Pocillopora_meandrina_HIv1___Sc0000003:8907631-8908059	Cluster_1389	N	45	21	25	40	13
Pocillopora_meandrina_HIv1___Sc0000003:8915298-8915727	Cluster_1390	N	24	10	30	107	2
Pocillopora_meandrina_HIv1___Sc0000003:8916615-8917176	Cluster_1391	N	91	40	129	1	53
Pocillopora_meandrina_HIv1___Sc0000003:8920685-8921364	Cluster_1392	N	417	405	796	1499	225
Pocillopora_meandrina_HIv1___Sc0000003:8969736-8970166	Cluster_1393	N	11	2	252	3	13
Pocillopora_meandrina_HIv1___Sc0000003:9059675-9060089	Cluster_1394	N	37	0	1	35	3
Pocillopora_meandrina_HIv1___Sc0000003:9071829-9072246	Cluster_1395	N	4	22	2	90	234
Pocillopora_meandrina_HIv1___Sc0000003:9135605-9136019	Cluster_1396	N	26	65	22	11	26
Pocillopora_meandrina_HIv1___Sc0000003:9149635-9150114	Cluster_1397	N	99	443	0	0	0
Pocillopora_meandrina_HIv1___Sc0000003:9215663-9216078	Cluster_1398	N	2	1	0	135	8
Pocillopora_meandrina_HIv1___Sc0000003:9291034-9292811	Cluster_1399	N	673	446	782	616	240
Pocillopora_meandrina_HIv1___Sc0000003:9320593-9321007	Cluster_1400	N	59	17	55	16	12
Pocillopora_meandrina_HIv1___Sc0000003:9403760-9404178	Cluster_1401	N	26	978	273	588	1746
Pocillopora_meandrina_HIv1___Sc0000003:9521091-9521511	Cluster_1402	N	2	83	0	4	3
Pocillopora_meandrina_HIv1___Sc0000003:9565787-9566383	Cluster_1403	N	1314	534	1481	1241	1154
Pocillopora_meandrina_HIv1___Sc0000003:9657566-9657995	Cluster_1404	N	19	57	176	123	0
Pocillopora_meandrina_HIv1___Sc0000003:9699669-9700425	Cluster_1405	N	364	156	510	425	34
Pocillopora_meandrina_HIv1___Sc0000003:9709233-9709736	Cluster_1406	N	1924	267	861	574	50
Pocillopora_meandrina_HIv1___Sc0000003:9744415-9744936	Cluster_1407	N	50	88	53	79	23
Pocillopora_meandrina_HIv1___Sc0000003:9751847-9752327	Cluster_1408	N	3179	331	570	1824	214
Pocillopora_meandrina_HIv1___Sc0000003:9758869-9759872	Cluster_1409	N	661	148	204	269	17
Pocillopora_meandrina_HIv1___Sc0000003:9762294-9762709	Cluster_1410	N	8	69	2	29	1
Pocillopora_meandrina_HIv1___Sc0000003:9768332-9768755	Cluster_1411	N	46	35	31	15	0
Pocillopora_meandrina_HIv1___Sc0000003:9777960-9778366	Cluster_1412	N	1	83	0	0	7
Pocillopora_meandrina_HIv1___Sc0000003:9784035-9784461	Cluster_1413	N	20	0	64	0	1
Pocillopora_meandrina_HIv1___Sc0000003:9784980-9785407	Cluster_1414	N	5	0	85	2	3
Pocillopora_meandrina_HIv1___Sc0000003:9795699-9796507	Cluster_1415	N	4621	2462	3121	4323	88
Pocillopora_meandrina_HIv1___Sc0000003:9799382-9799799	Cluster_1416	N	30	13	50	29	1
Pocillopora_meandrina_HIv1___Sc0000003:9800898-9801298	Cluster_1417	N	37	19	6	46	9
Pocillopora_meandrina_HIv1___Sc0000003:9807539-9807963	Cluster_1418	N	47	2	54	8	0
Pocillopora_meandrina_HIv1___Sc0000003:9810528-9811421	Cluster_1419	N	15915	16206	10325	10415	202
Pocillopora_meandrina_HIv1___Sc0000003:9829639-9830066	Cluster_1420	N	54	37	44	21	2
Pocillopora_meandrina_HIv1___Sc0000003:9840509-9840938	Cluster_1421	N	88	17	10	1	7
Pocillopora_meandrina_HIv1___Sc0000003:9842982-9843408	Cluster_1422	N	2	0	3	96	2
Pocillopora_meandrina_HIv1___Sc0000003:9846538-9846953	Cluster_1423	N	97	102	4	4	1
Pocillopora_meandrina_HIv1___Sc0000003:9872204-9872999	Cluster_1424	N	261	88	144	1178	193
Pocillopora_meandrina_HIv1___Sc0000003:9891466-9891893	Cluster_1425	N	39	33	36	26	2
Pocillopora_meandrina_HIv1___Sc0000003:9902335-9902764	Cluster_1426	N	89	20	18	0	9
Pocillopora_meandrina_HIv1___Sc0000003:9904807-9905235	Cluster_1427	N	2	4	6	108	1
Pocillopora_meandrina_HIv1___Sc0000003:9912134-9912555	Cluster_1428	N	18	0	61	0	0
Pocillopora_meandrina_HIv1___Sc0000003:9920702-9921127	Cluster_1429	N	51	0	63	0	0
Pocillopora_meandrina_HIv1___Sc0000003:9932440-9933416	Cluster_1430	N	282	113	167	2202	195
Pocillopora_meandrina_HIv1___Sc0000003:9935605-9936183	Cluster_1431	N	1	233	456	8	0
Pocillopora_meandrina_HIv1___Sc0000003:9944352-9944779	Cluster_1432	N	42	38	32	24	1
Pocillopora_meandrina_HIv1___Sc0000003:9987992-9988420	Cluster_1433	N	1	10	296	1	4
Pocillopora_meandrina_HIv1___Sc0000003:9994430-9994856	Cluster_1434	N	19	0	70	0	0
Pocillopora_meandrina_HIv1___Sc0000003:10001373-10002717	Cluster_1435	N	13458	3785	8127	12307	170
Pocillopora_meandrina_HIv1___Sc0000003:10010816-10011245	Cluster_1436	N	515	89	125	196	10
Pocillopora_meandrina_HIv1___Sc0000003:10011390-10011898	Cluster_1437	N	2866	861	1504	2126	128
Pocillopora_meandrina_HIv1___Sc0000003:10012444-10012874	Cluster_1438	N	32	47	181	15	1
Pocillopora_meandrina_HIv1___Sc0000003:10014241-10014659	Cluster_1439	N	2	95	2	25	0
Pocillopora_meandrina_HIv1___Sc0000003:10064345-10065144	Cluster_1440	N	832	361	526	663	4
Pocillopora_meandrina_HIv1___Sc0000003:10079764-10080571	Cluster_1441	N	19195	3521	7736	9177	272
Pocillopora_meandrina_HIv1___Sc0000003:10095244-10095670	Cluster_1442	N	1	116	2	0	0
Pocillopora_meandrina_HIv1___Sc0000003:10129512-10129606	Cluster_1443	Y	3264	1871	3804	1419	796
Pocillopora_meandrina_HIv1___Sc0000003:10217874-10218300	Cluster_1444	N	46	4	6	70	8
Pocillopora_meandrina_HIv1___Sc0000003:10254534-10255238	Cluster_1445	N	2	247	4	290	96
Pocillopora_meandrina_HIv1___Sc0000003:10257232-10258201	Cluster_1446	N	2049	295	4	536	228
Pocillopora_meandrina_HIv1___Sc0000003:10258826-10259437	Cluster_1447	N	92	146	1	104	70
Pocillopora_meandrina_HIv1___Sc0000003:10343590-10344134	Cluster_1448	N	50	27	45	108	241
Pocillopora_meandrina_HIv1___Sc0000003:10366033-10366130	Cluster_1449	Y	242513	155997	208252	177640	61950
Pocillopora_meandrina_HIv1___Sc0000003:10467440-10467869	Cluster_1450	N	85	12	16	28	5
Pocillopora_meandrina_HIv1___Sc0000003:10524991-10525416	Cluster_1451	N	4	5	2	44	34
Pocillopora_meandrina_HIv1___Sc0000003:10659509-10659936	Cluster_1452	N	2	171	4	2	2
Pocillopora_meandrina_HIv1___Sc0000003:10771888-10772321	Cluster_1453	N	0	148	219	65	4
Pocillopora_meandrina_HIv1___Sc0000003:10853901-10854328	Cluster_1454	N	0	10	0	212	1
Pocillopora_meandrina_HIv1___Sc0000003:10886095-10886509	Cluster_1455	N	10	17	5	22	66
Pocillopora_meandrina_HIv1___Sc0000003:10898403-10898826	Cluster_1456	N	17	19	37	14	8
Pocillopora_meandrina_HIv1___Sc0000003:10984914-10985340	Cluster_1457	N	34	70	5	37	29
Pocillopora_meandrina_HIv1___Sc0000003:11272564-11273266	Cluster_1458	N	211	33	93	96	24
Pocillopora_meandrina_HIv1___Sc0000003:11273554-11274020	Cluster_1459	N	187	32	97	86	44
Pocillopora_meandrina_HIv1___Sc0000003:11275061-11275491	Cluster_1460	N	2555	17	22	16	7
Pocillopora_meandrina_HIv1___Sc0000003:11276324-11276785	Cluster_1461	N	325	27	35	34	8
Pocillopora_meandrina_HIv1___Sc0000003:11282947-11283364	Cluster_1462	N	31	15	12	178	5
Pocillopora_meandrina_HIv1___Sc0000003:11284634-11285047	Cluster_1463	N	48	11	18	14	13
Pocillopora_meandrina_HIv1___Sc0000003:11288132-11288614	Cluster_1464	N	231	33	112	152	26
Pocillopora_meandrina_HIv1___Sc0000003:11289719-11290158	Cluster_1465	N	114	20	68	41	0
Pocillopora_meandrina_HIv1___Sc0000003:11295745-11296301	Cluster_1466	N	1852	144	87	911	93
Pocillopora_meandrina_HIv1___Sc0000003:11296950-11298687	Cluster_1467	N	647	447	748	1670	257
Pocillopora_meandrina_HIv1___Sc0000003:11304922-11305468	Cluster_1468	N	1298	46	3561	322	600
Pocillopora_meandrina_HIv1___Sc0000003:11310298-11312559	Cluster_1469	N	2377	102	1936	2224	75
Pocillopora_meandrina_HIv1___Sc0000003:11313832-11314259	Cluster_1470	N	1	99	1	8	5
Pocillopora_meandrina_HIv1___Sc0000003:11321068-11322166	Cluster_1471	N	3089	431	1433	694	155
Pocillopora_meandrina_HIv1___Sc0000003:11335082-11335508	Cluster_1472	N	171	58	18	1	1
Pocillopora_meandrina_HIv1___Sc0000003:11335681-11336085	Cluster_1473	N	122	95	96	4	2
Pocillopora_meandrina_HIv1___Sc0000003:11337090-11337595	Cluster_1474	N	251	87	90	1	5
Pocillopora_meandrina_HIv1___Sc0000003:11345275-11345703	Cluster_1475	N	134	12	35	35	14
Pocillopora_meandrina_HIv1___Sc0000003:11346922-11347354	Cluster_1476	N	2248	9	25	4	83
Pocillopora_meandrina_HIv1___Sc0000003:11353870-11354297	Cluster_1477	N	122	8	23	35	18
Pocillopora_meandrina_HIv1___Sc0000003:11358732-11359162	Cluster_1478	N	142	3	35	30	14
Pocillopora_meandrina_HIv1___Sc0000003:11363153-11363582	Cluster_1479	N	180	40	185	85	17
Pocillopora_meandrina_HIv1___Sc0000003:11363737-11364794	Cluster_1480	N	5052	1699	3556	4402	971
Pocillopora_meandrina_HIv1___Sc0000003:11365014-11366394	Cluster_1481	N	1835	95	1233	368	164
Pocillopora_meandrina_HIv1___Sc0000003:11378928-11380102	Cluster_1482	N	209	103	142	388	44
Pocillopora_meandrina_HIv1___Sc0000003:11380313-11380818	Cluster_1483	N	284	18	72	288	23
Pocillopora_meandrina_HIv1___Sc0000003:11380835-11381362	Cluster_1484	N	353	26	80	78	14
Pocillopora_meandrina_HIv1___Sc0000003:11381379-11381806	Cluster_1485	N	136	43	45	93	12
Pocillopora_meandrina_HIv1___Sc0000003:11381813-11382239	Cluster_1486	N	91	31	61	54	14
Pocillopora_meandrina_HIv1___Sc0000003:11386437-11386980	Cluster_1487	N	134	59	68	93	67
Pocillopora_meandrina_HIv1___Sc0000003:11387132-11387560	Cluster_1488	N	28	15	54	99	12
Pocillopora_meandrina_HIv1___Sc0000003:11387865-11388471	Cluster_1489	N	162	362	110	169	383
Pocillopora_meandrina_HIv1___Sc0000003:11402239-11402660	Cluster_1490	N	66	75	16	78	12
Pocillopora_meandrina_HIv1___Sc0000003:11403222-11403650	Cluster_1491	N	88	43	16	24	8
Pocillopora_meandrina_HIv1___Sc0000003:11404422-11404953	Cluster_1492	N	438	321	642	560	80
Pocillopora_meandrina_HIv1___Sc0000003:11405600-11406230	Cluster_1493	N	155	23	1	143	158
Pocillopora_meandrina_HIv1___Sc0000003:11406949-11408132	Cluster_1494	N	149	746	133	163	100
Pocillopora_meandrina_HIv1___Sc0000003:11415939-11417910	Cluster_1495	N	2342	782	1758	661	231
Pocillopora_meandrina_HIv1___Sc0000003:11418569-11418975	Cluster_1496	N	107	9	164	32	3
Pocillopora_meandrina_HIv1___Sc0000003:11419094-11419827	Cluster_1497	N	442	537	5	4	125
Pocillopora_meandrina_HIv1___Sc0000003:11419882-11420308	Cluster_1498	N	100	27	0	1	27
Pocillopora_meandrina_HIv1___Sc0000003:11420788-11422512	Cluster_1499	N	1513	361	44	2	239
Pocillopora_meandrina_HIv1___Sc0000003:11422534-11423478	Cluster_1500	N	990	321	745	44	140
Pocillopora_meandrina_HIv1___Sc0000003:11423483-11424351	Cluster_1501	N	296	128	512	106	45
Pocillopora_meandrina_HIv1___Sc0000003:11424552-11426547	Cluster_1502	N	975	415	1412	426	198
Pocillopora_meandrina_HIv1___Sc0000003:11428422-11428852	Cluster_1503	N	816	26	1	2	49
