# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-a" "Apul_lncRNA_for_counts.gtf" "-t" "lncRNA" "-g" "gene_id" "-o" "Apul_lncRNA_counts_matrix.txt" "RNA-ACR-140-S1-TP2.bam" "RNA-ACR-145-S1-TP2.bam" "RNA-ACR-150-S1-TP2.bam" "RNA-ACR-173-S1-TP2.bam" "RNA-ACR-178-S1-TP2.bam" 
Geneid	Chr	Start	End	Strand	Length	RNA-ACR-140-S1-TP2.bam	RNA-ACR-145-S1-TP2.bam	RNA-ACR-150-S1-TP2.bam	RNA-ACR-173-S1-TP2.bam	RNA-ACR-178-S1-TP2.bam
lncRNA_4471	NC_058071.1	3992391	3992774	+	384	0	0	18	0	7
lncRNA_4472	NC_058071.1	4105779	4106075	+	297	0	2	0	23	7
lncRNA_4473	NC_058071.1	4246043	4247098	+	1056	1	11	0	46	19
lncRNA_4474	NC_058071.1	4249683	4251077	+	1395	18	24	22	44	115
lncRNA_4475	NC_058071.1	4293313	4294857	+	1545	0	0	42	26	20
lncRNA_4476	NC_058071.1	4297335	4297667	+	333	0	0	14	0	0
lncRNA_4477	NC_058071.1	4297895	4298116	+	222	14	0	0	0	0
lncRNA_4478	NC_058071.1	4299655	4300295	+	641	3	26	20	37	33
lncRNA_4479	NC_058071.1	4331180	4332473	+	1294	40	141	11	20	18
lncRNA_4480	NC_058071.1	4332790	4333011	+	222	27	31	6	22	6
lncRNA_4481	NC_058071.1	4333418	4334031	+	614	73	0	15	11	5
lncRNA_4482	NC_058071.1	4341691	4341925	+	235	21	0	4	5	9
lncRNA_4483	NC_058071.1	4343437	4343856	+	420	4	0	4	0	39
lncRNA_4484	NC_058071.1	4344922	4345162	+	241	27	3	25	3	4
lncRNA_4485	NC_058071.1	4346054	4347534	+	1481	56	19	42	36	194
lncRNA_4486	NC_058071.1	4347739	4347996	+	258	38	0	2	6	1
lncRNA_4487	NC_058071.1	4525167	4525538	+	372	4	1	8	3	96
lncRNA_4488	NC_058071.1	4527217	4527426	+	210	4	0	4	0	14
lncRNA_4489	NC_058071.1	4535913	4536273	+	361	51	0	29	0	57
lncRNA_4490	NC_058071.1	4585607	4587285	+	1679	97	166	25	73	90
lncRNA_4491	NC_058071.1	4587513	4587760	+	248	4	9	1	1	10
lncRNA_4492	NC_058071.1	4588522	4589880	+	1359	84	32	34	107	19
lncRNA_4493	NC_058071.1	4611738	4612085	+	348	21	8	3	13	17
lncRNA_4494	NC_058071.1	4616799	4617673	+	875	24	12	19	15	82
lncRNA_4495	NC_058071.1	4618976	4619795	+	820	0	72	30	14	78
lncRNA_4496	NC_058071.1	4661221	4661813	+	593	18	18	21	6	26
lncRNA_4497	NC_058071.1	4663222	4664086	+	865	20	0	26	1	100
lncRNA_4498	NC_058071.1	4679241	4679560	+	320	3	8	1	0	1
lncRNA_4499	NC_058071.1	4679778	4680644	+	867	30	0	1	0	21
lncRNA_4500	NC_058071.1	4682854	4683091	+	238	40	0	16	0	2
lncRNA_4501	NC_058071.1	4693964	4694371	+	408	23	7	13	10	4
lncRNA_4502	NC_058071.1	4698280	4698549	+	270	0	2	8	8	8
lncRNA_4503	NC_058071.1	4849687	4850311	+	625	7	0	49	35	62
lncRNA_4504	NC_058071.1	4979469	4980051	+	583	0	0	0	0	46
lncRNA_4505	NC_058071.1	4983358	4983760	+	403	0	0	23	7	4
lncRNA_4506	NC_058071.1	4986494	4986834	+	341	25	0	38	15	232
lncRNA_4507	NC_058071.1	4998874	4999090	+	217	0	15	0	2	0
lncRNA_4508	NC_058071.1	5002909	5003198	+	290	0	0	0	10	41
lncRNA_4509	NC_058071.1	5003415	5003814	+	400	7	0	6	0	69
lncRNA_4510	NC_058071.1	5016096	5016395	+	300	3	3	45	6	0
lncRNA_4511	NC_058071.1	5017692	5018294	+	603	39	41	0	20	35
lncRNA_4512	NC_058071.1	5023958	5024482	+	525	1	22	4	0	22
lncRNA_4513	NC_058071.1	5025466	5026168	+	703	30	0	18	6	98
lncRNA_4514	NC_058071.1	5086005	5086509	+	505	39	0	62	2	140
lncRNA_4515	NC_058071.1	5096688	5096899	+	212	0	0	0	0	14
lncRNA_4516	NC_058071.1	5098666	5099244	+	579	19	0	9	0	175
lncRNA_4517	NC_058071.1	5107791	5108084	+	294	0	0	12	1	1
lncRNA_4518	NC_058071.1	5137837	5138286	+	450	52	14	18	12	30
lncRNA_4519	NC_058071.1	5147378	5147583	+	206	1	0	4	35	12
lncRNA_4520	NC_058071.1	5161096	5161512	+	417	38	4	18	0	29
lncRNA_4521	NC_058071.1	5168161	5168521	+	361	0	0	19	2	0
lncRNA_4522	NC_058071.1	5169050	5169351	+	302	0	0	3	20	0
lncRNA_4523	NC_058071.1	5266934	5267242	+	309	0	38	20	56	17
lncRNA_4524	NC_058071.1	5281817	5282538	+	722	13	16	0	15	170
lncRNA_4525	NC_058071.1	5285312	5285540	+	229	0	0	0	103	0
lncRNA_4526	NC_058071.1	5292704	5293080	+	377	11	6	8	26	24
lncRNA_4527	NC_058071.1	5297960	5298261	+	302	231	803	752	573	562
lncRNA_4528	NC_058071.1	5312219	5312477	+	259	0	0	0	0	21
lncRNA_4529	NC_058071.1	5331034	5331294	+	261	0	0	10	0	4
lncRNA_4530	NC_058071.1	5335064	5335309	+	246	7	0	23	0	15
lncRNA_4531	NC_058071.1	5363410	5363737	+	328	18	1	15	4	11
lncRNA_4532	NC_058071.1	5366849	5367508	+	660	48	94	0	2	62
lncRNA_4533	NC_058071.1	5503755	5504263	+	509	5	3	9	0	28
lncRNA_4534	NC_058071.1	5507217	5507527	+	311	5	0	0	16	0
lncRNA_4535	NC_058071.1	5538357	5539295	+	939	11	2	18	4	45
lncRNA_4536	NC_058071.1	5566233	5567168	+	936	0	0	0	0	0
lncRNA_4537	NC_058071.1	5576624	5576855	+	232	0	0	0	18	0
lncRNA_4538	NC_058071.1	5580561	5581529	+	969	0	5	20	8	110
lncRNA_4539	NC_058071.1	5591402	5591641	+	240	17	0	2	8	71
lncRNA_4540	NC_058071.1	5673290	5674003	+	714	30	2	79	3	239
lncRNA_4541	NC_058071.1	5696644	5697114	+	471	18	7	2	29	17
lncRNA_4542	NC_058071.1	5699031	5699261	+	231	104	74	50	25	72
lncRNA_4543	NC_058071.1	5709746	5710154	+	409	0	0	51	6	1
lncRNA_4544	NC_058071.1	5711219	5711449	+	231	9	0	0	0	61
lncRNA_4545	NC_058071.1	5722969	5723378	+	410	16	0	0	29	7
lncRNA_4546	NC_058071.1	5724947	5725166	+	220	0	0	6	0	0
lncRNA_4547	NC_058071.1	5802473	5802944	+	472	7	0	2	0	108
lncRNA_4548	NC_058071.1	5803376	5803702	+	327	0	0	16	3	8
lncRNA_4549	NC_058071.1	5814451	5814764	+	314	0	0	19	0	43
lncRNA_4550	NC_058071.1	5910479	5910700	+	222	1	0	12	0	0
lncRNA_4551	NC_058071.1	5913157	5913448	+	292	0	0	0	0	24
lncRNA_4552	NC_058071.1	5913715	5915057	+	1343	467	241	0	2	138
lncRNA_4553	NC_058071.1	5940261	5940462	+	202	6	1	0	9	3
lncRNA_4554	NC_058071.1	5941092	5941403	+	312	20	22	10	9	24
lncRNA_4555	NC_058071.1	5972823	5973029	+	207	7	0	0	0	12
lncRNA_4556	NC_058071.1	5985318	5985672	+	355	18	5	4	14	0
lncRNA_4557	NC_058071.1	6013184	6013461	+	278	19	2	0	20	9
lncRNA_4558	NC_058071.1	6173024	6173298	+	275	0	0	1	13	16
lncRNA_4559	NC_058071.1	6174289	6174608	+	320	42	0	2	22	6
lncRNA_4560	NC_058071.1	6284879	6285120	+	242	0	0	0	1	2
lncRNA_4561	NC_058071.1	6291996	6292265	+	270	0	0	16	7	24
lncRNA_4562	NC_058071.1	6309205	6309438	+	234	0	12	0	17	0
lncRNA_4563	NC_058071.1	6360851	6361551	+	701	32	0	51	8	139
lncRNA_4564	NC_058071.1	6365927	6366354	+	428	0	2	0	0	0
lncRNA_4565	NC_058071.1	6367534	6367886	+	353	16	0	14	3	94
lncRNA_4566	NC_058071.1	6550947	6551427	+	481	1	10	0	0	0
lncRNA_4567	NC_058071.1	6672621	6672871	+	251	0	0	11	0	6
lncRNA_4568	NC_058071.1	6674863	6675112	+	250	18	13	0	0	2
lncRNA_4569	NC_058071.1	6784203	6784849	+	647	24	1	15	4	102
lncRNA_4570	NC_058071.1	6808575	6809179	+	605	4	0	2	7	67
lncRNA_4571	NC_058071.1	6929029	6929291	+	263	34	0	35	11	116
lncRNA_4572	NC_058071.1	6950388	6952553	+	2166	16	19	41	8	159
lncRNA_4573	NC_058071.1	7078678	7080414	+	1737	37	28	2	29	49
lncRNA_4574	NC_058071.1	7105565	7105784	+	220	14	0	2	0	16
lncRNA_4575	NC_058071.1	7205164	7205376	+	213	18	0	10	0	0
lncRNA_4576	NC_058071.1	7206707	7207140	+	434	0	1	0	0	69
lncRNA_4577	NC_058071.1	7264144	7264350	+	207	0	2	4	1	6
lncRNA_4578	NC_058071.1	7267606	7267881	+	276	7	25	0	17	28
lncRNA_4579	NC_058071.1	7268495	7269341	+	847	33	0	8	5	96
lncRNA_4580	NC_058071.1	7315442	7315769	+	328	9	0	1	1	6
lncRNA_4581	NC_058071.1	7320128	7320422	+	295	0	26	0	0	0
lncRNA_4582	NC_058071.1	7337801	7338030	+	230	0	0	0	0	12
lncRNA_4583	NC_058071.1	7339418	7339729	+	312	0	7	14	13	2
lncRNA_4584	NC_058071.1	7378146	7379117	+	972	156	55	9	166	36
lncRNA_4585	NC_058071.1	7381213	7381547	+	335	8	0	0	0	6
lncRNA_4586	NC_058071.1	7407749	7408118	+	370	38	1	2	6	7
lncRNA_4587	NC_058071.1	7443404	7443654	+	251	10	0	28	0	11
lncRNA_4588	NC_058071.1	7444254	7444706	+	453	4	2	18	0	7
lncRNA_4589	NC_058071.1	7447657	7447874	+	218	3	0	0	2	32
lncRNA_4590	NC_058071.1	7500777	7505598	+	4822	763	356	545	523	1969
lncRNA_4591	NC_058071.1	7516681	7516904	+	224	0	0	4	1	45
lncRNA_4592	NC_058071.1	7522778	7523153	+	376	34	0	18	0	22
lncRNA_4593	NC_058071.1	7533075	7533290	+	216	0	0	0	0	14
lncRNA_4594	NC_058071.1	7539635	7540165	+	531	12	0	0	4	159
lncRNA_4595	NC_058071.1	7545232	7545434	+	203	6	10	4	5	1
lncRNA_4596	NC_058071.1	7625071	7625401	+	331	36	6	10	36	29
lncRNA_4597	NC_058071.1	7811992	7812683	+	692	24	0	25	0	55
lncRNA_4598	NC_058071.1	7929747	7930744	+	998	17	0	37	5	120
lncRNA_4599	NC_058071.1	7932838	7933234	+	397	14	29	0	0	62
lncRNA_4600	NC_058071.1	7965868	7966809	+	942	111	27	103	669	117
lncRNA_4601	NC_058071.1	8013244	8013582	+	339	0	0	0	3	0
lncRNA_4602	NC_058071.1	8018044	8018793	+	750	18	1	10	1	121
lncRNA_4603	NC_058071.1	8338756	8338995	+	240	4	4	4	8	0
lncRNA_4604	NC_058071.1	8458652	8459062	+	411	0	0	2	2	0
lncRNA_4605	NC_058071.1	8466062	8466847	+	786	6	40	2	0	5
lncRNA_4606	NC_058071.1	8468551	8468775	+	225	24	1	8	13	65
lncRNA_4607	NC_058071.1	8480249	8481561	+	1313	74	218	128	45	2
lncRNA_4608	NC_058071.1	8520618	8520896	+	279	0	4	0	0	27
lncRNA_4609	NC_058071.1	8578209	8579231	+	1023	6	2	4	6	16
lncRNA_4610	NC_058071.1	8603391	8603704	+	314	0	2	27	6	11
lncRNA_4611	NC_058071.1	8652840	8653202	+	363	44	13	7	0	23
lncRNA_4612	NC_058071.1	8662462	8664553	+	2092	76	57	106	49	363
lncRNA_4613	NC_058071.1	8671012	8671236	+	225	0	0	6	0	13
lncRNA_4614	NC_058071.1	8673559	8674053	+	495	17	7	6	0	133
lncRNA_4615	NC_058071.1	8675620	8676708	+	1089	18	0	59	1	174
lncRNA_4616	NC_058071.1	8687768	8688239	+	472	4	0	0	0	60
lncRNA_4617	NC_058071.1	8705608	8707698	+	2091	83	191	283	2	0
lncRNA_4618	NC_058071.1	8707905	8708468	+	564	105	162	268	9	0
lncRNA_4619	NC_058071.1	8709581	8709999	+	419	9	1	0	0	20
lncRNA_4620	NC_058071.1	8736445	8736706	+	262	43	4	14	17	2
lncRNA_4621	NC_058071.1	8739048	8739443	+	396	0	18	2	0	5
lncRNA_4622	NC_058071.1	8741126	8741490	+	365	43	2	4	42	16
lncRNA_4623	NC_058071.1	8748903	8749219	+	317	14	0	1	0	29
lncRNA_4624	NC_058071.1	8781685	8782390	+	706	86	11	13	27	30
lncRNA_4625	NC_058071.1	8785366	8786043	+	678	114	44	93	34	138
lncRNA_4626	NC_058071.1	8787033	8787419	+	387	10	0	5	0	23
lncRNA_4627	NC_058071.1	8790444	8791078	+	635	24	13	5	25	2
lncRNA_4628	NC_058071.1	8801947	8802189	+	243	0	0	0	0	20
lncRNA_4629	NC_058071.1	8817436	8817641	+	206	35	5	0	13	0
lncRNA_4630	NC_058071.1	8818970	8819995	+	1026	86	15	3	36	45
lncRNA_4631	NC_058071.1	8820561	8821394	+	834	34	0	29	4	103
lncRNA_4632	NC_058071.1	8845049	8845827	+	779	18	0	38	0	175
lncRNA_4633	NC_058071.1	8847539	8848065	+	527	38	4	41	6	68
lncRNA_4634	NC_058071.1	8881823	8882037	+	215	9	9	12	4	10
lncRNA_4635	NC_058071.1	8882301	8882732	+	432	0	0	23	0	113
lncRNA_4636	NC_058071.1	8918742	8918946	+	205	4	6	31	8	11
lncRNA_4637	NC_058071.1	8958976	8959248	+	273	5	1	17	0	16
lncRNA_4638	NC_058071.1	9067370	9067864	+	495	7	53	0	10	34
lncRNA_4639	NC_058071.1	9068310	9068577	+	268	0	18	0	2	0
lncRNA_4640	NC_058071.1	9109008	9109543	+	536	16	0	80	0	56
lncRNA_4641	NC_058071.1	9559888	9560342	+	455	19	2	36	2	73
lncRNA_4642	NC_058071.1	9569417	9569669	+	253	4	0	30	0	77
lncRNA_4643	NC_058071.1	9574940	9575636	+	697	1	0	43	0	69
lncRNA_4644	NC_058071.1	9578171	9578827	+	657	2	7	32	0	5
lncRNA_4645	NC_058071.1	9589450	9589926	+	477	35	1	8	11	88
lncRNA_4646	NC_058071.1	9599354	9599562	+	209	11	0	13	12	0
lncRNA_4647	NC_058071.1	9602920	9603481	+	562	95	11	71	80	67
lncRNA_4648	NC_058071.1	9603860	9604103	+	244	5	1	17	21	5
lncRNA_4649	NC_058071.1	9639137	9639890	+	754	11	0	40	10	166
lncRNA_4650	NC_058071.1	9656102	9658269	+	2168	88	6	6	14	44
lncRNA_4651	NC_058071.1	9692051	9692373	+	323	30	78	11	0	3
lncRNA_4652	NC_058071.1	9692809	9693028	+	220	0	0	16	0	2
lncRNA_4653	NC_058071.1	9797920	9798236	+	317	0	0	0	0	7
lncRNA_4654	NC_058071.1	9806947	9808995	+	2049	120	17	38	121	192
lncRNA_4655	NC_058071.1	10064455	10064832	+	378	35	0	25	0	50
lncRNA_4656	NC_058071.1	10177286	10177491	+	206	17	49	5	15	21
lncRNA_4657	NC_058071.1	10183743	10183950	+	208	0	13	0	15	4
lncRNA_4658	NC_058071.1	10208037	10208372	+	336	6	1	1	0	0
lncRNA_4659	NC_058071.1	10295980	10296668	+	689	26	0	38	2	121
lncRNA_4660	NC_058071.1	10309348	10309868	+	521	0	14	15	5	93
lncRNA_4661	NC_058071.1	10416723	10417006	+	284	0	16	0	22	14
lncRNA_4662	NC_058071.1	10486880	10488895	+	2016	38	94	61	81	81
lncRNA_4663	NC_058071.1	10489748	10489956	+	209	16	1	40	9	93
lncRNA_4664	NC_058071.1	10493971	10494362	+	392	0	0	0	13	28
lncRNA_4665	NC_058071.1	10522102	10522999	+	898	41	0	63	24	88
lncRNA_4666	NC_058071.1	10523223	10523497	+	275	0	0	0	0	23
lncRNA_4667	NC_058071.1	10732069	10732739	+	671	14	0	20	0	113
lncRNA_4668	NC_058071.1	10763072	10763364	+	293	4	0	0	0	30
lncRNA_4669	NC_058071.1	10763985	10764211	+	227	27	9	0	0	0
lncRNA_4670	NC_058071.1	10774128	10774517	+	390	2	1	0	1	0
lncRNA_4671	NC_058071.1	10788243	10789001	+	759	10	0	28	0	82
lncRNA_4672	NC_058071.1	10838452	10838689	+	238	0	29	0	0	0
lncRNA_4673	NC_058071.1	10846959	10847555	+	597	11	5	6	20	103
lncRNA_4674	NC_058071.1	10914407	10914734	+	328	0	0	0	0	0
lncRNA_4675	NC_058071.1	11003346	11003753	+	408	2	0	17	0	56
lncRNA_4676	NC_058071.1	11010685	11010951	+	267	4	2	20	8	3
lncRNA_4677	NC_058071.1	11021882	11022441	+	560	53	2	66	9	177
lncRNA_4678	NC_058071.1	11025290	11025520	+	231	0	0	72	0	17
lncRNA_4679	NC_058071.1	11040492	11041258	+	767	0	0	0	0	53
lncRNA_4680	NC_058071.1	11223318	11223811	+	494	1	8	9	0	35
lncRNA_4681	NC_058071.1	11304433	11304983	+	551	2	9	5	4	0
lncRNA_4682	NC_058071.1	11412917	11413196	+	280	3	7	12	0	32
lncRNA_4683	NC_058071.1	11422676	11423213	+	538	1	0	31	4	367
lncRNA_4684	NC_058071.1	11497579	11497986	+	408	22	18	9	23	16
lncRNA_4685	NC_058071.1	11499188	11501747	+	2560	120	105	20	84	36
lncRNA_4686	NC_058071.1	11502091	11502294	+	204	7	6	1	16	8
lncRNA_4687	NC_058071.1	11519468	11520104	+	637	2	118	0	0	17
lncRNA_4688	NC_058071.1	11529465	11530122	+	658	84	26	12	42	19
lncRNA_4689	NC_058071.1	11630786	11631474	+	689	35	0	39	0	125
lncRNA_4690	NC_058071.1	11685477	11685802	+	326	37	20	13	38	10
lncRNA_4691	NC_058071.1	11694207	11694438	+	232	2	0	6	0	7
lncRNA_4692	NC_058071.1	11722338	11722977	+	640	8	6	0	0	37
lncRNA_4693	NC_058071.1	11739989	11740230	+	242	2	4	0	4	1
lncRNA_4694	NC_058071.1	11740701	11741444	+	744	48	12	69	26	13
lncRNA_4695	NC_058071.1	11771245	11771683	+	439	0	0	0	0	97
lncRNA_4696	NC_058071.1	11814244	11814957	+	714	59	0	14	0	31
lncRNA_4697	NC_058071.1	11896963	11897199	+	237	44	17	57	47	6
lncRNA_4698	NC_058071.1	11899079	11899317	+	239	0	2	8	0	19
lncRNA_4699	NC_058071.1	12038019	12038669	+	651	45	76	22	77	70
lncRNA_4700	NC_058071.1	12286518	12286970	+	453	31	2	13	86	84
lncRNA_4701	NC_058071.1	12354889	12355171	+	283	0	0	7	0	0
lncRNA_4702	NC_058071.1	12501362	12502407	+	1046	10	21	68	29	43
lncRNA_4703	NC_058071.1	12630447	12630941	+	495	97	32	57	39	14
lncRNA_4704	NC_058071.1	12631252	12631809	+	558	136	28	135	22	27
lncRNA_4705	NC_058071.1	12717196	12717405	+	210	7	14	0	3	5
lncRNA_4706	NC_058071.1	12847251	12847602	+	352	16	2	19	3	4
lncRNA_4707	NC_058071.1	13131278	13131514	+	237	0	0	0	7	42
lncRNA_4708	NC_058071.1	13131970	13132308	+	339	2	0	16	0	0
lncRNA_4709	NC_058071.1	13207214	13207543	+	330	0	0	0	6	21
lncRNA_4710	NC_058071.1	13208465	13209099	+	635	18	1	0	6	6
lncRNA_4711	NC_058071.1	13209494	13209847	+	354	28	0	3	1	51
lncRNA_4712	NC_058071.1	13517654	13518715	+	1062	14	0	2	7	65
lncRNA_4713	NC_058071.1	13529180	13529481	+	302	36	0	0	0	1
lncRNA_4714	NC_058071.1	13594402	13595153	+	752	32	9	33	6	154
lncRNA_4715	NC_058071.1	13618576	13618779	+	204	0	0	0	0	11
lncRNA_4716	NC_058071.1	13680860	13681109	+	250	10	13	18	27	13
lncRNA_4717	NC_058071.1	13683814	13684100	+	287	15	4	14	1	100
lncRNA_4718	NC_058071.1	13798007	13798776	+	770	0	0	29	0	41
lncRNA_4719	NC_058071.1	13885171	13885574	+	404	6	0	8	4	49
lncRNA_4720	NC_058071.1	13904914	13905250	+	337	3	1	43	17	10
lncRNA_4721	NC_058071.1	13992016	13992398	+	383	41	19	0	0	22
lncRNA_4722	NC_058071.1	13993931	13994152	+	222	1	0	2	0	24
lncRNA_4723	NC_058071.1	14015136	14015902	+	767	10	8	18	0	86
lncRNA_4724	NC_058071.1	14021118	14021586	+	469	1	3	1	0	42
lncRNA_4725	NC_058071.1	14129485	14130608	+	1124	3473	4456	1664	3230	3447
lncRNA_4726	NC_058071.1	14130831	14131270	+	440	1	9	0	0	24
lncRNA_4727	NC_058071.1	14507989	14508301	+	313	4	0	16	0	1
lncRNA_4728	NC_058071.1	14574868	14576584	+	1717	20	46	18	17	6
lncRNA_4729	NC_058071.1	14578431	14579081	+	651	36	48	7	77	34
lncRNA_4730	NC_058071.1	14582708	14582966	+	259	2	0	0	0	20
lncRNA_4731	NC_058071.1	14589152	14589429	+	278	0	29	6	0	2
lncRNA_4732	NC_058071.1	14595386	14595667	+	282	0	0	0	0	22
lncRNA_4733	NC_058071.1	14608165	14608724	+	560	8	0	4	0	25
lncRNA_4734	NC_058071.1	14617770	14618054	+	285	0	0	0	0	23
lncRNA_4735	NC_058071.1	14618299	14619404	+	1106	0	0	0	0	182
lncRNA_4736	NC_058071.1	14630875	14632416	+	1542	72	0	88	0	299
lncRNA_4737	NC_058071.1	14633839	14634601	+	763	0	0	0	0	4
lncRNA_4738	NC_058071.1	14635554	14635969	+	416	63	0	4	2	14
lncRNA_4739	NC_058071.1	14699565	14701273	+	1709	14	0	38	4	171
lncRNA_4740	NC_058071.1	14701929	14702202	+	274	4	0	8	1	32
lncRNA_4741	NC_058071.1	14703788	14704562	+	775	2	0	33	2	94
lncRNA_4742	NC_058071.1	14712029	14712492	+	464	2	0	0	0	8
lncRNA_4743	NC_058071.1	14714458	14715235	+	778	7	0	36	8	153
lncRNA_4744	NC_058071.1	14716965	14717383	+	419	0	0	10	0	24
lncRNA_4745	NC_058071.1	14717915	14718124	+	210	19	0	1	0	0
lncRNA_4746	NC_058071.1	14833562	14835291	+	1730	399	157	153	230	114
lncRNA_4747	NC_058071.1	14837354	14837918	+	565	0	0	3	0	145
lncRNA_4748	NC_058071.1	14864037	14864343	+	307	38	3	6	3	10
lncRNA_4749	NC_058071.1	14921268	14922202	+	935	6224	6890	3046	5978	3386
lncRNA_4750	NC_058071.1	14954269	14954846	+	578	4	70	82	183	334
lncRNA_4751	NC_058071.1	14955185	14955496	+	312	22	4	18	1	3
lncRNA_4752	NC_058071.1	14994363	14994615	+	253	0	19	0	0	0
lncRNA_4753	NC_058071.1	15195440	15195793	+	354	6	0	14	0	9
lncRNA_4754	NC_058071.1	15262877	15263087	+	211	1	4	3	6	37
lncRNA_4755	NC_058071.1	15553855	15554492	+	638	44	13	28	30	35
lncRNA_4756	NC_058071.1	16144271	16144720	+	450	0	5	0	26	7
lncRNA_4757	NC_058071.1	16145141	16145965	+	825	39	58	33	74	89
lncRNA_4758	NC_058071.1	16238298	16238523	+	226	27	70	26	99	7
lncRNA_4759	NC_058071.1	16238790	16239036	+	247	0	0	0	78	0
lncRNA_4760	NC_058071.1	16245745	16246338	+	594	178	296	202	310	42
lncRNA_4761	NC_058071.1	16315698	16316581	+	884	4	2	6	0	148
lncRNA_4762	NC_058071.1	16373771	16373973	+	203	0	69	0	29	24
lncRNA_4763	NC_058071.1	16374447	16374649	+	203	24	25	13	44	5
lncRNA_4764	NC_058071.1	16459279	16459764	+	486	25	8	19	0	44
lncRNA_4765	NC_058071.1	16605457	16605702	+	246	8	5	0	7	1
lncRNA_4766	NC_058071.1	16654265	16655104	+	840	44	86	36	34	46
lncRNA_4767	NC_058071.1	16890466	16890824	+	359	2	0	20	0	20
lncRNA_4768	NC_058071.1	16892733	16892944	+	212	0	0	0	0	24
lncRNA_4769	NC_058071.1	17023960	17024200	+	241	6	0	1	0	59
lncRNA_4770	NC_058071.1	17026788	17027114	+	327	11	0	0	5	46
lncRNA_4771	NC_058071.1	17062721	17063103	+	383	41	27	0	64	77
lncRNA_4772	NC_058071.1	17069377	17069605	+	229	15	10	16	20	126
lncRNA_4773	NC_058071.1	17500667	17501056	+	390	6	36	5	8	1
lncRNA_4774	NC_058071.1	17563025	17563752	+	728	12	0	17	6	91
lncRNA_4775	NC_058071.1	17568770	17569132	+	363	4	0	8	0	35
lncRNA_4776	NC_058071.1	17572197	17573588	+	1392	0	0	26	14	112
lncRNA_4777	NC_058071.1	17574284	17574813	+	530	0	0	6	0	46
lncRNA_4778	NC_058071.1	17649219	17649578	+	360	0	2	0	4	6
lncRNA_4779	NC_058071.1	17650959	17651407	+	449	12	54	2	28	76
lncRNA_4780	NC_058071.1	17929573	17929797	+	225	14	24	2	14	0
lncRNA_4781	NC_058071.1	17942537	17943540	+	1004	3	38	38	1	59
lncRNA_4782	NC_058071.1	18156311	18159916	+	3606	141	215	167	782	695
lncRNA_4783	NC_058071.1	18160233	18160481	+	249	0	1	0	28	23
lncRNA_4784	NC_058071.1	18160794	18161628	+	835	141	47	48	237	110
lncRNA_4785	NC_058071.1	18389622	18390168	+	547	28	0	11	4	3
lncRNA_4786	NC_058071.1	18390386	18390634	+	249	17	0	8	8	0
lncRNA_4787	NC_058071.1	18470229	18470491	+	263	9	8	11	8	17
lncRNA_4788	NC_058071.1	18695581	18696831	+	1251	12	35	56	88	225
lncRNA_4789	NC_058071.1	18840072	18840353	+	282	8	9	11	10	0
lncRNA_4790	NC_058071.1	18842138	18842351	+	214	0	18	0	0	0
lncRNA_4791	NC_058071.1	18987732	18988027	+	296	15	0	5	0	24
lncRNA_4792	NC_058071.1	19209139	19211216	+	2078	22	8	27	40	136
lncRNA_4793	NC_058071.1	19383865	19384117	+	253	0	12	0	0	13
lncRNA_4794	NC_058071.1	19509694	19509932	+	239	0	0	0	0	14
lncRNA_4795	NC_058071.1	19533852	19534075	+	224	4	4	12	4	51
lncRNA_4796	NC_058071.1	19714437	19714682	+	246	0	0	2	9	6
lncRNA_4797	NC_058071.1	19728897	19729688	+	792	51	33	20	34	62
lncRNA_4798	NC_058072.1	6912	9364	+	2453	131	137	11	34	307
lncRNA_4799	NC_058072.1	117659	122402	+	4744	97	13	38	33	55
lncRNA_4800	NC_058072.1	708780	709388	+	609	0	0	0	0	0
lncRNA_4801	NC_058072.1	1055596	1055872	+	277	61	29	5	25	18
lncRNA_4802	NC_058072.1	2050067	2051118	+	1052	0	0	0	0	0
lncRNA_4803	NC_058072.1	2050074	2051118	+	1045	0	0	0	0	0
lncRNA_4804	NC_058072.1	2524510	2526382	+	1873	47	326	187	75	174
lncRNA_4805	NC_058072.1	2527246	2527982	+	737	70	0	4	0	1
lncRNA_4806	NC_058072.1	3529210	3531486	+	2277	13	0	2	13	15
lncRNA_4807	NC_058072.1	4011047	4015064	+	4018	5	0	0	0	0
lncRNA_4808	NC_058072.1	4011285	4015064	+	3780	0	0	0	0	0
lncRNA_4809	NC_058072.1	4014181	4014975	+	795	0	0	0	0	0
lncRNA_4810	NC_058072.1	4896084	4896785	+	702	37	5	29	42	42
lncRNA_4811	NC_058072.1	5519542	5520108	+	567	56	0	1	0	30
lncRNA_4812	NC_058072.1	6022272	6023952	+	1681	0	1	13	0	3
lncRNA_4813	NC_058072.1	6260024	6260855	+	832	50	25	74	38	22
lncRNA_4814	NC_058072.1	6470992	6473251	+	2260	11	112	80	42	67
lncRNA_4815	NC_058072.1	6473387	6474035	+	649	34	6	0	10	7
lncRNA_4816	NC_058072.1	7177022	7183409	+	6388	135	93	24	94	106
lncRNA_4817	NC_058072.1	8060218	8060807	+	590	10	4	3	5	25
lncRNA_4818	NC_058072.1	8159210	8164514	+	5305	0	0	22	1	0
lncRNA_4819	NC_058072.1	8351400	8351977	+	578	0	0	0	3	67
