Coords	Name	MIRNA	sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-57-S1-TP2-fastp-adapters-polyG-31bp-merged
Pocillopora_meandrina_HIv1___Sc0000006:5956512-5956930	Cluster_2292	N	99	16	108	31	18
Pocillopora_meandrina_HIv1___Sc0000006:5959619-5960273	Cluster_2293	N	39	745	325	19	9
Pocillopora_meandrina_HIv1___Sc0000006:5960956-5961384	Cluster_2294	N	81	5	17	8	68
Pocillopora_meandrina_HIv1___Sc0000006:5962707-5963133	Cluster_2295	N	2	2	94	1	1
Pocillopora_meandrina_HIv1___Sc0000006:5963560-5963977	Cluster_2296	N	87	8	94	15	3
Pocillopora_meandrina_HIv1___Sc0000006:5970547-5971262	Cluster_2297	N	126	19	96	46	24
Pocillopora_meandrina_HIv1___Sc0000006:5973250-5973678	Cluster_2298	N	117	32	45	117	9
Pocillopora_meandrina_HIv1___Sc0000006:5974845-5975816	Cluster_2299	N	462	77	292	248	67
Pocillopora_meandrina_HIv1___Sc0000006:5977131-5977728	Cluster_2300	N	152	19	166	112	31
Pocillopora_meandrina_HIv1___Sc0000006:5977885-5978419	Cluster_2301	N	112	11	89	120	9
Pocillopora_meandrina_HIv1___Sc0000006:5978605-5979573	Cluster_2302	N	1212	8	1033	2161	36
Pocillopora_meandrina_HIv1___Sc0000006:5979723-5980153	Cluster_2303	N	145	0	126	345	33
Pocillopora_meandrina_HIv1___Sc0000006:5982239-5982887	Cluster_2304	N	21	315	6	632	73
Pocillopora_meandrina_HIv1___Sc0000006:5982943-5983370	Cluster_2305	N	0	43	0	367	0
Pocillopora_meandrina_HIv1___Sc0000006:5983705-5984819	Cluster_2306	N	22	9230	1491	5918	265
Pocillopora_meandrina_HIv1___Sc0000006:5990660-5991085	Cluster_2307	N	1	0	0	129	1
Pocillopora_meandrina_HIv1___Sc0000006:6006867-6007294	Cluster_2308	N	197	8	68	61	37
Pocillopora_meandrina_HIv1___Sc0000006:6007533-6008373	Cluster_2309	N	377	62	196	170	45
Pocillopora_meandrina_HIv1___Sc0000006:6008960-6011701	Cluster_2310	N	4287	841	2671	1652	247
Pocillopora_meandrina_HIv1___Sc0000006:6012823-6014174	Cluster_2311	N	610	102	346	281	87
Pocillopora_meandrina_HIv1___Sc0000006:6014788-6015198	Cluster_2312	N	82	22	57	42	29
Pocillopora_meandrina_HIv1___Sc0000006:6016384-6016812	Cluster_2313	N	212	1	1	2	13
Pocillopora_meandrina_HIv1___Sc0000006:6018363-6018907	Cluster_2314	N	26	8	35	38	334
Pocillopora_meandrina_HIv1___Sc0000006:6019579-6022030	Cluster_2315	N	3147	1417	3487	3339	810
Pocillopora_meandrina_HIv1___Sc0000006:6023232-6024969	Cluster_2316	N	651	443	762	637	230
Pocillopora_meandrina_HIv1___Sc0000006:6031801-6032228	Cluster_2317	N	78	8	40	28	26
Pocillopora_meandrina_HIv1___Sc0000006:6032361-6032928	Cluster_2318	N	255	47	11	78	57
Pocillopora_meandrina_HIv1___Sc0000006:6042598-6043627	Cluster_2319	N	193	79	258	31	43
Pocillopora_meandrina_HIv1___Sc0000006:6044864-6045288	Cluster_2320	N	66	16	52	21	2
Pocillopora_meandrina_HIv1___Sc0000006:6045497-6046369	Cluster_2321	N	82	144	105	84	113
Pocillopora_meandrina_HIv1___Sc0000006:6067017-6067447	Cluster_2322	N	151	121	395	168	50
Pocillopora_meandrina_HIv1___Sc0000006:6069995-6070679	Cluster_2323	N	61	5	810	151	37
Pocillopora_meandrina_HIv1___Sc0000006:6071058-6072233	Cluster_2324	N	27	26	128	2385	22
Pocillopora_meandrina_HIv1___Sc0000006:6120475-6121887	Cluster_2325	N	19	6	39	3	1405
Pocillopora_meandrina_HIv1___Sc0000006:6207674-6208092	Cluster_2326	N	165	42	81	70	26
Pocillopora_meandrina_HIv1___Sc0000006:6278811-6279260	Cluster_2327	N	748	18	0	2	222
Pocillopora_meandrina_HIv1___Sc0000006:6286308-6286741	Cluster_2328	N	65	80	48	211	262
Pocillopora_meandrina_HIv1___Sc0000006:6499330-6499750	Cluster_2329	N	0	14	8	17	53
Pocillopora_meandrina_HIv1___Sc0000006:6766544-6766959	Cluster_2330	N	100	20	7	17	51
Pocillopora_meandrina_HIv1___Sc0000006:6768801-6769851	Cluster_2331	N	14	51	421	70	125
Pocillopora_meandrina_HIv1___Sc0000006:6770111-6770541	Cluster_2332	N	14	32	403	40	136
Pocillopora_meandrina_HIv1___Sc0000006:6812240-6812661	Cluster_2333	N	2	12	6	0	66
Pocillopora_meandrina_HIv1___Sc0000006:6838768-6839198	Cluster_2334	N	88	183	322	118	0
Pocillopora_meandrina_HIv1___Sc0000006:6858520-6858950	Cluster_2335	N	167	0	129	161	0
Pocillopora_meandrina_HIv1___Sc0000006:7024118-7024547	Cluster_2336	N	0	3	272	1	2
Pocillopora_meandrina_HIv1___Sc0000006:7083119-7083522	Cluster_2337	N	9	17	15	55	85
Pocillopora_meandrina_HIv1___Sc0000006:7261372-7261772	Cluster_2338	N	10	37	14	37	59
Pocillopora_meandrina_HIv1___Sc0000006:7264399-7264808	Cluster_2339	N	33	50	19	84	143
Pocillopora_meandrina_HIv1___Sc0000006:7265080-7265496	Cluster_2340	N	19	22	16	31	49
Pocillopora_meandrina_HIv1___Sc0000006:7496273-7496769	Cluster_2341	N	203	23	57	277	47
Pocillopora_meandrina_HIv1___Sc0000006:7599352-7599934	Cluster_2342	N	190	24	94	140	30
Pocillopora_meandrina_HIv1___Sc0000006:7600647-7601067	Cluster_2343	N	74	30	10	27	11
Pocillopora_meandrina_HIv1___Sc0000006:7637910-7638338	Cluster_2344	N	48	13	38	20	29
Pocillopora_meandrina_HIv1___Sc0000006:7697231-7697658	Cluster_2345	N	4	42	1	0	157
Pocillopora_meandrina_HIv1___Sc0000006:7786884-7787312	Cluster_2346	N	70	19	20	68	137
Pocillopora_meandrina_HIv1___Sc0000006:7908829-7909247	Cluster_2347	N	14	23	24	21	64
Pocillopora_meandrina_HIv1___Sc0000006:7910927-7911409	Cluster_2348	N	244	901	383	675	538
Pocillopora_meandrina_HIv1___Sc0000006:7912046-7912476	Cluster_2349	N	75	119	83	97	74
Pocillopora_meandrina_HIv1___Sc0000006:7912843-7913321	Cluster_2350	N	411	878	426	561	760
Pocillopora_meandrina_HIv1___Sc0000006:8391070-8391499	Cluster_2351	N	0	19	2106	0	5
Pocillopora_meandrina_HIv1___Sc0000006:8533930-8534360	Cluster_2352	N	96	29	3	13	8
Pocillopora_meandrina_HIv1___Sc0000006:8556144-8556574	Cluster_2353	N	18	44	14	44	156
Pocillopora_meandrina_HIv1___Sc0000006:8844897-8845325	Cluster_2354	N	212	130	40	21	118
Pocillopora_meandrina_HIv1___Sc0000006:8888820-8889249	Cluster_2355	N	1	1	89	0	1
Pocillopora_meandrina_HIv1___Sc0000006:9039512-9039983	Cluster_2356	N	19	36	61	65	199
Pocillopora_meandrina_HIv1___Sc0000006:9046560-9046990	Cluster_2357	N	473	217	844	915	312
Pocillopora_meandrina_HIv1___Sc0000006:9050433-9050859	Cluster_2358	N	27	40	31	77	53
Pocillopora_meandrina_HIv1___Sc0000006:9100124-9100614	Cluster_2359	N	143	192	257	724	1749
Pocillopora_meandrina_HIv1___Sc0000006:9100951-9101407	Cluster_2360	N	31	52	34	67	214
Pocillopora_meandrina_HIv1___Sc0000006:9202498-9202981	Cluster_2361	N	338	642	442	600	1199
Pocillopora_meandrina_HIv1___Sc0000006:9311554-9311977	Cluster_2362	N	150	67	50	51	22
Pocillopora_meandrina_HIv1___Sc0000006:9416139-9416555	Cluster_2363	N	37	23	38	9	9
Pocillopora_meandrina_HIv1___Sc0000006:9517732-9518155	Cluster_2364	N	65	69	157	238	1
Pocillopora_meandrina_HIv1___Sc0000006:9565153-9565579	Cluster_2365	N	39	3	61	69	18
Pocillopora_meandrina_HIv1___Sc0000006:9591535-9591944	Cluster_2366	N	2	5	24	51	5
Pocillopora_meandrina_HIv1___Sc0000006:9632564-9632985	Cluster_2367	N	65	0	63	2	1
Pocillopora_meandrina_HIv1___Sc0000006:9708115-9708566	Cluster_2368	N	173	18	19	47	52
Pocillopora_meandrina_HIv1___Sc0000006:9738231-9738656	Cluster_2369	N	43	40	52	26	76
Pocillopora_meandrina_HIv1___Sc0000006:9755350-9755777	Cluster_2370	N	62	18	4	6	4
Pocillopora_meandrina_HIv1___Sc0000006:9755872-9756301	Cluster_2371	N	160	26	45	30	14
Pocillopora_meandrina_HIv1___Sc0000006:9769645-9770074	Cluster_2372	N	163	20	56	57	17
Pocillopora_meandrina_HIv1___Sc0000006:9790714-9791956	Cluster_2373	N	675	409	1054	1085	107
Pocillopora_meandrina_HIv1___Sc0000006:9792784-9793187	Cluster_2374	N	14	2	44	16	101
Pocillopora_meandrina_HIv1___Sc0000006:9808992-9809421	Cluster_2375	N	147	23	42	31	24
Pocillopora_meandrina_HIv1___Sc0000006:9830659-9831089	Cluster_2376	N	275	9	29	31	11
Pocillopora_meandrina_HIv1___Sc0000006:9833547-9833990	Cluster_2377	N	864	1	24	6	29
Pocillopora_meandrina_HIv1___Sc0000006:9837502-9837929	Cluster_2378	N	82	2	57	0	49
Pocillopora_meandrina_HIv1___Sc0000006:9852912-9853356	Cluster_2379	N	10	51	68	192	60
Pocillopora_meandrina_HIv1___Sc0000006:9873510-9873939	Cluster_2380	N	160	23	38	33	13
Pocillopora_meandrina_HIv1___Sc0000006:9887216-9887645	Cluster_2381	N	149	26	53	43	18
Pocillopora_meandrina_HIv1___Sc0000006:9909109-9909538	Cluster_2382	N	163	20	47	35	22
Pocillopora_meandrina_HIv1___Sc0000006:9926159-9926588	Cluster_2383	N	156	31	41	35	5
Pocillopora_meandrina_HIv1___Sc0000006:10280429-10280841	Cluster_2384	N	44	5	12	10	1
Pocillopora_meandrina_HIv1___Sc0000006:10292064-10292481	Cluster_2385	N	25	1	2	59	0
Pocillopora_meandrina_HIv1___Sc0000006:10393246-10393675	Cluster_2386	N	154	29	2	1	29
Pocillopora_meandrina_HIv1___Sc0000006:10460785-10461197	Cluster_2387	N	0	115	0	0	0
Pocillopora_meandrina_HIv1___Sc0000006:10713315-10713742	Cluster_2388	N	10	14	127	7	10
Pocillopora_meandrina_HIv1___Sc0000006:10793623-10794051	Cluster_2389	N	3	0	103	0	0
Pocillopora_meandrina_HIv1___Sc0000006:10813241-10813670	Cluster_2390	N	1	0	13	113	1
Pocillopora_meandrina_HIv1___Sc0000006:10896001-10896432	Cluster_2391	N	64	1535	13	0	1195
Pocillopora_meandrina_HIv1___Sc0000006:10969064-10969550	Cluster_2392	N	31	0	232	22	1
Pocillopora_meandrina_HIv1___Sc0000006:11034947-11035389	Cluster_2393	N	0	98	0	0	226
Pocillopora_meandrina_HIv1___Sc0000006:11092821-11093342	Cluster_2394	N	40	2	175	3	0
Pocillopora_meandrina_HIv1___Sc0000006:11121673-11122194	Cluster_2395	N	32	5	147	5	2
Pocillopora_meandrina_HIv1___Sc0000006:11148434-11149390	Cluster_2396	N	138	2	187	1920	69
Pocillopora_meandrina_HIv1___Sc0000006:11166873-11167506	Cluster_2397	N	6704	532	1	2	534
Pocillopora_meandrina_HIv1___Sc0000006:11167824-11168376	Cluster_2398	N	128	65	0	0	24
Pocillopora_meandrina_HIv1___Sc0000006:11206362-11206836	Cluster_2399	N	1387	1207	2094	1838	653
Pocillopora_meandrina_HIv1___Sc0000006:11370986-11371535	Cluster_2400	N	95	308	187	117	6
Pocillopora_meandrina_HIv1___Sc0000006:11373785-11374213	Cluster_2401	N	150	47	81	44	25
Pocillopora_meandrina_HIv1___Sc0000006:11375457-11375960	Cluster_2402	N	493	124	326	167	34
Pocillopora_meandrina_HIv1___Sc0000006:11376313-11378565	Cluster_2403	N	23062	31796	21048	34375	4216
Pocillopora_meandrina_HIv1___Sc0000006:11378588-11379259	Cluster_2404	N	368	335	657	434	31
Pocillopora_meandrina_HIv1___Sc0000006:11380054-11381266	Cluster_2405	N	857	481	685	593	149
Pocillopora_meandrina_HIv1___Sc0000006:11381552-11382373	Cluster_2406	N	45	411	64	33	10
Pocillopora_meandrina_HIv1___Sc0000006:11384910-11385866	Cluster_2407	N	523	67	308	201	52
Pocillopora_meandrina_HIv1___Sc0000006:11385947-11386666	Cluster_2408	N	175	10	66	49	7
Pocillopora_meandrina_HIv1___Sc0000006:11389022-11390065	Cluster_2409	N	2557	462	2253	1098	634
Pocillopora_meandrina_HIv1___Sc0000006:11390317-11390721	Cluster_2410	N	82	9	46	43	9
Pocillopora_meandrina_HIv1___Sc0000006:11390733-11391386	Cluster_2411	N	1311	54	224	99	195
Pocillopora_meandrina_HIv1___Sc0000006:11393309-11393718	Cluster_2412	N	95	32	12	30	7
Pocillopora_meandrina_HIv1___Sc0000006:11430683-11431107	Cluster_2413	N	24	46	37	39	89
Pocillopora_meandrina_HIv1___Sc0000006:11491586-11492016	Cluster_2414	N	0	856	3	0	0
Pocillopora_meandrina_HIv1___Sc0000006:11542304-11543575	Cluster_2415	N	483	168	229	368	93
Pocillopora_meandrina_HIv1___Sc0000006:11544445-11544872	Cluster_2416	N	98	11	21	9	7
Pocillopora_meandrina_HIv1___Sc0000006:11544956-11545435	Cluster_2417	N	162	66	27	38	31
Pocillopora_meandrina_HIv1___Sc0000006:11545757-11546181	Cluster_2418	N	90	24	78	20	13
Pocillopora_meandrina_HIv1___Sc0000006:11546411-11546826	Cluster_2419	N	79	34	5	91	7
Pocillopora_meandrina_HIv1___Sc0000006:11581144-11581561	Cluster_2420	N	7	24	1	50	12
Pocillopora_meandrina_HIv1___Sc0000006:11672349-11672776	Cluster_2421	N	1	35	5	21	94
Pocillopora_meandrina_HIv1___Sc0000006:11677885-11678302	Cluster_2422	N	0	3	0	70	18
Pocillopora_meandrina_HIv1___Sc0000006:11680009-11680439	Cluster_2423	N	50	116	141	9	3
Pocillopora_meandrina_HIv1___Sc0000006:11680456-11680882	Cluster_2424	N	56	75	86	5	3
Pocillopora_meandrina_HIv1___Sc0000006:11683540-11683967	Cluster_2425	N	0	1	0	77	2
Pocillopora_meandrina_HIv1___Sc0000006:11760004-11760609	Cluster_2426	N	1034	376	923	482	137
Pocillopora_meandrina_HIv1___Sc0000006:11762420-11762901	Cluster_2427	N	127	55	72	169	27
Pocillopora_meandrina_HIv1___Sc0000006:11811248-11811667	Cluster_2428	N	138	105	142	75	45
Pocillopora_meandrina_HIv1___Sc0000006:11830883-11831300	Cluster_2429	N	16	29	1	9	61
Pocillopora_meandrina_HIv1___Sc0000006:11993972-11994632	Cluster_2430	N	441	2	300	504	172
Pocillopora_meandrina_HIv1___Sc0000006:12057156-12057627	Cluster_2431	N	97	106	76	168	374
Pocillopora_meandrina_HIv1___Sc0000006:12087516-12089166	Cluster_2432	N	530	214	262	437	80
Pocillopora_meandrina_HIv1___Sc0000006:12089657-12090084	Cluster_2433	N	92	11	27	10	9
Pocillopora_meandrina_HIv1___Sc0000006:12090168-12090594	Cluster_2434	N	139	81	45	34	32
Pocillopora_meandrina_HIv1___Sc0000006:12090969-12091590	Cluster_2435	N	1331	37	75	19	8
Pocillopora_meandrina_HIv1___Sc0000006:12091624-12092032	Cluster_2436	N	81	44	1	66	3
Pocillopora_meandrina_HIv1___Sc0000006:12175321-12175749	Cluster_2437	N	622	13	34	13	5
Pocillopora_meandrina_HIv1___Sc0000006:12208553-12208974	Cluster_2438	N	6	4	58	16	4
Pocillopora_meandrina_HIv1___Sc0000006:12365265-12365693	Cluster_2439	N	71	2	9	4	8
Pocillopora_meandrina_HIv1___Sc0000006:12369619-12370050	Cluster_2440	N	2	14	2	102	272
Pocillopora_meandrina_HIv1___Sc0000006:12374555-12375050	Cluster_2441	N	2	2245	1	0	0
Pocillopora_meandrina_HIv1___Sc0000006:12376022-12376452	Cluster_2442	N	2	729	3	0	0
Pocillopora_meandrina_HIv1___Sc0000006:12377153-12378561	Cluster_2443	N	29	1101	10	22	2
Pocillopora_meandrina_HIv1___Sc0000006:12380733-12383188	Cluster_2444	N	3219	1379	3404	3337	828
Pocillopora_meandrina_HIv1___Sc0000006:12383856-12384284	Cluster_2445	N	14	8	20	34	292
Pocillopora_meandrina_HIv1___Sc0000006:12391128-12391714	Cluster_2446	N	272	1	149	25	1
Pocillopora_meandrina_HIv1___Sc0000006:12400733-12401399	Cluster_2447	N	2120	577	652	16	57
Pocillopora_meandrina_HIv1___Sc0000006:12401665-12402086	Cluster_2448	N	13	19	120	60	39
Pocillopora_meandrina_HIv1___Sc0000006:12402282-12403351	Cluster_2449	N	1307	377	1136	129	221
Pocillopora_meandrina_HIv1___Sc0000006:12403742-12404424	Cluster_2450	N	51	74	109	26	38
Pocillopora_meandrina_HIv1___Sc0000006:12407957-12408590	Cluster_2451	N	214	10	15	38	20
Pocillopora_meandrina_HIv1___Sc0000006:12418249-12419391	Cluster_2452	N	653	442	3496	470	1595
Pocillopora_meandrina_HIv1___Sc0000006:12419449-12420615	Cluster_2453	N	311	172	992	243	325
Pocillopora_meandrina_HIv1___Sc0000006:12421403-12424171	Cluster_2454	N	7434	6516	1345	23026	4657
Pocillopora_meandrina_HIv1___Sc0000006:12425669-12428587	Cluster_2455	N	4457	836	5041	2121	1800
Pocillopora_meandrina_HIv1___Sc0000006:12429120-12429804	Cluster_2456	N	100	60	145	127	60
Pocillopora_meandrina_HIv1___Sc0000006:12430079-12430838	Cluster_2457	N	138	38	111	41	37
Pocillopora_meandrina_HIv1___Sc0000006:12430971-12431389	Cluster_2458	N	57	27	59	57	24
Pocillopora_meandrina_HIv1___Sc0000006:12431614-12432345	Cluster_2459	N	133	34	167	115	47
Pocillopora_meandrina_HIv1___Sc0000006:12432474-12432909	Cluster_2460	N	124	24	143	67	37
Pocillopora_meandrina_HIv1___Sc0000006:12435659-12438616	Cluster_2461	N	1904	836	2558	1817	953
Pocillopora_meandrina_HIv1___Sc0000006:12438875-12439558	Cluster_2462	N	2610	998	1904	2296	383
Pocillopora_meandrina_HIv1___Sc0000006:12440581-12443320	Cluster_2463	N	4352	751	3083	1854	366
Pocillopora_meandrina_HIv1___Sc0000006:12444136-12444951	Cluster_2464	N	9524	2726	2729	13671	754
Pocillopora_meandrina_HIv1___Sc0000006:12446807-12450450	Cluster_2465	N	32749	25882	37760	43807	9988
Pocillopora_meandrina_HIv1___Sc0000006:12450615-12452430	Cluster_2466	N	11282	3738	4721	3643	1361
Pocillopora_meandrina_HIv1___Sc0000006:12452455-12453488	Cluster_2467	N	453	119	248	243	108
Pocillopora_meandrina_HIv1___Sc0000006:12453604-12457216	Cluster_2468	N	22616	11869	25892	24110	9264
Pocillopora_meandrina_HIv1___Sc0000006:12457222-12458419	Cluster_2469	N	859	385	978	421	200
Pocillopora_meandrina_HIv1___Sc0000006:12458758-12460546	Cluster_2470	N	3384	8616	984	33984	1953
Pocillopora_meandrina_HIv1___Sc0000006:12461223-12461652	Cluster_2471	N	74	19	52	33	18
Pocillopora_meandrina_HIv1___Sc0000006:12499946-12500349	Cluster_2472	N	17	15	14	30	27
Pocillopora_meandrina_HIv1___Sc0000006:12650102-12650529	Cluster_2473	N	9	15	105	2	19
Pocillopora_meandrina_HIv1___Sc0000006:12776187-12778005	Cluster_2474	N	498	83	608	235	193
Pocillopora_meandrina_HIv1___Sc0000006:12779371-12780411	Cluster_2475	N	237	29	273	237	104
Pocillopora_meandrina_HIv1___Sc0000006:12780550-12781542	Cluster_2476	N	317	98	223	360	100
Pocillopora_meandrina_HIv1___Sc0000006:12781662-12782153	Cluster_2477	N	124	35	193	86	60
Pocillopora_meandrina_HIv1___Sc0000006:12792988-12793789	Cluster_2478	N	2820	30	69	39	36
Pocillopora_meandrina_HIv1___Sc0000006:12794758-12795434	Cluster_2479	N	107	46	69	229	24
Pocillopora_meandrina_HIv1___Sc0000006:12796401-12797079	Cluster_2480	N	433	187	662	800	95
Pocillopora_meandrina_HIv1___Sc0000006:13037557-13038343	Cluster_2481	N	179	95	942	610	20
Pocillopora_meandrina_HIv1___Sc0000006:13104441-13105329	Cluster_2482	N	40	141	96	625	44
Pocillopora_meandrina_HIv1___Sc0000006:13229818-13230240	Cluster_2483	N	99	121	1	40	5
Pocillopora_meandrina_HIv1___Sc0000006:13238438-13238853	Cluster_2484	N	72	26	72	15	13
Pocillopora_meandrina_HIv1___Sc0000006:13376534-13376951	Cluster_2485	N	3	38	6	10	35
Pocillopora_meandrina_HIv1___Sc0000006:13405970-13406383	Cluster_2486	N	22	10	25	2	18
Pocillopora_meandrina_HIv1___Sc0000006:13443605-13444157	Cluster_2487	N	117	74	1	2	23
Pocillopora_meandrina_HIv1___Sc0000006:13445396-13446616	Cluster_2488	N	491	979	3	3	615
Pocillopora_meandrina_HIv1___Sc0000006:13851754-13852280	Cluster_2489	N	1623	1593	1381	1547	1617
Pocillopora_meandrina_HIv1___Sc0000006:13862228-13862730	Cluster_2490	N	77	29	121	47	16
Pocillopora_meandrina_HIv1___Sc0000006:13863717-13864824	Cluster_2491	N	33610	730	674	1007	215
Pocillopora_meandrina_HIv1___Sc0000006:13865078-13865506	Cluster_2492	N	180	14	19	24	18
Pocillopora_meandrina_HIv1___Sc0000006:13867250-13870516	Cluster_2493	N	13558	19523	21056	18972	6809
Pocillopora_meandrina_HIv1___Sc0000006:13870567-13871700	Cluster_2494	N	363	130	246	2119	89
Pocillopora_meandrina_HIv1___Sc0000006:13871763-13874376	Cluster_2495	N	11981	4481	14337	10288	4113
Pocillopora_meandrina_HIv1___Sc0000006:13874405-13875001	Cluster_2496	N	11	361	8	4	3
Pocillopora_meandrina_HIv1___Sc0000006:13879584-13881610	Cluster_2497	N	227	1468	3320	3367	1039
Pocillopora_meandrina_HIv1___Sc0000006:13881926-13882351	Cluster_2498	N	19	0	13	6	61
Pocillopora_meandrina_HIv1___Sc0000006:14024001-14024428	Cluster_2499	N	3	11	55	156	6
Pocillopora_meandrina_HIv1___Sc0000007:50715-51144	Cluster_2500	N	3	1	1	463	1
Pocillopora_meandrina_HIv1___Sc0000007:611860-612577	Cluster_2501	N	2	89	166	81	31
Pocillopora_meandrina_HIv1___Sc0000007:616352-617374	Cluster_2502	N	791	89	533	638	345
Pocillopora_meandrina_HIv1___Sc0000007:872994-873470	Cluster_2503	N	8887	6689	9447	12501	8094
Pocillopora_meandrina_HIv1___Sc0000007:893772-894189	Cluster_2504	N	2	35	0	66	114
Pocillopora_meandrina_HIv1___Sc0000007:969531-970234	Cluster_2505	N	115	68	50	45	11
Pocillopora_meandrina_HIv1___Sc0000007:971464-971893	Cluster_2506	N	118	45	33	76	6
Pocillopora_meandrina_HIv1___Sc0000007:1122671-1123098	Cluster_2507	N	7	10	201	37	7
Pocillopora_meandrina_HIv1___Sc0000007:1154912-1155450	Cluster_2508	N	151	297	268	608	1035
Pocillopora_meandrina_HIv1___Sc0000007:1526279-1526970	Cluster_2509	N	11	124	22	69	17
Pocillopora_meandrina_HIv1___Sc0000007:1823708-1824268	Cluster_2510	N	1234	1022	465	1297	194
Pocillopora_meandrina_HIv1___Sc0000007:1836763-1837175	Cluster_2511	N	2	34	22	39	1
Pocillopora_meandrina_HIv1___Sc0000007:1884502-1885410	Cluster_2512	N	28	41	250	171	25
Pocillopora_meandrina_HIv1___Sc0000007:1885501-1886315	Cluster_2513	N	81	74	107	269	37
Pocillopora_meandrina_HIv1___Sc0000007:1886403-1887596	Cluster_2514	N	90	99	603	473	35
Pocillopora_meandrina_HIv1___Sc0000007:1925271-1925700	Cluster_2515	N	35	26	5	34	35
Pocillopora_meandrina_HIv1___Sc0000007:1953727-1954156	Cluster_2516	N	38	25	112	19	17
Pocillopora_meandrina_HIv1___Sc0000007:2004532-2004961	Cluster_2517	N	38	33	5	24	14
Pocillopora_meandrina_HIv1___Sc0000007:2025510-2025939	Cluster_2518	N	32	27	11	29	16
Pocillopora_meandrina_HIv1___Sc0000007:2186450-2186864	Cluster_2519	N	1	41	40	1	0
Pocillopora_meandrina_HIv1___Sc0000007:2304432-2304859	Cluster_2520	N	2	51	7	0	120
Pocillopora_meandrina_HIv1___Sc0000007:2321106-2321518	Cluster_2521	N	52	39	7	27	13
Pocillopora_meandrina_HIv1___Sc0000007:2364815-2365242	Cluster_2522	N	1	40	1	1	136
Pocillopora_meandrina_HIv1___Sc0000007:2399478-2400302	Cluster_2523	N	329	123	149	95	102
Pocillopora_meandrina_HIv1___Sc0000007:2483714-2484129	Cluster_2524	N	160	53	117	54	45
Pocillopora_meandrina_HIv1___Sc0000007:2625697-2626145	Cluster_2525	N	161	68	138	115	31
Pocillopora_meandrina_HIv1___Sc0000007:2626667-2627096	Cluster_2526	N	88	12	5	33	6
Pocillopora_meandrina_HIv1___Sc0000007:2716658-2718407	Cluster_2527	N	2090	215	710	429	308
Pocillopora_meandrina_HIv1___Sc0000007:2718799-2719226	Cluster_2528	N	66	19	29	14	8
Pocillopora_meandrina_HIv1___Sc0000007:2719310-2719789	Cluster_2529	N	164	49	52	23	38
Pocillopora_meandrina_HIv1___Sc0000007:2720111-2720535	Cluster_2530	N	101	48	61	29	12
Pocillopora_meandrina_HIv1___Sc0000007:2720765-2721180	Cluster_2531	N	92	37	2	65	4
Pocillopora_meandrina_HIv1___Sc0000007:3019485-3020048	Cluster_2532	N	154	5	30	150	12
Pocillopora_meandrina_HIv1___Sc0000007:3066364-3066790	Cluster_2533	N	91	2	66	34	1
Pocillopora_meandrina_HIv1___Sc0000007:3070005-3070433	Cluster_2534	N	3	0	90	1	4
Pocillopora_meandrina_HIv1___Sc0000007:3107655-3108083	Cluster_2535	N	1	1	23	85	159
Pocillopora_meandrina_HIv1___Sc0000007:3209174-3209695	Cluster_2536	N	8	50	20	49	276
Pocillopora_meandrina_HIv1___Sc0000007:3243241-3243670	Cluster_2537	N	69	38	43	0	0
Pocillopora_meandrina_HIv1___Sc0000007:3244846-3247558	Cluster_2538	N	102	668	196	779	2473
Pocillopora_meandrina_HIv1___Sc0000007:3247716-3248683	Cluster_2539	N	36	195	49	239	760
Pocillopora_meandrina_HIv1___Sc0000007:3248739-3249649	Cluster_2540	N	16	152	39	129	575
Pocillopora_meandrina_HIv1___Sc0000007:3249790-3251091	Cluster_2541	N	23	166	61	217	920
Pocillopora_meandrina_HIv1___Sc0000007:3251174-3254057	Cluster_2542	N	61	450	141	550	2201
Pocillopora_meandrina_HIv1___Sc0000007:3254202-3255319	Cluster_2543	N	21	138	68	227	794
Pocillopora_meandrina_HIv1___Sc0000007:3256042-3256965	Cluster_2544	N	32	105	53	180	576
Pocillopora_meandrina_HIv1___Sc0000007:3284710-3285240	Cluster_2545	N	132	209	103	195	310
Pocillopora_meandrina_HIv1___Sc0000007:3285428-3285960	Cluster_2546	N	19	66	55	82	141
